,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,35939816.0,35939816.0,35939816.0
Share Issued,35939816.0,35939816.0,35939816.0
Total Debt,1595697.0,952787.0,4136174.0
Tangible Book Value,18890762.0,8425868.0,9761292.0
Invested Capital,19300908.0,9033222.0,13901623.0
Working Capital,14765450.0,6194429.0,8552736.0
Net Tangible Assets,18890762.0,8425868.0,9761292.0
Capital Lease Obligations,1595697.0,952787.0,759486.0
Common Stock Equity,19300908.0,9033222.0,10524935.0
Total Capitalization,19300908.0,9033222.0,10524935.0
Total Equity Gross Minority Interest,18898073.0,9033222.0,10524935.0
Minority Interest,-402835.0,0.0,
Stockholders Equity,19300908.0,9033222.0,10524935.0
Gains Losses Not Affecting Retained Earnings,-9555376.0,-9937305.0,-7751516.0
Other Equity Adjustments,-9555376.0,-9937305.0,-7751516.0
Retained Earnings,-200096813.0,-154074972.0,-123511172.0
Additional Paid In Capital,11625608.0,3256299.0,319282.0
Capital Stock,217327489.0,169789200.0,141468341.0
Common Stock,217327489.0,169789200.0,141468341.0
Total Liabilities Net Minority Interest,11629367.0,6952284.0,10908758.0
Total Non Current Liabilities Net Minority Interest,2173083.0,907038.0,712355.0
Other Non Current Liabilities,93841.0,,
Employee Benefits,681305.0,30742.0,30542.0
Non Current Pension And Other Postretirement Benefit Plans,48157.0,30742.0,
Long Term Debt And Capital Lease Obligation,926776.0,439778.0,305812.0
Long Term Capital Lease Obligation,926776.0,439778.0,305812.0
Long Term Provisions,471161.0,436518.0,376001.0
Current Liabilities,9456284.0,6045246.0,10196403.0
Other Current Liabilities,922683.0,936516.0,1299937.0
Current Debt And Capital Lease Obligation,668921.0,513009.0,3830362.0
Current Capital Lease Obligation,668921.0,513009.0,453674.0
Current Debt,,,3376688.0
Other Current Borrowings,,,3376688.0
Pensionand Other Post Retirement Benefit Plans Current,850867.0,637015.0,514861.0
Payables And Accrued Expenses,7013813.0,3958706.0,4551243.0
Current Accrued Expenses,3874673.0,2231834.0,2322170.0
Payables,3139140.0,1726872.0,2229073.0
Accounts Payable,3139140.0,1726872.0,2229073.0
Total Assets,30527440.0,15985506.0,21433693.0
Total Non Current Assets,6305706.0,3745831.0,2684554.0
Non Current Accounts Receivable,417269.0,,
Goodwill And Other Intangible Assets,410146.0,607354.0,763643.0
Other Intangible Assets,410146.0,607354.0,763643.0
Net PPE,5478291.0,3138477.0,1920911.0
Accumulated Depreciation,-3582215.0,-2695083.0,-2465843.0
Gross PPE,9060506.0,5833560.0,4386754.0
Construction In Progress,492273.0,0.0,
Other Properties,1486510.0,943263.0,723624.0
Machinery Furniture Equipment,7081723.0,4890297.0,3663130.0
Current Assets,24221734.0,12239675.0,18749139.0
Restricted Cash,61656.0,60133.0,
Prepaid Assets,845129.0,1016295.0,892073.0
Inventory,442348.0,355624.0,549820.0
Inventories Adjustments Allowances,0.0,0.0,0.0
Finished Goods,126687.0,5286.0,107091.0
Work In Process,53531.0,82229.0,194372.0
Raw Materials,262130.0,268109.0,248357.0
Receivables,1845382.0,1514566.0,1852064.0
Other Receivables,723883.0,122751.0,778933.0
Taxes Receivable,713943.0,950889.0,868143.0
Accounts Receivable,407556.0,440926.0,204988.0
Cash Cash Equivalents And Short Term Investments,21027219.0,9293057.0,15455182.0
Cash And Cash Equivalents,21027219.0,9293057.0,15455182.0
Cash Equivalents,8014722.0,0.0,64256.0
Cash Financial,13012497.0,9293057.0,15390926.0
