,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Tax Effect Of Unusual Items,-3263435.937986,-4416061.3,-3317349.35,-1793258.75,
Tax Rate For Calcs,0.376533,0.35,0.35,0.25,
Normalized EBITDA,64122391.0,72343609.0,47682696.0,42890970.0,
Total Unusual Items,-8667055.0,-12617318.0,-9478141.0,-7173035.0,
Total Unusual Items Excluding Goodwill,-8667055.0,-12617318.0,-9478141.0,-7173035.0,
Net Income From Continuing Operation Net Minority Interest,3243361.0,18779876.0,-7199618.0,-6870163.0,
Reconciled Depreciation,21295312.0,19390601.0,9187935.0,6264841.0,
Reconciled Cost Of Revenue,271285372.0,232341016.0,199186740.0,113762072.0,
EBITDA,55455336.0,59726291.0,38204555.0,35717935.0,
EBIT,34160024.0,40335690.0,29016620.0,29453094.0,
Net Interest Income,-26871698.0,-23788085.0,-17926197.0,-21240236.0,
Interest Expense,24124753.0,21229743.0,14952990.0,18922546.0,
Normalized Income,8646980.062014,26981132.7,-1038826.35,-1490386.75,
Net Income From Continuing And Discontinued Operation,3243361.0,18779876.0,-7199618.0,-6870163.0,
Total Expenses,423304032.0,365133717.0,288132038.0,168751230.0,
Total Operating Income As Reported,44820596.0,54183965.0,39869926.0,38382888.0,
Diluted Average Shares,63485432.0,63185508.0,42302318.0,39218632.0,
Basic Average Shares,62840129.0,62146082.0,42302318.0,39218632.0,
Diluted EPS,0.0511,0.2972,-0.1702,-0.1752,
Basic EPS,0.0516,0.3022,-0.1702,-0.1752,
Diluted NI Availto Com Stockholders,3243361.0,18779876.0,-7199618.0,-6870163.0,
Net Income Common Stockholders,3243361.0,18779876.0,-7199618.0,-6870163.0,
Net Income,3243361.0,18779876.0,-7199618.0,-6870163.0,
Minority Interests,-3013295.0,-1394723.0,-3290714.0,-3049541.0,
Net Income Including Noncontrolling Interests,6256656.0,20174599.0,-3908904.0,-3820622.0,
Net Income Continuous Operations,6256656.0,20174599.0,-3908904.0,-3820622.0,
Tax Provision,3778615.0,-1068652.0,17972534.0,14351170.0,
Pretax Income,10035271.0,19105947.0,14063630.0,10530548.0,
Other Income Expense,-4617547.0,-11418690.0,-8333723.0,-6175606.0,
Special Income Charges,943917.0,-888883.0,48732.0,-560931.0,
Other Special Charges,-1697345.0,-438502.0,-1646774.0,,
Write Off,753428.0,1327385.0,1598042.0,560931.0,
Restructuring And Mergern Acquisition,,,,,0.0
Earnings From Equity Interest,4049508.0,1198628.0,1144418.0,997429.0,
Gain On Sale Of Security,-9610972.0,-11728435.0,-9526873.0,-6612104.0,
Net Non Operating Interest Income Expense,-26871698.0,-23788085.0,-17926197.0,-21240236.0,
Total Other Finance Cost,2746945.0,2558342.0,2973207.0,2317690.0,
Interest Expense Non Operating,24124753.0,21229743.0,14952990.0,18922546.0,
Operating Income,41524516.0,54312722.0,40323550.0,37946390.0,
Operating Expense,140906236.0,124539035.0,84451466.0,51939046.0,
Other Operating Expenses,5089234.0,982780.0,4779327.0,863671.0,
Other Taxes,14184503.0,11533391.0,10671564.0,6001292.0,
Depreciation Amortization Depletion Income Statement,10182888.0,11136935.0,4694103.0,3214729.0,
Depreciation And Amortization In Income Statement,10182888.0,11136935.0,4694103.0,3214729.0,
Amortization,5950173.0,6013633.0,1634832.0,1250262.0,
Amortization Of Intangibles Income Statement,5950173.0,6013633.0,1634832.0,1250262.0,
Depreciation Income Statement,4232715.0,5123302.0,3059271.0,1964467.0,
Research And Development,17183041.0,15345315.0,6947460.0,5617655.0,
Selling General And Administration,94266570.0,85540614.0,57359012.0,36241699.0,
Selling And Marketing Expense,16817005.0,15314531.0,14369417.0,6412982.0,
General And Administrative Expense,77449565.0,70226083.0,42989595.0,29828717.0,
Other Gand A,24566196.0,25911309.0,17005842.0,12200582.0,
Insurance And Claims,2117158.0,3006387.0,1620959.0,993738.0,
Salaries And Wages,50766211.0,41308387.0,24362794.0,16634397.0,
Gross Profit,182430752.0,178851757.0,124775016.0,89885436.0,
Cost Of Revenue,282397796.0,240594682.0,203680572.0,116812184.0,
Total Revenue,464828548.0,419446439.0,328455588.0,206697620.0,
Operating Revenue,464828548.0,419446439.0,328455588.0,206697620.0,
