,2023-04-30,2022-04-30,2021-04-30
Ordinary Shares Number,42522091.0,42522091.0,42522091.0
Share Issued,42522091.0,42522091.0,42522091.0
Net Debt,6062132.0,6157072.0,899822.0
Total Debt,7319000.0,8229162.0,1007994.0
Tangible Book Value,-971129.0,-5931388.0,446658.0
Invested Capital,20482520.0,2897233.0,1454652.0
Working Capital,-3022508.0,-9848940.0,-671699.0
Net Tangible Assets,-971129.0,-5931388.0,446658.0
Common Stock Equity,13163520.0,-5331929.0,446658.0
Total Capitalization,13410520.0,-5331929.0,446658.0
Total Equity Gross Minority Interest,13166133.0,-5318332.0,471587.0
Minority Interest,2613.0,13597.0,24929.0
Stockholders Equity,13163520.0,-5331929.0,446658.0
Retained Earnings,-10986162.0,-5533053.0,-3342.0
Additional Paid In Capital,24107159.0,192490.0,410000.0
Capital Stock,42523.0,8634.0,40000.0
Common Stock,42523.0,8634.0,40000.0
Preferred Stock,0.0,0.0,
Total Liabilities Net Minority Interest,7927246.0,12204998.0,1009637.0
Total Non Current Liabilities Net Minority Interest,247000.0,0.0,0.0
Other Non Current Liabilities,,4273097.0,
Non Current Deferred Liabilities,0.0,0.0,
Long Term Debt And Capital Lease Obligation,247000.0,,
Long Term Debt,247000.0,,
Current Liabilities,7680246.0,12204998.0,1009637.0
Other Current Liabilities,,3773097.0,
Current Deferred Liabilities,0.0,0.0,
Current Debt And Capital Lease Obligation,7072000.0,8229162.0,1007994.0
Current Debt,7072000.0,8229162.0,1007994.0
Other Current Borrowings,1222000.0,2229162.0,
Current Notes Payable,5850000.0,6000000.0,1007994.0
Payables And Accrued Expenses,608246.0,202739.0,1643.0
Current Accrued Expenses,195299.0,121362.0,1643.0
Payables,412947.0,81377.0,
Dueto Related Parties Current,,1712426.0,0.0
Accounts Payable,412947.0,81377.0,
Total Assets,21093379.0,6886666.0,1481224.0
Total Non Current Assets,16435641.0,4530608.0,1143286.0
Other Non Current Assets,,110114.0,5670.0
Investments And Advances,115000.0,115000.0,
Long Term Equity Investment,115000.0,,
Investmentsin Associatesat Cost,115000.0,,
Investment Properties,,3766649.0,1137616.0
Goodwill And Other Intangible Assets,14134649.0,599459.0,
Other Intangible Assets,8998755.0,599459.0,
Goodwill,5135894.0,0.0,
Net PPE,2185992.0,3816149.0,
Accumulated Depreciation,-115411.0,-71993.0,
Gross PPE,2301403.0,3888142.0,
Machinery Furniture Equipment,123608.0,208165.0,
Buildings And Improvements,1939549.0,3323138.0,
Land And Improvements,238246.0,356839.0,
Properties,0.0,0.0,
Current Assets,4657738.0,2356058.0,337938.0
Other Current Assets,250680.0,14897.0,
Restricted Cash,0.0,23311.0,225048.0
Prepaid Assets,3061196.0,111944.0,5670.0
Receivables,88994.0,133816.0,4718.0
Duefrom Related Parties Current,20874.0,0.0,4718.0
Accounts Receivable,68120.0,133816.0,0.0
Cash Cash Equivalents And Short Term Investments,1256868.0,2072090.0,108172.0
Cash And Cash Equivalents,1256868.0,2072090.0,108172.0
Cash Financial,1256868.0,2072090.0,108172.0
