,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Ordinary Shares Number,318312233.0,317906290.0,317024123.0,293355463.0,
Share Issued,318312233.0,317906290.0,317024123.0,293355463.0,
Net Debt,2362300000.0,2576600000.0,2305100000.0,1078200000.0,
Total Debt,3074300000.0,3250100000.0,3046200000.0,2351500000.0,
Tangible Book Value,953000000.0,456900000.0,213400000.0,1084700000.0,
Invested Capital,6747300000.0,7301900000.0,6660900000.0,5144800000.0,
Working Capital,-351900000.0,-11700000.0,57400000.0,745300000.0,
Net Tangible Assets,953000000.0,456900000.0,213400000.0,1084700000.0,
Capital Lease Obligations,551900000.0,455900000.0,395000000.0,347200000.0,
Common Stock Equity,4224900000.0,4507700000.0,4009700000.0,3140500000.0,
Total Capitalization,6493600000.0,7168500000.0,6518100000.0,5016300000.0,
Total Equity Gross Minority Interest,4302600000.0,4588900000.0,4086600000.0,3212800000.0,
Minority Interest,77700000.0,81200000.0,76900000.0,72300000.0,
Stockholders Equity,4224900000.0,4507700000.0,4009700000.0,3140500000.0,
Gains Losses Not Affecting Retained Earnings,154000000.0,167200000.0,-31200000.0,58100000.0,
Other Equity Adjustments,154000000.0,167200000.0,-31200000.0,58100000.0,
Retained Earnings,1762600000.0,2054800000.0,1777600000.0,1543700000.0,
Additional Paid In Capital,55400000.0,42100000.0,38600000.0,22500000.0,
Capital Stock,2252900000.0,2243600000.0,2224700000.0,1516200000.0,
Common Stock,2252900000.0,2243600000.0,2224700000.0,1516200000.0,
Total Liabilities Net Minority Interest,5531500000.0,5847600000.0,5492200000.0,5535600000.0,
Total Non Current Liabilities Net Minority Interest,3173100000.0,3600900000.0,3401000000.0,2902300000.0,
Other Non Current Liabilities,100600000.0,151600000.0,156900000.0,191700000.0,
Derivative Product Liabilities,2900000.0,6500000.0,1000000.0,3100000.0,
Employee Benefits,150000000.0,155100000.0,179700000.0,301900000.0,
Tradeand Other Payables Non Current,3800000.0,8800000.0,14400000.0,19800000.0,
Non Current Deferred Liabilities,136400000.0,223300000.0,224000000.0,219700000.0,
Non Current Deferred Revenue,99800000.0,94000000.0,130300000.0,96200000.0,
Non Current Deferred Taxes Liabilities,36600000.0,129300000.0,93700000.0,123500000.0,
Long Term Debt And Capital Lease Obligation,2765400000.0,3035500000.0,2804400000.0,2135200000.0,
Long Term Capital Lease Obligation,496700000.0,374700000.0,296000000.0,259400000.0,
Long Term Debt,2268700000.0,2660800000.0,2508400000.0,1875800000.0,
Long Term Provisions,14000000.0,20100000.0,20600000.0,30900000.0,
Current Liabilities,2358400000.0,2246700000.0,2091200000.0,2633300000.0,
Other Current Liabilities,39700000.0,52200000.0,45700000.0,744000000.0,
Current Deferred Liabilities,911700000.0,905700000.0,788300000.0,684400000.0,
Current Deferred Revenue,911700000.0,905700000.0,788300000.0,684400000.0,
Current Debt And Capital Lease Obligation,308900000.0,214600000.0,241800000.0,216300000.0,
Current Capital Lease Obligation,55200000.0,81200000.0,99000000.0,87800000.0,
Current Debt,253700000.0,133400000.0,142800000.0,128500000.0,
Other Current Borrowings,253700000.0,133400000.0,142800000.0,128500000.0,
Current Provisions,42600000.0,26700000.0,36700000.0,52600000.0,
Payables And Accrued Expenses,1055500000.0,1047500000.0,978700000.0,936000000.0,
Current Accrued Expenses,458000000.0,498600000.0,514700000.0,452100000.0,
Payables,597500000.0,548900000.0,464000000.0,483900000.0,
Dueto Related Parties Current,4700000.0,5700000.0,5100000.0,5800000.0,
Total Tax Payable,31100000.0,21100000.0,22700000.0,16200000.0,
Income Tax Payable,31100000.0,21100000.0,22700000.0,16200000.0,
Accounts Payable,561700000.0,522100000.0,436200000.0,461900000.0,
Total Assets,9834100000.0,10436500000.0,9578800000.0,8748400000.0,
Total Non Current Assets,7827600000.0,8201500000.0,7430200000.0,5369800000.0,
Other Non Current Assets,64700000.0,67700000.0,32700000.0,43800000.0,
Defined Pension Benefit,65700000.0,51100000.0,0.0,,
Non Current Prepaid Assets,,24100000.0,28700000.0,32300000.0,53000000.0
Non Current Deferred Assets,233300000.0,125100000.0,117400000.0,104900000.0,
Non Current Deferred Taxes Assets,233300000.0,125100000.0,117400000.0,104900000.0,
Non Current Accounts Receivable,507600000.0,522200000.0,488300000.0,419700000.0,
Financial Assets,4200000.0,9200000.0,10500000.0,13200000.0,
Investments And Advances,588800000.0,530700000.0,454000000.0,422200000.0,
Long Term Equity Investment,588800000.0,530700000.0,454000000.0,422200000.0,
Goodwill And Other Intangible Assets,3271900000.0,4050800000.0,3796300000.0,2055800000.0,
Other Intangible Assets,1300600000.0,1387500000.0,1332000000.0,882600000.0,
Goodwill,1971300000.0,2663300000.0,2464300000.0,1173200000.0,
Net PPE,3091400000.0,2844700000.0,2502300000.0,2277900000.0,
Accumulated Depreciation,-1437000000.0,-1336400000.0,-1168300000.0,-1109600000.0,
Gross PPE,4528400000.0,4181100000.0,3670600000.0,3387500000.0,
Leases,473900000.0,346700000.0,255300000.0,212000000.0,
Construction In Progress,289600000.0,260200000.0,256400000.0,139800000.0,
Other Properties,2745900000.0,2615000000.0,2271200000.0,2206500000.0,
Machinery Furniture Equipment,352100000.0,335300000.0,325800000.0,315400000.0,
Buildings And Improvements,666900000.0,623900000.0,561900000.0,513800000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,2006500000.0,2235000000.0,2148600000.0,3378600000.0,
Other Current Assets,,,,100000.0,
Hedging Assets Current,7200000.0,12100000.0,27600000.0,32200000.0,
Restricted Cash,,,0.0,700100000.0,0.0
Prepaid Assets,68000000.0,64100000.0,56700000.0,52100000.0,
Inventory,573600000.0,583400000.0,519800000.0,647800000.0,
Work In Process,356500000.0,282400000.0,291500000.0,446000000.0,
Raw Materials,217100000.0,301000000.0,228300000.0,201800000.0,
Receivables,1197600000.0,1357800000.0,1198400000.0,1020200000.0,
Other Receivables,651200000.0,798200000.0,706800000.0,583000000.0,
Duefrom Related Parties Current,58200000.0,57500000.0,40300000.0,29400000.0,
Taxes Receivable,35300000.0,48300000.0,33200000.0,39800000.0,
Accounts Receivable,452900000.0,453800000.0,418100000.0,368000000.0,
Allowance For Doubtful Accounts Receivable,-20900000.0,-25500000.0,-27900000.0,-34400000.0,
Gross Accounts Receivable,473800000.0,479300000.0,446000000.0,402400000.0,
Cash Cash Equivalents And Short Term Investments,160100000.0,217600000.0,346100000.0,926100000.0,
Cash And Cash Equivalents,160100000.0,217600000.0,346100000.0,926100000.0,
