,2024-01-31,2023-01-31,2022-01-31,2021-02-28,2020-02-29
Ordinary Shares Number,34340972.0,34340972.0,34340972.0,34338682.0,
Share Issued,34340972.0,34340972.0,34340972.0,34338682.0,
Net Debt,109595000.0,129900000.0,29900000.0,29999046.0,
Total Debt,130000000.0,130000000.0,30000000.0,30000000.0,
Tangible Book Value,707738000.0,684123000.0,830479000.0,1002837775.0,
Invested Capital,837738000.0,814123000.0,860479000.0,1032837775.0,
Net Tangible Assets,707738000.0,684123000.0,830479000.0,1002837775.0,
Common Stock Equity,707738000.0,684123000.0,830479000.0,1002837775.0,
Total Capitalization,837738000.0,814123000.0,860479000.0,1032837775.0,
Total Equity Gross Minority Interest,707738000.0,684123000.0,830479000.0,1002837775.0,
Stockholders Equity,707738000.0,684123000.0,830479000.0,1002837775.0,
Retained Earnings,80631000.0,12287000.0,144487000.0,316340295.0,
Additional Paid In Capital,627107000.0,671836000.0,685992000.0,686497137.0,
Capital Stock,0.0,0.0,0.0,343.0,
Common Stock,0.0,0.0,0.0,343.0,
Preferred Stock,0.0,0.0,,,0.0
Total Liabilities Net Minority Interest,136542000.0,150110000.0,52778000.0,49277405.0,
Preferred Securities Outside Stock Equity,0.0,0.0,,,0.0
Long Term Debt And Capital Lease Obligation,130000000.0,130000000.0,30000000.0,30000000.0,
Payables,6489000.0,20000000.0,22159000.0,18654063.0,
Other Payable,3499000.0,13980000.0,14017000.0,994654.0,
Accounts Payable,2990000.0,6020000.0,8142000.0,17659409.0,
Total Assets,844280000.0,834233000.0,883257000.0,1052115180.0,
Investments And Advances,820874000.0,831857000.0,880962000.0,1015836939.0,
Investmentin Financial Assets,820874000.0,831857000.0,880962000.0,1015836939.0,
Available For Sale Securities,,,,,683340574.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,820874000.0,831857000.0,880962000.0,1015836939.0,
Prepaid Assets,16000.0,64000.0,56000.0,9289.0,
Receivables,2921000.0,2212000.0,2139000.0,3944998.0,
Taxes Receivable,13000.0,,,,
Cash And Cash Equivalents,20405000.0,100000.0,100000.0,954.0,
Cash Financial,20405000.0,100000.0,100000.0,954.0,
Cash Cash Equivalents And Federal Funds Sold,20405000.0,100000.0,100000.0,954.0,
