,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Free Cash Flow,257878000.0,156565000.0,-33729000.0,-16583000.0,
Repurchase Of Capital Stock,-211902000.0,-87615000.0,0.0,0.0,
Repayment Of Debt,-933187000.0,0.0,-40000000.0,-2300000.0,
Issuance Of Debt,45000000.0,60000000.0,597575000.0,1129379000.0,
Issuance Of Capital Stock,0.0,0.0,1341122000.0,0.0,
Capital Expenditure,-20893000.0,-31203000.0,-15636000.0,-21206000.0,
Interest Paid Supplemental Data,12611000.0,7440000.0,4867000.0,112000.0,
Income Tax Paid Supplemental Data,5628000.0,13810000.0,0.0,,
End Cash Position,3351398000.0,4224840000.0,3542715000.0,1809693000.0,
Beginning Cash Position,4224840000.0,3542715000.0,1809693000.0,1592377000.0,
Effect Of Exchange Rate Changes,-240000.0,-38000.0,-149000.0,0.0,
Changes In Cash,-873202000.0,682163000.0,1733171000.0,217316000.0,
Financing Cash Flow,-742599000.0,235110000.0,2878566000.0,1639583000.0,
Cash Flow From Continuing Financing Activities,-742599000.0,235110000.0,2878566000.0,1639583000.0,
Net Other Financing Charges,332881000.0,230974000.0,932996000.0,475431000.0,
Proceeds From Stock Option Exercised,24609000.0,31751000.0,46873000.0,37073000.0,
Net Preferred Stock Issuance,,,,0.0,0.0
Preferred Stock Issuance,,,,0.0,0.0
Net Common Stock Issuance,-211902000.0,-87615000.0,1341122000.0,0.0,
Common Stock Payments,-211902000.0,-87615000.0,0.0,0.0,
Common Stock Issuance,0.0,0.0,1341122000.0,0.0,
Net Issuance Payments Of Debt,-888187000.0,60000000.0,557575000.0,1127079000.0,
Net Short Term Debt Issuance,45000000.0,60000000.0,-2500000.0,-2300000.0,
Short Term Debt Payments,0.0,0.0,-40000000.0,-2300000.0,
Short Term Debt Issuance,45000000.0,60000000.0,37500000.0,0.0,
Net Long Term Debt Issuance,-933187000.0,0.0,560075000.0,1129379000.0,
Long Term Debt Payments,-933187000.0,0.0,0.0,,0.0
Long Term Debt Issuance,0.0,0.0,560075000.0,1129379000.0,
Investing Cash Flow,-409374000.0,259285000.0,-1127302000.0,-1426890000.0,
Cash Flow From Continuing Investing Activities,-409374000.0,259285000.0,-1127302000.0,-1426890000.0,
Net Other Investing Changes,-185986000.0,-233089000.0,-130537000.0,-26495000.0,
Interest Received Cfi,0.0,2080000.0,6699000.0,0.0,
Net Investment Purchase And Sale,-202495000.0,550399000.0,-843479000.0,-823099000.0,
Sale Of Investment,2839818000.0,3300040000.0,1958218000.0,1247197000.0,
Purchase Of Investment,-3042313000.0,-2749641000.0,-2801697000.0,-2070296000.0,
Net Business Purchase And Sale,0.0,-28902000.0,-144349000.0,-556090000.0,
Purchase Of Business,0.0,-28902000.0,-144349000.0,-556090000.0,
Net Intangibles Purchase And Sale,,,,,-639000.0
Purchase Of Intangibles,,,,,-639000.0
Net PPE Purchase And Sale,-976000.0,-7589000.0,-5377000.0,-18902000.0,
Purchase Of PPE,-976000.0,-7589000.0,-5377000.0,-18902000.0,
Capital Expenditure Reported,-19917000.0,-23614000.0,-10259000.0,-2304000.0,
Operating Cash Flow,278771000.0,187768000.0,-18093000.0,4623000.0,
Cash Flow From Continuing Operating Activities,278771000.0,187768000.0,-18093000.0,4623000.0,
Change In Working Capital,-9344000.0,-8970000.0,-16235000.0,27884000.0,
Change In Other Working Capital,-5564000.0,-7343000.0,5599000.0,6854000.0,
Change In Other Current Liabilities,-24419000.0,-13400000.0,-14626000.0,8987000.0,
Change In Other Current Assets,7528000.0,320000.0,5105000.0,-12525000.0,
Change In Payables And Accrued Expense,19867000.0,32779000.0,3689000.0,30397000.0,
Change In Accrued Expense,20992000.0,34465000.0,7460000.0,22980000.0,
Change In Payable,-1125000.0,-1686000.0,-3771000.0,7417000.0,
Change In Account Payable,-1125000.0,-1686000.0,-3771000.0,7417000.0,
Change In Prepaid Assets,-6825000.0,-16844000.0,-12970000.0,706000.0,
Change In Receivables,69000.0,-4482000.0,-3032000.0,-6535000.0,
Changes In Account Receivables,69000.0,-4482000.0,-3032000.0,-6535000.0,
Other Non Cash Items,16636000.0,17711000.0,12652000.0,31344000.0,
Stock Based Compensation,248375000.0,313567000.0,197157000.0,68290000.0,
Provisionand Write Offof Assets,60105000.0,32189000.0,19879000.0,741000.0,
Amortization Of Securities,-64271000.0,-37321000.0,11386000.0,4692000.0,
Deferred Tax,-361000.0,-1361000.0,-4075000.0,-40617000.0,
Deferred Income Tax,-361000.0,-1361000.0,-4075000.0,-40617000.0,
Depreciation Amortization Depletion,103163000.0,95678000.0,87504000.0,11009000.0,
Depreciation And Amortization,103163000.0,95678000.0,87504000.0,11009000.0,
Amortization Cash Flow,89325000.0,84420000.0,78343000.0,6566000.0,
Amortization Of Intangibles,89325000.0,84420000.0,78343000.0,6566000.0,
Depreciation,13838000.0,11258000.0,9161000.0,4443000.0,
Operating Gains Losses,-46654000.0,,,,717000.0
Gain Loss On Investment Securities,,,,,717000.0
Net Income From Continuing Operations,-28878000.0,-223725000.0,-326361000.0,-98720000.0,
