,2023-12-31,2022-12-31
Ordinary Shares Number,104787760.0,104787760.0
Share Issued,104787760.0,104787760.0
Net Debt,25192000.0,38768000.0
Total Debt,47001000.0,53816000.0
Tangible Book Value,828308000.0,664751000.0
Invested Capital,888396000.0,730623000.0
Working Capital,256000.0,-2720000.0
Net Tangible Assets,828308000.0,664751000.0
Capital Lease Obligations,21243000.0,14971000.0
Common Stock Equity,862638000.0,691778000.0
Total Capitalization,888396000.0,730623000.0
Total Equity Gross Minority Interest,862638000.0,691778000.0
Stockholders Equity,862638000.0,691778000.0
Other Equity Interest,862638000.0,691778000.0
Total Liabilities Net Minority Interest,58994000.0,66241000.0
Total Non Current Liabilities Net Minority Interest,47001000.0,53816000.0
Long Term Debt And Capital Lease Obligation,47001000.0,53816000.0
Long Term Capital Lease Obligation,21243000.0,14971000.0
Long Term Debt,25758000.0,38845000.0
Current Liabilities,11993000.0,12425000.0
Payables And Accrued Expenses,11993000.0,12425000.0
Payables,11993000.0,12425000.0
Accounts Payable,11993000.0,12425000.0
Total Assets,921632000.0,758019000.0
Total Non Current Assets,909383000.0,748314000.0
Other Non Current Assets,415000.0,280000.0
Goodwill And Other Intangible Assets,34330000.0,27027000.0
Other Intangible Assets,34330000.0,27027000.0
Net PPE,874638000.0,721007000.0
Accumulated Depreciation,-136168000.0,-113561000.0
Gross PPE,1010806000.0,834568000.0
Construction In Progress,13504000.0,24552000.0
Machinery Furniture Equipment,58676000.0,34708000.0
Buildings And Improvements,622414000.0,515264000.0
Land And Improvements,316212000.0,260044000.0
Properties,0.0,0.0
Current Assets,12249000.0,9705000.0
Restricted Cash,155000.0,513000.0
Receivables,11528000.0,9115000.0
Accounts Receivable,11528000.0,9115000.0
Cash Cash Equivalents And Short Term Investments,566000.0,77000.0
Cash And Cash Equivalents,566000.0,77000.0
