,2022-12-31,2021-12-31
Ordinary Shares Number,136700583.0,136700583.0
Share Issued,136700583.0,136700583.0
Total Debt,4635300.0,2085200.0
Tangible Book Value,-8572600.0,-59096200.0
Invested Capital,-4448700.0,-57011000.0
Working Capital,-8805100.0,18282100.0
Net Tangible Assets,-8572600.0,-59096200.0
Capital Lease Obligations,511400.0,0.0
Common Stock Equity,-8572600.0,-59096200.0
Total Capitalization,-8572600.0,-57011000.0
Total Equity Gross Minority Interest,-8572600.0,-59096200.0
Stockholders Equity,-8572600.0,-59096200.0
Retained Earnings,-8572600.0,-59096200.0
Capital Stock,,0.0
Common Stock,,0.0
Total Liabilities Net Minority Interest,19809300.0,78347400.0
Total Non Current Liabilities Net Minority Interest,362000.0,77440400.0
Derivative Product Liabilities,0.0,75355200.0
Long Term Debt And Capital Lease Obligation,362000.0,2085200.0
Long Term Capital Lease Obligation,362000.0,0.0
Long Term Debt,,2085200.0
Current Liabilities,19447300.0,907000.0
Other Current Liabilities,14905300.0,
Current Debt And Capital Lease Obligation,4273300.0,
Current Capital Lease Obligation,149400.0,0.0
Current Debt,4123900.0,
Other Current Borrowings,4123900.0,
Payables And Accrued Expenses,268700.0,907000.0
Payables,268700.0,907000.0
Dueto Related Parties Current,0.0,95500.0
Accounts Payable,268700.0,811500.0
Total Assets,11236700.0,19251200.0
Total Non Current Assets,594500.0,62100.0
Net PPE,594500.0,62100.0
Accumulated Depreciation,-65700.0,-6500.0
Gross PPE,660200.0,68600.0
Other Properties,507100.0,
Machinery Furniture Equipment,153100.0,68600.0
Current Assets,10642200.0,19189100.0
Other Current Assets,326000.0,431400.0
Prepaid Assets,,431400.0
Receivables,507800.0,23300.0
Duefrom Related Parties Current,0.0,23300.0
Accounts Receivable,507800.0,0.0
Cash Cash Equivalents And Short Term Investments,9808400.0,18734400.0
Cash And Cash Equivalents,9808400.0,18734400.0
Cash Financial,9808400.0,18734400.0
