,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,72941000.0,126008000.0,72941000.0
Ordinary Shares Number,4295043000.0,4282642000.0,4278651000.0
Share Issued,4367984000.0,4408650000.0,4351592000.0
Net Debt,124325891000.0,132205015000.0,140515821000.0
Total Debt,190074772000.0,215678244000.0,197929722000.0
Tangible Book Value,221177154000.0,176990525000.0,135694283000.0
Invested Capital,477034546000.0,461905005000.0,408168999000.0
Working Capital,71041756000.0,75112387000.0,49494511000.0
Net Tangible Assets,221177154000.0,176990525000.0,135694283000.0
Capital Lease Obligations,7708487000.0,7399884000.0,5875830000.0
Common Stock Equity,294668261000.0,253626645000.0,216115107000.0
Total Capitalization,432467224000.0,413156148000.0,367628088000.0
Total Equity Gross Minority Interest,313276385000.0,268171060000.0,231737116000.0
Minority Interest,18608124000.0,14544415000.0,15622009000.0
Stockholders Equity,294668261000.0,253626645000.0,216115107000.0
Other Equity Interest,-4166449000.0,-12246443000.0,-10043302000.0
Gains Losses Not Affecting Retained Earnings,22950012000.0,15869225000.0,14749081000.0
Other Equity Adjustments,22950012000.0,15869225000.0,14749081000.0
Treasury Stock,1959107000.0,7488362000.0,1959107000.0
Retained Earnings,91556474000.0,69712555000.0,30084965000.0
Additional Paid In Capital,142607490000.0,143693168000.0,139767550000.0
Capital Stock,43679841000.0,44086502000.0,43515920000.0
Common Stock,43679841000.0,44086502000.0,43515920000.0
Total Liabilities Net Minority Interest,394313457000.0,405094839000.0,352415528000.0
Total Non Current Liabilities Net Minority Interest,164987989000.0,187849498000.0,177823197000.0
Other Non Current Liabilities,7549527000.0,3494448000.0,1710090000.0
Derivative Product Liabilities,0.0,4780931000.0,5910919000.0
Employee Benefits,4325492000.0,5864071000.0,6466794000.0
Non Current Pension And Other Postretirement Benefit Plans,4325492000.0,5864071000.0,6466794000.0
Non Current Deferred Liabilities,8585132000.0,7590197000.0,7121027000.0
Non Current Deferred Taxes Liabilities,8585132000.0,7590197000.0,7121027000.0
Long Term Debt And Capital Lease Obligation,144527838000.0,166119851000.0,156614367000.0
Long Term Capital Lease Obligation,6728875000.0,6590348000.0,5101386000.0
Long Term Debt,137798963000.0,159529503000.0,151512981000.0
Current Liabilities,229325468000.0,217245341000.0,174592331000.0
Other Current Liabilities,29305342000.0,20157414000.0,14078617000.0
Current Deferred Liabilities,18360792000.0,16362350000.0,6514502000.0
Current Deferred Taxes Liabilities,18360792000.0,16362350000.0,6514502000.0
Current Debt And Capital Lease Obligation,45546934000.0,49558393000.0,41315355000.0
Current Capital Lease Obligation,979612000.0,809536000.0,774444000.0
Current Debt,44567322000.0,48748857000.0,40540911000.0
Other Current Borrowings,10040812000.0,48748857000.0,40540911000.0
Pensionand Other Post Retirement Benefit Plans Current,11337966000.0,8915832000.0,5511103000.0
Payables And Accrued Expenses,124774434000.0,122251352000.0,107172754000.0
Current Accrued Expenses,15607812000.0,12798673000.0,12985039000.0
Payables,109166622000.0,109452679000.0,94187715000.0
Other Payable,30169322000.0,24982395000.0,20919481000.0
Accounts Payable,78997300000.0,84470284000.0,73268234000.0
Total Assets,707589842000.0,673265899000.0,584152644000.0
Total Non Current Assets,407222618000.0,380908171000.0,360065802000.0
Other Non Current Assets,3590576000.0,3275073000.0,1263188000.0
Non Current Deferred Assets,6341772000.0,5369010000.0,5477373000.0
Non Current Deferred Taxes Assets,6341772000.0,5369010000.0,5477373000.0
Investments And Advances,22774670000.0,22935369000.0,17259130000.0
Investmentin Financial Assets,8095324000.0,5938769000.0,4452457000.0
Available For Sale Securities,5986330000.0,3435935000.0,2271479000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,2108994000.0,2502834000.0,2180978000.0
Long Term Equity Investment,14679346000.0,16996600000.0,12806673000.0
Investmentsin Joint Venturesat Cost,515351000.0,495930000.0,
Investmentsin Associatesat Cost,14163995000.0,16500670000.0,
Investment Properties,21729092000.0,22144787000.0,12538083000.0
Goodwill And Other Intangible Assets,73491107000.0,76636120000.0,80420824000.0
Other Intangible Assets,21177708000.0,24563707000.0,27711771000.0
Goodwill,52313399000.0,52072413000.0,52709053000.0
Net PPE,279295401000.0,250547812000.0,243107204000.0
Accumulated Depreciation,-423493690000.0,-379326604000.0,-381997985000.0
Gross PPE,702789091000.0,629874416000.0,625105189000.0
Construction In Progress,18073406000.0,16932273000.0,13853465000.0
Other Properties,14423678000.0,14643663000.0,16920908000.0
Machinery Furniture Equipment,473731962000.0,424369041000.0,416549544000.0
Buildings And Improvements,176210449000.0,156305381000.0,161361338000.0
Land And Improvements,20349596000.0,17624058000.0,16419934000.0
Properties,0.0,0.0,0.0
Current Assets,300367224000.0,292357728000.0,224086842000.0
Other Current Assets,4543797000.0,4620779000.0,4578783000.0
Inventory,92826151000.0,73245095000.0,62062079000.0
Finished Goods,18116990000.0,13866897000.0,22294277000.0
Work In Process,8821890000.0,7950743000.0,6856405000.0
Raw Materials,65887271000.0,51427455000.0,32911397000.0
Receivables,137397260000.0,135344206000.0,101013649000.0
Other Receivables,22001742000.0,19339816000.0,8476840000.0
Taxes Receivable,748519000.0,542180000.0,702820000.0
Accounts Receivable,114646999000.0,115462210000.0,91833989000.0
Allowance For Doubtful Accounts Receivable,-164408000.0,-103353000.0,-97358000.0
Gross Accounts Receivable,114811407000.0,115565563000.0,91931347000.0
Cash Cash Equivalents And Short Term Investments,65600016000.0,79147648000.0,56432331000.0
Other Short Term Investments,7559622000.0,3074303000.0,4894260000.0
Cash And Cash Equivalents,58040394000.0,76073345000.0,51538071000.0
Cash Equivalents,58034405000.0,76067707000.0,51531998000.0
Cash Financial,5989000.0,5638000.0,6073000.0
