,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-3946000.0,-1070000.0,-20771000.0
Repayment Of Debt,-29085000.0,-58755000.0,-6343000.0
Issuance Of Debt,0.0,73700000.0,3866000.0
Issuance Of Capital Stock,38866000.0,0.0,263000.0
Capital Expenditure,-1821000.0,-2579000.0,-711000.0
Interest Paid Supplemental Data,12740000.0,10613000.0,9882000.0
End Cash Position,16711000.0,10974000.0,16696000.0
Other Cash Adjustment Outside Changein Cash,,0.0,146000.0
Beginning Cash Position,10974000.0,16696000.0,7895000.0
Changes In Cash,5737000.0,-5722000.0,8655000.0
Financing Cash Flow,8208000.0,12211000.0,48967000.0
Cash Flow From Continuing Financing Activities,8208000.0,12211000.0,48967000.0
Net Other Financing Charges,-1573000.0,-2734000.0,-154000.0
Proceeds From Stock Option Exercised,,0.0,51335000.0
Net Common Stock Issuance,38866000.0,0.0,263000.0
Common Stock Issuance,38866000.0,0.0,263000.0
Net Issuance Payments Of Debt,-29085000.0,14945000.0,-2477000.0
Net Short Term Debt Issuance,-15000000.0,73700000.0,0.0
Short Term Debt Payments,-15000000.0,0.0,
Short Term Debt Issuance,0.0,73700000.0,0.0
Net Long Term Debt Issuance,-14085000.0,-58755000.0,-2477000.0
Long Term Debt Payments,-14085000.0,-58755000.0,-6343000.0
Long Term Debt Issuance,,0.0,3866000.0
Investing Cash Flow,-346000.0,-19442000.0,-20252000.0
Cash Flow From Continuing Investing Activities,-346000.0,-19442000.0,-20252000.0
Net Investment Properties Purchase And Sale,1475000.0,-16863000.0,-19541000.0
Sale Of Investment Properties,1475000.0,650000.0,0.0
Purchase Of Investment Properties,0.0,-17513000.0,-19541000.0
Capital Expenditure Reported,-1821000.0,-2579000.0,-711000.0
Operating Cash Flow,-2125000.0,1509000.0,-20060000.0
Cash Flow From Continuing Operating Activities,-2125000.0,1509000.0,-20060000.0
Change In Working Capital,-578000.0,7620000.0,-3319000.0
Change In Other Working Capital,-2744000.0,-1395000.0,15000.0
Change In Other Current Liabilities,,591000.0,1988000.0
Change In Other Current Assets,-101000.0,-267000.0,86000.0
Change In Payables And Accrued Expense,2687000.0,7100000.0,-4272000.0
Change In Payable,,6979000.0,-4272000.0
Change In Account Payable,,6509000.0,-4080000.0
Change In Prepaid Assets,,-277000.0,1746000.0
Change In Receivables,-420000.0,2182000.0,-2882000.0
Changes In Account Receivables,-420000.0,2182000.0,-2882000.0
Other Non Cash Items,12117000.0,1405000.0,-10402000.0
Stock Based Compensation,7484000.0,2510000.0,144000.0
Asset Impairment Charge,8982000.0,0.0,
Depreciation Amortization Depletion,8512000.0,8248000.0,5878000.0
Depreciation And Amortization,8512000.0,8248000.0,5878000.0
Depreciation,,8248000.0,5878000.0
Operating Gains Losses,-404000.0,52000.0,
Gain Loss On Investment Securities,-509000.0,52000.0,
Net Income From Continuing Operations,-38238000.0,-18326000.0,-12361000.0
