,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Free Cash Flow,198915000.0,197965000.0,99000000.0,428016000.0,
Repurchase Of Capital Stock,,,0.0,0.0,-1625000.0
Repayment Of Debt,-247829000.0,-1333736000.0,-76938000.0,-925650000.0,
Issuance Of Debt,18966000.0,3715000000.0,990000000.0,0.0,
Issuance Of Capital Stock,0.0,1400000000.0,0.0,1670000000.0,
Capital Expenditure,-346816000.0,-436060000.0,-314332000.0,-146337000.0,
Interest Paid Supplemental Data,312879000.0,282835000.0,57314000.0,37266000.0,
Income Tax Paid Supplemental Data,97295000.0,89567000.0,50000000.0,60393000.0,
End Cash Position,1789686000.0,837566000.0,2582371000.0,1591892000.0,
Beginning Cash Position,837566000.0,2582371000.0,1591892000.0,493046000.0,
Effect Of Exchange Rate Changes,-1170000.0,-4223000.0,34276000.0,21723000.0,
Changes In Cash,953290000.0,-1740582000.0,956203000.0,1077123000.0,
Financing Cash Flow,758272000.0,3554019000.0,862953000.0,675727000.0,
Cash Flow From Continuing Financing Activities,758272000.0,3554019000.0,862953000.0,675727000.0,
Net Other Financing Charges,944838000.0,-223812000.0,-33459000.0,-80664000.0,
Proceeds From Stock Option Exercised,42297000.0,24167000.0,17858000.0,32360000.0,
Cash Dividends Paid,0.0,-27600000.0,-34508000.0,-20319000.0,
Net Preferred Stock Issuance,0.0,1400000000.0,0.0,1210000000.0,
Preferred Stock Issuance,0.0,1400000000.0,0.0,1210000000.0,
Net Common Stock Issuance,,0.0,0.0,460000000.0,-1625000.0
Common Stock Payments,,,0.0,0.0,-1625000.0
Common Stock Issuance,,0.0,0.0,460000000.0,0.0
Net Issuance Payments Of Debt,-228863000.0,2381264000.0,913062000.0,-925650000.0,
Net Short Term Debt Issuance,,0.0,-62050000.0,-137050000.0,-46538000.0
Short Term Debt Payments,,-65000000.0,-62050000.0,-137050000.0,-46538000.0
Short Term Debt Issuance,,65000000.0,0.0,0.0,2121000000.0
Net Long Term Debt Issuance,-228863000.0,2381264000.0,913062000.0,-925650000.0,
Long Term Debt Payments,-247829000.0,-1333736000.0,-76938000.0,-925650000.0,
Long Term Debt Issuance,18966000.0,3715000000.0,990000000.0,0.0,
Investing Cash Flow,-350713000.0,-5928626000.0,-320082000.0,-172957000.0,
Cash Flow From Continuing Investing Activities,-350713000.0,-5928626000.0,-320082000.0,-172957000.0,
Net Other Investing Changes,-3897000.0,-4010000.0,-5750000.0,7774000.0,
Net Business Purchase And Sale,0.0,-5488556000.0,0.0,-34394000.0,
Purchase Of Business,0.0,-5488556000.0,0.0,-34394000.0,
Net Intangibles Purchase And Sale,,,,,-3750000.0
Purchase Of Intangibles,,,,,-3750000.0
Net PPE Purchase And Sale,-346816000.0,-436060000.0,-314332000.0,-146337000.0,
Purchase Of PPE,-346816000.0,-436060000.0,-314332000.0,-146337000.0,
Operating Cash Flow,545731000.0,634025000.0,413332000.0,574353000.0,
Cash Flow From Continuing Operating Activities,545731000.0,634025000.0,413332000.0,574353000.0,
Change In Working Capital,104341000.0,124628000.0,-191667000.0,-103165000.0,
Change In Other Working Capital,-138088000.0,-34493000.0,-2645000.0,-9089000.0,
Change In Payables And Accrued Expense,205044000.0,-83330000.0,97053000.0,2266000.0,
Change In Payable,205044000.0,-83330000.0,97053000.0,2266000.0,
Change In Account Payable,205044000.0,-83330000.0,97053000.0,2266000.0,
Change In Inventory,-23196000.0,174136000.0,-230882000.0,-44645000.0,
Change In Receivables,60581000.0,68315000.0,-55193000.0,-51697000.0,
Changes In Account Receivables,60581000.0,68315000.0,-55193000.0,-51697000.0,
Other Non Cash Items,34209000.0,139306000.0,18807000.0,20732000.0,
Stock Based Compensation,126049000.0,148872000.0,73214000.0,70953000.0,
Asset Impairment Charge,,119456000.0,0.0,0.0,4980000.0
Deferred Tax,-112096000.0,-206822000.0,-8154000.0,-371000.0,
Deferred Income Tax,-112096000.0,-206822000.0,-8154000.0,-371000.0,
Depreciation Amortization Depletion,559761000.0,681687000.0,286779000.0,270069000.0,
Depreciation And Amortization,559761000.0,681687000.0,286779000.0,270069000.0,
Amortization Cash Flow,288160000.0,414125000.0,79647000.0,82266000.0,
Amortization Of Intangibles,288160000.0,414125000.0,79647000.0,82266000.0,
Depreciation,271601000.0,267562000.0,207132000.0,187803000.0,
Operating Gains Losses,-7769000.0,5812000.0,-406000.0,18583000.0,
Earnings Losses From Equity Investments,51000.0,66000.0,-2190000.0,-14246000.0,
Net Foreign Currency Exchange Gain Loss,-10556000.0,-3549000.0,1167000.0,5545000.0,
Gain Loss On Sale Of PPE,758000.0,2440000.0,617000.0,2537000.0,
Net Income From Continuing Operations,-158764000.0,-259458000.0,234759000.0,297552000.0,
