,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Free Cash Flow,-27945024.0,-40252881.0,-18990850.0,-10453047.0,
Repayment Of Debt,-10000000.0,0.0,0.0,-1821818.0,
Issuance Of Debt,,0.0,14609915.0,436000.0,1325500.0
Issuance Of Capital Stock,27802939.0,55370943.0,18511009.0,15628010.0,
Interest Paid Supplemental Data,1525056.0,2106491.0,964241.0,22180.0,
Income Tax Paid Supplemental Data,,,0.0,0.0,0.0
End Cash Position,23843798.0,19460883.0,18641716.0,4511642.0,
Beginning Cash Position,19460883.0,18641716.0,4511642.0,37195.0,
Changes In Cash,4382915.0,819167.0,14130074.0,4474447.0,
Financing Cash Flow,17802939.0,55373183.0,33120924.0,14927494.0,
Cash Flow From Continuing Financing Activities,17802939.0,55373183.0,33120924.0,14927494.0,
Proceeds From Stock Option Exercised,0.0,2240.0,0.0,685302.0,
Net Preferred Stock Issuance,,,,,0.0
Preferred Stock Issuance,,,,,0.0
Net Common Stock Issuance,27802939.0,55370943.0,18511009.0,15628010.0,
Common Stock Issuance,27802939.0,55370943.0,18511009.0,15628010.0,
Net Issuance Payments Of Debt,-10000000.0,0.0,14609915.0,-1385818.0,
Net Short Term Debt Issuance,,,14609915.0,0.0,0.0
Short Term Debt Payments,,,,-1821818.0,0.0
Short Term Debt Issuance,,,14609915.0,0.0,1263000.0
Net Long Term Debt Issuance,-10000000.0,0.0,14609915.0,-1385818.0,
Long Term Debt Payments,-10000000.0,0.0,0.0,-1821818.0,
Long Term Debt Issuance,,0.0,14609915.0,436000.0,1325500.0
Investing Cash Flow,14525000.0,-14301135.0,0.0,,
Cash Flow From Continuing Investing Activities,14525000.0,-14301135.0,0.0,,
Net Investment Purchase And Sale,14525000.0,-14301135.0,0.0,,
Sale Of Investment,14525000.0,,,,
Purchase Of Investment,,-14301135.0,0.0,,
Operating Cash Flow,-27945024.0,-40252881.0,-18990850.0,-10453047.0,
Cash Flow From Continuing Operating Activities,-27945024.0,-40252881.0,-18990850.0,-10453047.0,
Change In Working Capital,-86843.0,-270439.0,2750786.0,19466.0,
Change In Other Current Liabilities,-95630.0,-1343809.0,1353310.0,0.0,
Change In Other Current Assets,,,-48954.0,282298.0,-41635.0
Change In Payables And Accrued Expense,110653.0,1033455.0,1446430.0,-262832.0,
Change In Prepaid Assets,-101866.0,39915.0,-48954.0,,
Other Non Cash Items,1412997.0,2231123.0,1206794.0,124869924.0,
Stock Based Compensation,4660114.0,6375392.0,6194079.0,3019809.0,
Depreciation Amortization Depletion,229377.0,229377.0,229377.0,229377.0,
Depreciation And Amortization,229377.0,229377.0,229377.0,229377.0,
Amortization Cash Flow,229377.0,229377.0,229377.0,229377.0,
Amortization Of Intangibles,229377.0,229377.0,229377.0,229377.0,
Operating Gains Losses,-2040136.0,1437481.0,-3287418.0,-8342419.0,
Gain Loss On Investment Securities,-2040136.0,1437481.0,-3287418.0,-8279919.0,
Net Income From Continuing Operations,-32120533.0,-50255815.0,-26084468.0,-130249204.0,
