,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Ordinary Shares Number,67123188.0,67152888.0,67806185.0,69038692.0,
Share Issued,67123188.0,67152888.0,67806185.0,69038692.0,
Net Debt,436498000.0,699473000.0,1009120000.0,759342000.0,
Total Debt,1420447000.0,1374421000.0,1382397000.0,1356620000.0,
Tangible Book Value,530993000.0,407717000.0,244170000.0,718458000.0,
Invested Capital,2745702000.0,2639556000.0,2520268000.0,2408013000.0,
Working Capital,1371422000.0,1249136000.0,1087962000.0,1021338000.0,
Net Tangible Assets,530993000.0,407717000.0,244170000.0,718458000.0,
Capital Lease Obligations,230399000.0,186218000.0,195835000.0,170856000.0,
Common Stock Equity,1555654000.0,1451353000.0,1333706000.0,1222249000.0,
Total Capitalization,2745463000.0,2639309000.0,2519951000.0,2406932000.0,
Total Equity Gross Minority Interest,1557545000.0,1452813000.0,1334712000.0,1223541000.0,
Minority Interest,1891000.0,1460000.0,1006000.0,1292000.0,
Stockholders Equity,1555654000.0,1451353000.0,1333706000.0,1222249000.0,
Gains Losses Not Affecting Retained Earnings,-2626000.0,-2970000.0,-4145000.0,-831000.0,
Other Equity Adjustments,-2626000.0,-2970000.0,-4145000.0,-831000.0,
Retained Earnings,959511000.0,859370000.0,755253000.0,646082000.0,
Additional Paid In Capital,598098000.0,594282000.0,582056000.0,576446000.0,
Capital Stock,671000.0,671000.0,542000.0,552000.0,
Common Stock,671000.0,671000.0,542000.0,552000.0,
Total Liabilities Net Minority Interest,1995894000.0,1925835000.0,1947290000.0,1893139000.0,
Total Non Current Liabilities Net Minority Interest,1480510000.0,1467848000.0,1481398000.0,1370820000.0,
Non Current Deferred Liabilities,117615000.0,144271000.0,147429000.0,56012000.0,
Non Current Deferred Taxes Liabilities,117615000.0,144271000.0,147429000.0,56012000.0,
Long Term Debt And Capital Lease Obligation,1362895000.0,1323577000.0,1333969000.0,1314808000.0,
Long Term Capital Lease Obligation,173086000.0,135621000.0,147724000.0,130125000.0,
Long Term Debt,1189809000.0,1187956000.0,1186245000.0,1184683000.0,
Current Liabilities,515384000.0,457987000.0,465892000.0,522319000.0,
Current Debt And Capital Lease Obligation,57552000.0,50844000.0,48428000.0,41812000.0,
Current Capital Lease Obligation,57313000.0,50597000.0,48111000.0,40731000.0,
Current Debt,239000.0,247000.0,317000.0,1081000.0,
Other Current Borrowings,239000.0,247000.0,317000.0,1081000.0,
Payables And Accrued Expenses,457832000.0,407143000.0,417464000.0,480507000.0,
Current Accrued Expenses,245226000.0,216241000.0,201783000.0,234965000.0,
Payables,212606000.0,190902000.0,215681000.0,245542000.0,
Accounts Payable,212606000.0,190902000.0,215681000.0,245542000.0,
Total Assets,3553439000.0,3378648000.0,3282002000.0,3116680000.0,
Total Non Current Assets,1666653000.0,1671497000.0,1728038000.0,1572992000.0,
Other Non Current Assets,57689000.0,62553000.0,55179000.0,575028000.0,
Goodwill And Other Intangible Assets,1024661000.0,1043636000.0,1089536000.0,503791000.0,
Other Intangible Assets,473300000.0,497200000.0,543100000.0,134400000.0,
Goodwill,551361000.0,546436000.0,546436000.0,369391000.0,
Net PPE,584303000.0,565308000.0,583323000.0,494173000.0,
Accumulated Depreciation,-534380000.0,-491638000.0,-459227000.0,-425427000.0,
Gross PPE,1118683000.0,1056946000.0,1042550000.0,919600000.0,
Construction In Progress,19295000.0,25701000.0,51617000.0,53041000.0,
Other Properties,205137000.0,173540000.0,186344000.0,165602000.0,
Machinery Furniture Equipment,573980000.0,550653000.0,511616000.0,464139000.0,
Buildings And Improvements,290599000.0,277618000.0,263499000.0,209290000.0,
Land And Improvements,29672000.0,29434000.0,29474000.0,27528000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,1886806000.0,1707123000.0,1553854000.0,1543657000.0,
Other Current Assets,34240000.0,33172000.0,46883000.0,33514000.0,
Restricted Cash,14853000.0,14143000.0,14742000.0,13100000.0,
Prepaid Assets,,33172000.0,46883000.0,33514000.0,27498000.0
Inventory,757943000.0,838188000.0,938000000.0,685237000.0,
Finished Goods,338762000.0,384903000.0,528481000.0,349338000.0,
Work In Process,146041000.0,166394000.0,99842000.0,86187000.0,
Raw Materials,273140000.0,286891000.0,309677000.0,249712000.0,
Receivables,326220000.0,332890000.0,376787000.0,385384000.0,
Accounts Receivable,326220000.0,332890000.0,376787000.0,385384000.0,
Allowance For Doubtful Accounts Receivable,-21035000.0,-25797000.0,-26246000.0,-29219000.0,
Gross Accounts Receivable,347255000.0,358687000.0,403033000.0,414603000.0,
Cash Cash Equivalents And Short Term Investments,753550000.0,488730000.0,177442000.0,426422000.0,
Cash And Cash Equivalents,753550000.0,488730000.0,177442000.0,426422000.0,
