,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-30813505.0,-44288807.0,-26979520.0,-7159933.0,
Total Unusual Items,1816271.0,-1437481.0,3287418.0,-122300439.0,
Total Unusual Items Excluding Goodwill,1816271.0,-1437481.0,3287418.0,-122300439.0,
Net Income From Continuing Operation Net Minority Interest,-32120533.0,-50255815.0,-26084468.0,-130249204.0,
Reconciled Depreciation,229377.0,229377.0,229377.0,229377.0,
EBITDA,-28997234.0,-45726288.0,-23692102.0,-129460372.0,
EBIT,-29226611.0,-45955665.0,-23921479.0,-129689749.0,
Net Interest Income,-1757219.0,-3737886.0,-2118909.0,-537484.0,
Interest Expense,2893922.0,4300150.0,2162989.0,559455.0,
Interest Income,1136703.0,562264.0,44080.0,21971.0,
Normalized Income,-33936804.0,-48818334.0,-29371886.0,-7948765.0,
Net Income From Continuing And Discontinued Operation,-32120533.0,-50255815.0,-26084468.0,-130249204.0,
Total Expenses,32179585.0,45080448.0,27252977.0,7411281.0,
Total Operating Income As Reported,-32179585.0,-45080448.0,-27252977.0,-138054139.0,
Diluted Average Shares,4518533.0,3248349.0,2466255.0,1240315.0,
Basic Average Shares,4518533.0,3248349.0,2466255.0,1240315.0,
Diluted EPS,-7.3,-15.47,-10.6,-148.2,
Basic EPS,-7.3,-15.47,-10.6,-148.2,
Diluted NI Availto Com Stockholders,-33006956.0,-50255815.0,-26084468.0,-183847524.0,
Net Income Common Stockholders,-33006956.0,-50255815.0,-26084468.0,-183847524.0,
Otherunder Preferred Stock Dividend,886423.0,0.0,0.0,53598320.0,
Net Income,-32120533.0,-50255815.0,-26084468.0,-130249204.0,
Net Income Including Noncontrolling Interests,-32120533.0,-50255815.0,-26084468.0,-130249204.0,
Net Income Continuous Operations,-32120533.0,-50255815.0,-26084468.0,-130249204.0,
Pretax Income,-32120533.0,-50255815.0,-26084468.0,-130249204.0,
Other Income Expense,1816271.0,-1437481.0,3287418.0,-122300439.0,
Special Income Charges,,,0.0,-130580358.0,0.0
Other Special Charges,,,,130580358.0,
Gain On Sale Of Security,1816271.0,-1437481.0,3287418.0,8279919.0,
Net Non Operating Interest Income Expense,-1757219.0,-3737886.0,-2118909.0,-537484.0,
Interest Expense Non Operating,2893922.0,4300150.0,2162989.0,559455.0,
Interest Income Non Operating,1136703.0,562264.0,44080.0,21971.0,
Operating Income,-32179585.0,-45080448.0,-27252977.0,-7411281.0,
Operating Expense,32179585.0,45080448.0,27252977.0,7411281.0,
Depreciation Amortization Depletion Income Statement,229377.0,229377.0,229377.0,229377.0,
Depreciation And Amortization In Income Statement,229377.0,229377.0,229377.0,229377.0,
Amortization,229377.0,229377.0,229377.0,229377.0,
Amortization Of Intangibles Income Statement,229377.0,229377.0,229377.0,229377.0,
Research And Development,23100394.0,33299503.0,17258341.0,2544648.0,
Selling General And Administration,8849814.0,11551568.0,9765259.0,4637256.0,
Total Revenue,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,
