,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,41205551.0,38672544.0,38672544.0
Share Issued,41205551.0,38672544.0,38672544.0
Net Debt,,20034000.0,
Total Debt,28541000.0,24004000.0,3168000.0
Tangible Book Value,405386000.0,-35237000.0,-176000.0
Invested Capital,405386000.0,-13331000.0,-176000.0
Working Capital,388315000.0,-40210000.0,-2265000.0
Net Tangible Assets,405386000.0,-35236000.0,-175000.0
Capital Lease Obligations,28541000.0,2098000.0,3168000.0
Common Stock Equity,405386000.0,-35237000.0,-176000.0
Preferred Stock Equity,,1000.0,1000.0
Total Capitalization,405386000.0,-35236000.0,-175000.0
Total Equity Gross Minority Interest,405386000.0,-35236000.0,-175000.0
Stockholders Equity,405386000.0,-35236000.0,-175000.0
Retained Earnings,-145146000.0,-46999000.0,-6048000.0
Additional Paid In Capital,550491000.0,11761000.0,5871000.0
Capital Stock,41000.0,2000.0,2000.0
Common Stock,41000.0,1000.0,1000.0
Preferred Stock,0.0,1000.0,1000.0
Total Liabilities Net Minority Interest,47650000.0,45479000.0,4679000.0
Total Non Current Liabilities Net Minority Interest,26488000.0,1342000.0,2230000.0
Other Non Current Liabilities,225000.0,250000.0,
Long Term Debt And Capital Lease Obligation,26263000.0,1092000.0,2230000.0
Long Term Capital Lease Obligation,26263000.0,1092000.0,2230000.0
Current Liabilities,21162000.0,44137000.0,2449000.0
Other Current Liabilities,1031000.0,13088000.0,100000.0
Current Debt And Capital Lease Obligation,2278000.0,22912000.0,938000.0
Current Capital Lease Obligation,2278000.0,1006000.0,938000.0
Current Debt,,21906000.0,
Other Current Borrowings,,21906000.0,
Pensionand Other Post Retirement Benefit Plans Current,5391000.0,2385000.0,294000.0
Payables And Accrued Expenses,12462000.0,5752000.0,1117000.0
Current Accrued Expenses,7449000.0,2269000.0,299000.0
Payables,5013000.0,3483000.0,818000.0
Accounts Payable,5013000.0,3483000.0,818000.0
Total Assets,453036000.0,10243000.0,4504000.0
Total Non Current Assets,43559000.0,6316000.0,4320000.0
Other Non Current Assets,4958000.0,783000.0,442000.0
Net PPE,38601000.0,5533000.0,3878000.0
Accumulated Depreciation,-1912000.0,-421000.0,-17000.0
Gross PPE,40513000.0,5954000.0,3895000.0
Leases,134000.0,105000.0,17000.0
Construction In Progress,1833000.0,891000.0,418000.0
Other Properties,9644000.0,2712000.0,3205000.0
Machinery Furniture Equipment,680000.0,81000.0,255000.0
Buildings And Improvements,28222000.0,2165000.0,3205000.0
Properties,0.0,0.0,0.0
Current Assets,409477000.0,3927000.0,184000.0
Prepaid Assets,2006000.0,1579000.0,143000.0
Receivables,1739000.0,476000.0,0.0
Other Receivables,1739000.0,476000.0,
Cash Cash Equivalents And Short Term Investments,405732000.0,1872000.0,41000.0
Cash And Cash Equivalents,405732000.0,1872000.0,41000.0
Cash Financial,405732000.0,1872000.0,41000.0
