,2024-04-30,2023-04-30,2022-04-30,2021-04-30,2020-04-30
Tax Effect Of Unusual Items,-160650.0,-192560.0,-5220.276415,0.0,
Tax Rate For Calcs,0.21,0.08,0.001666,0.27,
Normalized EBITDA,-21757000.0,-6907000.0,-10907000.0,-23016000.0,
Total Unusual Items,-765000.0,-2407000.0,-3134000.0,0.0,
Total Unusual Items Excluding Goodwill,-765000.0,-2407000.0,-3134000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,-28369000.0,-16547000.0,-22176000.0,-27511000.0,
Reconciled Depreciation,13771000.0,9514000.0,4793000.0,2218000.0,
Reconciled Cost Of Revenue,73539000.0,78000000.0,42462000.0,20419000.0,
EBITDA,-22522000.0,-9314000.0,-14041000.0,-23016000.0,
EBIT,-36293000.0,-18828000.0,-18834000.0,-25234000.0,
Normalized Income,-27764650.0,-14332560.0,-19047220.276415,-27511000.0,
Net Income From Continuing And Discontinued Operation,-28369000.0,-16547000.0,-22176000.0,-27511000.0,
Total Expenses,229263000.0,203022000.0,125311000.0,83931000.0,
Total Operating Income As Reported,-37058000.0,-21235000.0,-21968000.0,-25234000.0,
Diluted Average Shares,155091000.0,147145000.0,88398000.0,139947064.0,
Basic Average Shares,155091000.0,147145000.0,88398000.0,139947064.0,
Diluted EPS,-0.18,-0.11,-0.25,-0.196581,
Basic EPS,-0.18,-0.11,-0.25,-0.196581,
Diluted NI Availto Com Stockholders,-28369000.0,-16547000.0,-22176000.0,-27511000.0,
Net Income Common Stockholders,-28369000.0,-16547000.0,-22176000.0,-27511000.0,
Net Income,-28369000.0,-16547000.0,-22176000.0,-27511000.0,
Minority Interests,,,0.0,0.0,-1329000.0
Net Income Including Noncontrolling Interests,-28369000.0,-16547000.0,-22176000.0,-27511000.0,
Net Income Continuous Operations,-28369000.0,-16547000.0,-22176000.0,-27511000.0,
Tax Provision,5624000.0,-1367000.0,-37000.0,2215000.0,
Pretax Income,-22745000.0,-17914000.0,-22213000.0,-25296000.0,
Other Income Expense,13548000.0,914000.0,-3379000.0,-62000.0,
Other Non Operating Income Expenses,14313000.0,3321000.0,-245000.0,-62000.0,
Special Income Charges,-765000.0,-2407000.0,-3134000.0,0.0,
Impairment Of Capital Assets,765000.0,2407000.0,3134000.0,0.0,
Operating Income,-36293000.0,-18828000.0,-18834000.0,-25234000.0,
Operating Expense,155724000.0,125022000.0,82849000.0,63512000.0,
Research And Development,95531000.0,76774000.0,47949000.0,34845000.0,
Selling General And Administration,60193000.0,48248000.0,34900000.0,28667000.0,
Selling And Marketing Expense,,,,17520000.0,9630000.0
General And Administrative Expense,,,,11147000.0,6841000.0
Other Gand A,,,,11147000.0,6841000.0
Gross Profit,119431000.0,106194000.0,64015000.0,38278000.0,
Cost Of Revenue,73539000.0,78000000.0,42462000.0,20419000.0,
Total Revenue,192970000.0,184194000.0,106477000.0,58697000.0,
Operating Revenue,192970000.0,184194000.0,106477000.0,58697000.0,
