,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,18935000.0,-20239000.0,-26434000.0
Repurchase Of Capital Stock,-28000.0,-4000.0,0.0
Repayment Of Debt,-3750000.0,-1250000.0,0.0
Issuance Of Capital Stock,60138000.0,0.0,79726000.0
Capital Expenditure,-414000.0,-118000.0,-168000.0
Interest Paid Supplemental Data,150000.0,225000.0,222000.0
Income Tax Paid Supplemental Data,450000.0,0.0,
End Cash Position,15526000.0,5569000.0,4630000.0
Beginning Cash Position,5569000.0,4630000.0,16025000.0
Changes In Cash,9957000.0,939000.0,-11395000.0
Financing Cash Flow,56176000.0,-1239000.0,79839000.0
Cash Flow From Continuing Financing Activities,56176000.0,-1239000.0,79839000.0
Net Other Financing Charges,-343000.0,,
Proceeds From Stock Option Exercised,159000.0,15000.0,113000.0
Net Preferred Stock Issuance,60138000.0,0.0,79726000.0
Preferred Stock Issuance,60138000.0,0.0,79726000.0
Net Common Stock Issuance,-28000.0,-4000.0,0.0
Common Stock Payments,-28000.0,-4000.0,0.0
Net Issuance Payments Of Debt,-3750000.0,-1250000.0,0.0
Net Short Term Debt Issuance,-3750000.0,-1250000.0,
Short Term Debt Payments,-3750000.0,-1250000.0,
Net Long Term Debt Issuance,,-1250000.0,0.0
Long Term Debt Payments,,-1250000.0,0.0
Investing Cash Flow,-65568000.0,22299000.0,-64968000.0
Cash Flow From Continuing Investing Activities,-65568000.0,22299000.0,-64968000.0
Net Investment Purchase And Sale,-65154000.0,22417000.0,-64800000.0
Sale Of Investment,76712000.0,87116000.0,1976000.0
Purchase Of Investment,-141866000.0,-64699000.0,-66776000.0
Net PPE Purchase And Sale,-414000.0,-118000.0,-168000.0
Purchase Of PPE,-414000.0,-118000.0,-168000.0
Operating Cash Flow,19349000.0,-20121000.0,-26266000.0
Cash Flow From Continuing Operating Activities,19349000.0,-20121000.0,-26266000.0
Change In Working Capital,-1024000.0,-1267000.0,108000.0
Change In Other Current Liabilities,-1348000.0,-925000.0,112000.0
Change In Other Current Assets,7000.0,-32000.0,16000.0
Change In Payables And Accrued Expense,1594000.0,68000.0,356000.0
Change In Accrued Expense,1594000.0,298000.0,466000.0
Change In Payable,,-230000.0,-110000.0
Change In Account Payable,0.0,-230000.0,-110000.0
Change In Prepaid Assets,-1277000.0,-378000.0,-376000.0
Other Non Cash Items,-2100000.0,2898000.0,164000.0
Stock Based Compensation,2219000.0,1927000.0,1749000.0
Amortization Of Securities,-2675000.0,252000.0,391000.0
Depreciation Amortization Depletion,195000.0,329000.0,325000.0
Depreciation And Amortization,195000.0,329000.0,325000.0
Operating Gains Losses,14000.0,-7000.0,-2000.0
Gain Loss On Investment Securities,14000.0,-9000.0,-2000.0
Gain Loss On Sale Of PPE,0.0,2000.0,0.0
Net Income From Continuing Operations,22720000.0,-24253000.0,-29001000.0
