,2024-07-31,2023-07-31,2022-07-31,2021-07-31,2020-07-31
Tax Effect Of Unusual Items,-198597.0,-1163520.0,-2593873.0,-2005840.0,
Tax Rate For Calcs,0.003,0.128,0.109,0.02,
Normalized EBITDA,22063000.0,27748000.0,23463000.0,62532000.0,
Total Unusual Items,-66199000.0,-9090000.0,-23797000.0,-100292000.0,
Total Unusual Items Excluding Goodwill,-66199000.0,-9090000.0,-23797000.0,-100292000.0,
Net Income From Continuing Operation Net Minority Interest,-99985000.0,-26899000.0,-33052000.0,-73480000.0,
Reconciled Depreciation,33313000.0,33318000.0,31710000.0,30399000.0,
Reconciled Cost Of Revenue,371065000.0,353612000.0,296089000.0,358358000.0,
EBITDA,-44136000.0,18658000.0,-334000.0,-37760000.0,
EBIT,-77449000.0,-14660000.0,-32044000.0,-68159000.0,
Net Interest Income,-22831000.0,-16187000.0,-4328000.0,-6682000.0,
Interest Expense,22831000.0,16187000.0,5031000.0,6821000.0,
Interest Income,,,703000.0,139000.0,190000.0
Normalized Income,-33984597.0,-18972520.0,-11848873.0,24806160.0,
Net Income From Continuing And Discontinued Operation,-99985000.0,-26899000.0,-33052000.0,-73480000.0,
Total Expenses,551653000.0,555564000.0,495189000.0,549701000.0,
Total Operating Income As Reported,-79890000.0,-14660000.0,-33752000.0,-68298000.0,
Diluted Average Shares,28799000.0,28002000.0,26506000.0,25685000.0,
Basic Average Shares,28799000.0,28002000.0,26506000.0,25685000.0,
Diluted EPS,-4.7,-1.21,-1.63,-2.86,
Basic EPS,-4.7,-1.21,-1.63,-2.86,
Diluted NI Availto Com Stockholders,-135440000.0,-33906000.0,-43268000.0,-73480000.0,
Net Income Common Stockholders,-135440000.0,-33906000.0,-43268000.0,-73480000.0,
Otherunder Preferred Stock Dividend,23904000.0,0.0,5012000.0,0.0,
Preferred Stock Dividends,11551000.0,7007000.0,5204000.0,,
Net Income,-99985000.0,-26899000.0,-33052000.0,-73480000.0,
Net Income Including Noncontrolling Interests,-99985000.0,-26899000.0,-33052000.0,-73480000.0,
Net Income Continuous Operations,-99985000.0,-26899000.0,-33052000.0,-73480000.0,
Tax Provision,-295000.0,-3948000.0,-4023000.0,-1500000.0,
Pretax Income,-100280000.0,-30847000.0,-37075000.0,-74980000.0,
Other Income Expense,-66199000.0,-9090000.0,-23797000.0,-100292000.0,
Special Income Charges,-70472000.0,-9090000.0,-24802000.0,-100292000.0,
Gain On Sale Of Business,-1199000.0,0.0,0.0,,
Other Special Charges,,,11248000.0,,
Write Off,1832000.0,0.0,0.0,,0.0
Impairment Of Capital Assets,64525000.0,0.0,0.0,,
Restructuring And Mergern Acquisition,2916000.0,9090000.0,13554000.0,100292000.0,
Gain On Sale Of Security,4273000.0,,1005000.0,,
Net Non Operating Interest Income Expense,-22831000.0,-16187000.0,-4328000.0,-6682000.0,
Interest Expense Non Operating,22831000.0,16187000.0,5031000.0,6821000.0,
Interest Income Non Operating,,,703000.0,139000.0,190000.0
Operating Income,-11250000.0,-5570000.0,-8950000.0,31994000.0,
Operating Expense,168429000.0,190030000.0,188786000.0,181964000.0,
Depreciation Amortization Depletion Income Statement,21154000.0,21396000.0,21396000.0,21020000.0,
Depreciation And Amortization In Income Statement,21154000.0,21396000.0,21396000.0,21020000.0,
Amortization,21154000.0,21396000.0,21396000.0,21020000.0,
Amortization Of Intangibles Income Statement,21154000.0,21396000.0,21396000.0,21020000.0,
Research And Development,24077000.0,48631000.0,52532000.0,49148000.0,
Selling General And Administration,123198000.0,120003000.0,114858000.0,111796000.0,
Gross Profit,157179000.0,184460000.0,179836000.0,213958000.0,
Cost Of Revenue,383224000.0,365534000.0,306403000.0,367737000.0,
Total Revenue,540403000.0,549994000.0,486239000.0,581695000.0,
Operating Revenue,540403000.0,549994000.0,486239000.0,581695000.0,
