,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Tax Effect Of Unusual Items,-809205.0,-1877225.0,1870412.0,-1313133.0,
Tax Rate For Calcs,0.365,0.175,0.188,0.201,
Normalized EBITDA,74405000.0,161495000.0,123699000.0,87805000.0,
Total Unusual Items,-2217000.0,-10727000.0,9949000.0,-6533000.0,
Total Unusual Items Excluding Goodwill,-2217000.0,-10727000.0,9949000.0,-6533000.0,
Net Income From Continuing Operation Net Minority Interest,17122000.0,94163000.0,83093000.0,43450000.0,
Reconciled Depreciation,38941000.0,32927000.0,28969000.0,24447000.0,
Reconciled Cost Of Revenue,561048000.0,530656000.0,436826000.0,292119000.0,
EBITDA,72188000.0,150768000.0,133648000.0,81272000.0,
EBIT,33247000.0,117841000.0,104679000.0,56825000.0,
Net Interest Income,9057000.0,12045000.0,-2954000.0,-2655000.0,
Interest Expense,6267000.0,3678000.0,2300000.0,2457000.0,
Interest Income,6191000.0,3895000.0,188000.0,104000.0,
Normalized Income,18529795.0,103012775.0,75014412.0,48669867.0,
Net Income From Continuing And Discontinued Operation,17122000.0,94163000.0,83093000.0,43450000.0,
Total Expenses,720616000.0,681888000.0,559373000.0,382742000.0,
Total Operating Income As Reported,20140000.0,112845000.0,95384000.0,63552000.0,
Diluted Average Shares,58749497.0,58082388.0,58018200.0,57050613.0,
Basic Average Shares,58318968.0,57314839.0,56272036.0,55220298.0,
Diluted EPS,0.29,1.62,1.43,0.76,
Basic EPS,0.29,1.64,1.48,0.79,
Diluted NI Availto Com Stockholders,17122000.0,94163000.0,83093000.0,43450000.0,
Net Income Common Stockholders,17122000.0,94163000.0,83093000.0,43450000.0,
Net Income,17122000.0,94163000.0,83093000.0,43450000.0,
Net Income Including Noncontrolling Interests,17122000.0,94163000.0,83093000.0,43450000.0,
Net Income Continuous Operations,17122000.0,94163000.0,83093000.0,43450000.0,
Tax Provision,9858000.0,20000000.0,19286000.0,10918000.0,
Pretax Income,26980000.0,114163000.0,102379000.0,54368000.0,
Other Income Expense,-2217000.0,-10727000.0,9949000.0,-6533000.0,
Other Non Operating Income Expenses,,,,,-49000.0
Special Income Charges,,-932000.0,-739000.0,-4000.0,-482000.0
Gain On Sale Of Ppe,,,0.0,0.0,472000.0
Gain On Sale Of Business,,,0.0,0.0,2215000.0
Write Off,,932000.0,739000.0,4000.0,3169000.0
Gain On Sale Of Security,-2217000.0,-10727000.0,9949000.0,-6529000.0,
Net Non Operating Interest Income Expense,9057000.0,12045000.0,-2954000.0,-2655000.0,
Total Other Finance Cost,-9133000.0,-11828000.0,842000.0,302000.0,
Interest Expense Non Operating,6267000.0,3678000.0,2300000.0,2457000.0,
Interest Income Non Operating,6191000.0,3895000.0,188000.0,104000.0,
Operating Income,20140000.0,112845000.0,95384000.0,63556000.0,
Operating Expense,159568000.0,151232000.0,122547000.0,90623000.0,
Selling General And Administration,159568000.0,151232000.0,122547000.0,90623000.0,
General And Administrative Expense,,,,,78279000.0
Other Gand A,,,,,78279000.0
Gross Profit,179708000.0,264077000.0,217931000.0,154179000.0,
Cost Of Revenue,561048000.0,530656000.0,436826000.0,292119000.0,
Total Revenue,740756000.0,794733000.0,654757000.0,446298000.0,
Operating Revenue,740756000.0,794733000.0,654757000.0,446298000.0,
