,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.0,0.0,0.0,
Normalized EBITDA,-12406000.0,-10571000.0,-8359000.0,-7223000.0,
Total Unusual Items,,,0.0,29000.0,0.0
Total Unusual Items Excluding Goodwill,,,0.0,29000.0,0.0
Net Income From Continuing Operation Net Minority Interest,-11666000.0,-9642000.0,-8330000.0,-7603000.0,
Reconciled Depreciation,874000.0,489000.0,236000.0,203000.0,
Reconciled Cost Of Revenue,913000.0,444000.0,677000.0,298000.0,
EBITDA,-12406000.0,-10571000.0,-8359000.0,-7194000.0,
EBIT,-13280000.0,-11060000.0,-8595000.0,-7397000.0,
Net Interest Income,,,,-235000.0,-197000.0
Normalized Income,-11666000.0,-9642000.0,-8330000.0,-7632000.0,
Net Income From Continuing And Discontinued Operation,-11666000.0,-9642000.0,-8330000.0,-7603000.0,
Total Expenses,14944000.0,11810000.0,9464000.0,7731000.0,
Total Operating Income As Reported,-13280000.0,-11060000.0,-8595000.0,-7910000.0,
Diluted Average Shares,1638000.0,1620000.0,1590066.0,732799.0,
Basic Average Shares,1638000.0,1620000.0,1590066.0,732799.0,
Diluted EPS,-7.12,-5.95,-5.1,-10.5,
Basic EPS,-7.12,-5.95,-5.1,-10.5,
Diluted NI Availto Com Stockholders,-11666000.0,-9642000.0,-8330000.0,-7603000.0,
Net Income Common Stockholders,-11666000.0,-9642000.0,-8330000.0,-7603000.0,
Net Income,-11666000.0,-9642000.0,-8330000.0,-7603000.0,
Net Income Including Noncontrolling Interests,-11666000.0,-9642000.0,-8330000.0,-7603000.0,
Net Income Continuous Operations,-11666000.0,-9642000.0,-8330000.0,-7603000.0,
Tax Provision,2000.0,0.0,0.0,0.0,
Pretax Income,-11664000.0,-9642000.0,-8330000.0,-7603000.0,
Other Income Expense,1616000.0,1418000.0,265000.0,-206000.0,
Other Non Operating Income Expenses,1616000.0,1418000.0,265000.0,-235000.0,
Special Income Charges,,,0.0,29000.0,0.0
Gain On Sale Of Ppe,,,0.0,-513000.0,0.0
Other Special Charges,,,,-542000.0,
Net Non Operating Interest Income Expense,,,,-235000.0,-197000.0
Total Other Finance Cost,,,,235000.0,197000.0
Operating Income,-13280000.0,-11060000.0,-8595000.0,-7397000.0,
Operating Expense,14031000.0,11366000.0,8787000.0,7433000.0,
Research And Development,6790000.0,5591000.0,2781000.0,2692000.0,
Selling General And Administration,7241000.0,5775000.0,6006000.0,4741000.0,
Gross Profit,751000.0,306000.0,192000.0,36000.0,
Cost Of Revenue,913000.0,444000.0,677000.0,298000.0,
Total Revenue,1664000.0,750000.0,869000.0,334000.0,
Operating Revenue,1664000.0,750000.0,869000.0,334000.0,
