,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,17127390.0,3751934.0,3411466.0,8938602.0,
Tax Rate For Calcs,0.21,0.326,0.083,0.249,
Normalized EBITDA,-52059000.0,11348000.0,-9594000.0,29598000.0,
Total Unusual Items,81559000.0,11509000.0,41102000.0,35898000.0,
Total Unusual Items Excluding Goodwill,81559000.0,11509000.0,41102000.0,35898000.0,
Net Income From Continuing Operation Net Minority Interest,6973000.0,1835000.0,12459000.0,34859000.0,
Reconciled Depreciation,15010000.0,15487000.0,15229000.0,15122000.0,
Reconciled Cost Of Revenue,103026000.0,33400000.0,106712000.0,84671000.0,
EBITDA,29500000.0,22857000.0,31508000.0,65496000.0,
EBIT,14490000.0,7370000.0,16279000.0,50374000.0,
Net Interest Income,-3153000.0,-4853000.0,-3303000.0,-3964000.0,
Interest Expense,3538000.0,4911000.0,3324000.0,3987000.0,
Interest Income,385000.0,58000.0,21000.0,23000.0,
Normalized Income,-57458610.0,-5922066.0,-25231534.0,7899602.0,
Net Income From Continuing And Discontinued Operation,6973000.0,1835000.0,12459000.0,34859000.0,
Total Expenses,114097000.0,44043000.0,116791000.0,94124000.0,
Total Operating Income As Reported,-67454000.0,-4197000.0,-24844000.0,14440000.0,
Diluted Average Shares,7622000.0,7602000.0,7568000.0,7519000.0,
Basic Average Shares,7622000.0,7602000.0,7560000.0,7516000.0,
Diluted EPS,0.91,0.24,1.65,4.64,
Basic EPS,0.91,0.24,1.65,4.64,
Diluted NI Availto Com Stockholders,6973000.0,1835000.0,12459000.0,34859000.0,
Net Income Common Stockholders,6973000.0,1835000.0,12459000.0,34859000.0,
Net Income,6973000.0,1835000.0,12459000.0,34859000.0,
Minority Interests,618000.0,177000.0,573000.0,39000.0,
Net Income Including Noncontrolling Interests,6355000.0,1658000.0,11886000.0,34820000.0,
Net Income Continuous Operations,6355000.0,1658000.0,11886000.0,34820000.0,
Tax Provision,4597000.0,801000.0,1069000.0,11567000.0,
Pretax Income,10952000.0,2459000.0,12955000.0,46387000.0,
Other Income Expense,81559000.0,11509000.0,41102000.0,35911000.0,
Other Non Operating Income Expenses,,,,13000.0,-85000.0
Special Income Charges,81559000.0,11509000.0,41102000.0,35898000.0,
Gain On Sale Of Ppe,81559000.0,11509000.0,41102000.0,35898000.0,
Net Non Operating Interest Income Expense,-3153000.0,-4853000.0,-3303000.0,-3964000.0,
Interest Expense Non Operating,3538000.0,4911000.0,3324000.0,3987000.0,
Interest Income Non Operating,385000.0,58000.0,21000.0,23000.0,
Operating Income,-67454000.0,-4197000.0,-24844000.0,14440000.0,
Operating Expense,11071000.0,10643000.0,10079000.0,9453000.0,
Selling General And Administration,11071000.0,10643000.0,10079000.0,9453000.0,
General And Administrative Expense,11071000.0,10643000.0,10079000.0,9453000.0,
Other Gand A,11071000.0,10643000.0,10079000.0,9453000.0,
Gross Profit,-56383000.0,6446000.0,-14765000.0,23893000.0,
Cost Of Revenue,103026000.0,33400000.0,106712000.0,84671000.0,
Total Revenue,46643000.0,39846000.0,91947000.0,108564000.0,
Operating Revenue,46643000.0,39846000.0,91947000.0,108564000.0,
