,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,465522.167345
Tax Rate For Calcs,0.239,0.232,0.21602
Normalized EBITDA,359783000.0,330204000.0,387474000.0
Total Unusual Items,0.0,0.0,2155000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,2155000.0
Net Income From Continuing Operation Net Minority Interest,127634000.0,166727000.0,208875000.0
Reconciled Depreciation,73051000.0,73667000.0,82210000.0
Reconciled Cost Of Revenue,1325649000.0,1242499000.0,1221854000.0
EBITDA,359783000.0,330204000.0,389629000.0
EBIT,286732000.0,256537000.0,307419000.0
Net Interest Income,-114039000.0,-31641000.0,-31856000.0
Interest Expense,114039000.0,31641000.0,31856000.0
Normalized Income,127634000.0,166727000.0,207185522.167345
Net Income From Continuing And Discontinued Operation,127634000.0,166727000.0,208875000.0
Total Expenses,1550821000.0,1465830000.0,1426777000.0
Total Operating Income As Reported,287260000.0,258529000.0,305264000.0
Diluted Average Shares,126691216.0,126593503.0,126593503.0
Basic Average Shares,126691216.0,126593503.0,126593503.0
Diluted EPS,1.01,1.317027,1.649966
Basic EPS,1.01,1.317027,1.649966
Diluted NI Availto Com Stockholders,127634000.0,166727000.0,208875000.0
Net Income Common Stockholders,127634000.0,166727000.0,208875000.0
Net Income,127634000.0,166727000.0,208875000.0
Minority Interests,-4796000.0,-5516000.0,-7161000.0
Net Income Including Noncontrolling Interests,132430000.0,172243000.0,216036000.0
Net Income Continuous Operations,132430000.0,172243000.0,216036000.0
Tax Provision,40263000.0,52653000.0,59527000.0
Pretax Income,172693000.0,224896000.0,275563000.0
Other Income Expense,-528000.0,-1992000.0,2155000.0
Other Non Operating Income Expenses,-2000.0,-415000.0,
Special Income Charges,0.0,0.0,2155000.0
Gain On Sale Of Business,0.0,0.0,2155000.0
Earnings From Equity Interest,-526000.0,-1577000.0,0.0
Net Non Operating Interest Income Expense,-114039000.0,-31641000.0,-31856000.0
Interest Expense Non Operating,114039000.0,31641000.0,31856000.0
Operating Income,287260000.0,258529000.0,305264000.0
Operating Expense,225172000.0,223331000.0,204923000.0
Other Operating Expenses,-250000.0,-312000.0,-34999000.0
Depreciation Amortization Depletion Income Statement,73051000.0,73667000.0,82210000.0
Depreciation And Amortization In Income Statement,73051000.0,73667000.0,82210000.0
Selling General And Administration,152371000.0,149976000.0,157712000.0
General And Administrative Expense,152371000.0,149976000.0,157712000.0
Other Gand A,152371000.0,149976000.0,157712000.0
Gross Profit,512432000.0,481860000.0,510187000.0
Cost Of Revenue,1325649000.0,1242499000.0,1221854000.0
Total Revenue,1838081000.0,1724359000.0,1732041000.0
Operating Revenue,1796195000.0,1685949000.0,1694421000.0
