,2024-04-30,2023-04-30,2022-04-30,2021-04-30,2020-04-30
Ordinary Shares Number,59092336.0,59664357.0,60246124.0,60586214.0,
Share Issued,59092336.0,59664357.0,60246124.0,60586214.0,
Net Debt,188994721.0,188998312.0,194000000.0,192257994.0,
Total Debt,189000000.0,189000000.0,194000000.0,194000000.0,
Tangible Book Value,425311174.0,425866901.0,479456952.0,554907965.0,
Invested Capital,614311174.0,614866901.0,673456952.0,748907965.0,
Net Tangible Assets,425311174.0,425866901.0,479456952.0,554907965.0,
Common Stock Equity,425311174.0,425866901.0,479456952.0,554907965.0,
Total Capitalization,614311174.0,614866901.0,673456952.0,748907965.0,
Total Equity Gross Minority Interest,425311174.0,425866901.0,479456952.0,554907965.0,
Stockholders Equity,425311174.0,425866901.0,479456952.0,554907965.0,
Retained Earnings,-125849233.0,-132130171.0,-90805964.0,-24864375.0,
Capital Stock,551160407.0,557997072.0,570262916.0,579772340.0,
Common Stock,551160407.0,557997072.0,570262916.0,579772340.0,
Total Liabilities Net Minority Interest,200884467.0,195708074.0,207598068.0,222160246.0,
Long Term Debt And Capital Lease Obligation,189000000.0,189000000.0,194000000.0,194000000.0,
Payables,10928139.0,6586613.0,13509443.0,27869351.0,
Other Payable,327907.0,328107.0,353010.0,392744.0,
Accounts Payable,10600232.0,6258506.0,13156433.0,27476607.0,
Total Assets,626195641.0,621574975.0,687055020.0,777068211.0,
Investments And Advances,614715412.0,604660015.0,672306709.0,764096876.0,
Investmentin Financial Assets,614715412.0,604660015.0,672306709.0,764096876.0,
Available For Sale Securities,28320595.0,11927014.0,,,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,586394817.0,592733001.0,672306709.0,764096876.0,
Prepaid Assets,,,30957.0,112575.0,27729.0
Receivables,11366068.0,16882087.0,14717354.0,11116754.0,
Cash And Cash Equivalents,5279.0,1688.0,,1742006.0,
Cash Financial,5279.0,1688.0,,1742006.0,
Cash Cash Equivalents And Federal Funds Sold,5279.0,1688.0,,1742006.0,
