,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,27055790.0,27055790.0,27055790.0
Share Issued,27055790.0,27055790.0,27055790.0
Net Debt,,,279000.0
Total Debt,572000.0,5849000.0,4909000.0
Tangible Book Value,-67936000.0,-93212000.0,-70894000.0
Invested Capital,-67936000.0,-89264000.0,-65985000.0
Working Capital,122222000.0,40842000.0,66105000.0
Net Tangible Assets,-67936000.0,-93212000.0,-70894000.0
Capital Lease Obligations,572000.0,1901000.0,0.0
Common Stock Equity,-67936000.0,-93212000.0,-70894000.0
Total Capitalization,-67936000.0,-93212000.0,-67235000.0
Total Equity Gross Minority Interest,-67936000.0,-93212000.0,-70894000.0
Stockholders Equity,-67936000.0,-93212000.0,-70894000.0
Gains Losses Not Affecting Retained Earnings,108000.0,-76000.0,-35000.0
Other Equity Adjustments,108000.0,-76000.0,-35000.0
Retained Earnings,-75144000.0,-97864000.0,-73611000.0
Additional Paid In Capital,7098000.0,4726000.0,2740000.0
Capital Stock,2000.0,2000.0,12000.0
Common Stock,2000.0,2000.0,12000.0
Total Liabilities Net Minority Interest,198322000.0,143848000.0,141412000.0
Total Non Current Liabilities Net Minority Interest,192838000.0,136298000.0,137738000.0
Other Non Current Liabilities,110000.0,3025000.0,1597000.0
Preferred Securities Outside Stock Equity,192620000.0,132482000.0,132482000.0
Long Term Debt And Capital Lease Obligation,108000.0,791000.0,3659000.0
Long Term Capital Lease Obligation,108000.0,791000.0,0.0
Long Term Debt,,,3659000.0
Current Liabilities,5484000.0,7550000.0,3674000.0
Current Deferred Liabilities,,0.0,79000.0
Current Debt And Capital Lease Obligation,464000.0,5058000.0,1250000.0
Current Capital Lease Obligation,464000.0,1110000.0,0.0
Current Debt,,3948000.0,1250000.0
Other Current Borrowings,,3948000.0,1250000.0
Pensionand Other Post Retirement Benefit Plans Current,1904000.0,1310000.0,929000.0
Payables And Accrued Expenses,3116000.0,1182000.0,1416000.0
Current Accrued Expenses,2481000.0,752000.0,756000.0
Payables,635000.0,430000.0,660000.0
Accounts Payable,635000.0,430000.0,660000.0
Total Assets,130386000.0,50636000.0,70518000.0
Total Non Current Assets,2680000.0,2244000.0,739000.0
Other Non Current Assets,1283000.0,129000.0,97000.0
Net PPE,1397000.0,2115000.0,642000.0
Accumulated Depreciation,-1477000.0,-1280000.0,-960000.0
Gross PPE,2874000.0,3395000.0,1602000.0
Leases,48000.0,18000.0,18000.0
Other Properties,2771000.0,3349000.0,1556000.0
Machinery Furniture Equipment,55000.0,28000.0,28000.0
Properties,0.0,0.0,0.0
Current Assets,127706000.0,48392000.0,69779000.0
Other Current Assets,2516000.0,1153000.0,775000.0
Cash Cash Equivalents And Short Term Investments,125190000.0,47239000.0,69004000.0
Other Short Term Investments,109664000.0,41670000.0,64374000.0
Cash And Cash Equivalents,15526000.0,5569000.0,4630000.0
