,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,135748000.0,-61339000.0,58165000.0
Repayment Of Debt,-72000000.0,0.0,-7000.0
Issuance Of Debt,0.0,27000000.0,0.0
Capital Expenditure,-35590000.0,-35844000.0,-27284000.0
End Cash Position,1567000.0,2112000.0,668000.0
Beginning Cash Position,2112000.0,668000.0,2054000.0
Changes In Cash,-545000.0,1444000.0,-1386000.0
Financing Cash Flow,-151911000.0,51504000.0,-87759000.0
Cash Flow From Continuing Financing Activities,-151911000.0,51504000.0,-87759000.0
Net Other Financing Charges,-79911000.0,24504000.0,-87752000.0
Net Issuance Payments Of Debt,-72000000.0,27000000.0,-7000.0
Net Short Term Debt Issuance,-27000000.0,0.0,0.0
Short Term Debt Payments,-27000000.0,0.0,0.0
Net Long Term Debt Issuance,-45000000.0,27000000.0,-7000.0
Long Term Debt Payments,-45000000.0,0.0,-7000.0
Long Term Debt Issuance,0.0,27000000.0,0.0
Investing Cash Flow,-19972000.0,-24565000.0,924000.0
Cash Flow From Continuing Investing Activities,-19972000.0,-24565000.0,924000.0
Net Other Investing Changes,,,16300000.0
Net Investment Purchase And Sale,-596000.0,-58000.0,-82000.0
Purchase Of Investment,-596000.0,-58000.0,-82000.0
Net Business Purchase And Sale,0.0,0.0,-2500000.0
Purchase Of Business,0.0,0.0,-2500000.0
Net PPE Purchase And Sale,16214000.0,11337000.0,14490000.0
Sale Of PPE,16214000.0,11337000.0,14490000.0
Capital Expenditure Reported,-35590000.0,-35844000.0,-27284000.0
Operating Cash Flow,171338000.0,-25495000.0,85449000.0
Cash Flow From Continuing Operating Activities,171338000.0,-25495000.0,85449000.0
Change In Working Capital,21103000.0,-160248000.0,-21201000.0
Change In Other Working Capital,32042000.0,21627000.0,22887000.0
Change In Other Current Liabilities,-6933000.0,15992000.0,-7770000.0
Change In Other Current Assets,-4390000.0,-5486000.0,-60000.0
Change In Payables And Accrued Expense,-24585000.0,63329000.0,-21262000.0
Change In Payable,-24585000.0,63329000.0,-21262000.0
Change In Account Payable,-21782000.0,66469000.0,-20531000.0
Change In Inventory,-5865000.0,-15798000.0,-2147000.0
Change In Receivables,30834000.0,-239912000.0,-12849000.0
Changes In Account Receivables,35945000.0,-189162000.0,6824000.0
Other Non Cash Items,-924000.0,-6763000.0,-20492000.0
Stock Based Compensation,804000.0,1068000.0,1711000.0
Provisionand Write Offof Assets,6202000.0,186000.0,-2250000.0
Deferred Tax,-3105000.0,1060000.0,4986000.0
Deferred Income Tax,-3105000.0,1060000.0,4986000.0
Depreciation Amortization Depletion,23148000.0,21469000.0,20270000.0
Depreciation And Amortization,23148000.0,21469000.0,20270000.0
Operating Gains Losses,-13120000.0,-7048000.0,-6977000.0
Earnings Losses From Equity Investments,-4946000.0,-402000.0,-876000.0
Net Income From Continuing Operations,137230000.0,124781000.0,109402000.0
