,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,0.0,62184.730125,0.0,0.0,
Tax Rate For Calcs,0.0,0.003196,0.0,0.0,
Normalized EBITDA,-30588000.0,-60650000.0,-48938000.0,-13835000.0,
Total Unusual Items,10397000.0,19455000.0,103859000.0,-256763000.0,
Total Unusual Items Excluding Goodwill,10397000.0,19455000.0,103859000.0,-256763000.0,
Net Income From Continuing Operation Net Minority Interest,-23977000.0,-43972000.0,53408000.0,-271729000.0,
Reconciled Depreciation,3532000.0,2634000.0,1292000.0,53000.0,
EBITDA,-20191000.0,-41195000.0,54921000.0,-270598000.0,
EBIT,-23754000.0,-43829000.0,53629000.0,-270651000.0,
Net Interest Income,707000.0,-243000.0,-221000.0,-1078000.0,
Interest Expense,223000.0,284000.0,221000.0,1078000.0,
Interest Income,930000.0,41000.0,0.0,0.0,
Normalized Income,-34374000.0,-63364815.269875,-50451000.0,-14966000.0,
Net Income From Continuing And Discontinued Operation,-54581000.0,-70393000.0,65075000.0,-271729000.0,
Total Expenses,35425000.0,63965000.0,57442000.0,13936000.0,
Rent Expense Supplemental,,,754000.0,187739.0,159000.0
Total Operating Income As Reported,-24690000.0,-54508000.0,-63765000.0,-172561000.0,
Diluted NI Availto Com Stockholders,-54581000.0,-70393000.0,65075000.0,-271729000.0,
Net Income Common Stockholders,-54581000.0,-70393000.0,65075000.0,-271729000.0,
Net Income,-54581000.0,-70393000.0,65075000.0,-271729000.0,
Net Income Including Noncontrolling Interests,-54581000.0,-70393000.0,65075000.0,-271729000.0,
Net Income Discontinuous Operations,-30604000.0,-26421000.0,11667000.0,0.0,
Net Income Continuous Operations,-23977000.0,-43972000.0,53408000.0,-271729000.0,
Tax Provision,0.0,-141000.0,0.0,0.0,
Pretax Income,-23977000.0,-44113000.0,53408000.0,-271729000.0,
Other Income Expense,10448000.0,19455000.0,103859000.0,-256763000.0,
Other Non Operating Income Expenses,51000.0,,,,
Special Income Charges,-1857000.0,53000.0,0.0,-158050000.0,
Gain On Sale Of Ppe,55000.0,53000.0,0.0,0.0,
Other Special Charges,-286000.0,,,2590000.0,
Write Off,166000.0,0.0,0.0,0.0,
Impairment Of Capital Assets,2032000.0,0.0,0.0,0.0,
Restructuring And Mergern Acquisition,,0.0,0.0,155460000.0,0.0
Gain On Sale Of Security,12254000.0,19402000.0,103859000.0,-98713000.0,
Net Non Operating Interest Income Expense,707000.0,-243000.0,-221000.0,-1078000.0,
Interest Expense Non Operating,223000.0,284000.0,221000.0,1078000.0,
Interest Income Non Operating,930000.0,41000.0,0.0,0.0,
Operating Income,-35132000.0,-63325000.0,-50230000.0,-13888000.0,
Operating Expense,35425000.0,63965000.0,57442000.0,13936000.0,
Other Operating Expenses,,,-12843000.0,2590000.0,-1964000.0
Depreciation Amortization Depletion Income Statement,3563000.0,2634000.0,1292000.0,53000.0,
Depreciation And Amortization In Income Statement,3563000.0,2634000.0,1292000.0,53000.0,
Amortization,375000.0,91000.0,0.0,0.0,
Amortization Of Intangibles Income Statement,375000.0,91000.0,0.0,0.0,
Depreciation Income Statement,3188000.0,2543000.0,1292000.0,53000.0,
Selling General And Administration,31862000.0,61331000.0,56150000.0,13883000.0,
General And Administrative Expense,31862000.0,61331000.0,56150000.0,13883000.0,
Other Gand A,13723000.0,23026000.0,13260000.0,2782000.0,
Rent And Landing Fees,,,754000.0,187739.0,159000.0
Salaries And Wages,18139000.0,38305000.0,42890000.0,11101000.0,
Total Revenue,293000.0,640000.0,7212000.0,48000.0,
Operating Revenue,293000.0,640000.0,7212000.0,48000.0,
