,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Treasury Shares Number,1257674.0,1411774.0,1051046.0,883242.0,
Ordinary Shares Number,5070273143.0,5064408782.0,5064769510.0,5057039948.0,
Share Issued,5071530817.0,5065820556.0,5065820556.0,5057909009.0,
Net Debt,4673000000.0,1588000000.0,,1404000000.0,9442000000.0
Total Debt,20718000000.0,22345000000.0,16428000000.0,20983000000.0,
Tangible Book Value,41656000000.0,41445000000.0,42147000000.0,48544000000.0,
Invested Capital,60436000000.0,57071000000.0,56971000000.0,66631000000.0,
Working Capital,10042000000.0,4308000000.0,11745000000.0,10290000000.0,
Net Tangible Assets,41656000000.0,41445000000.0,42147000000.0,48544000000.0,
Capital Lease Obligations,3116000000.0,3019000000.0,2576000000.0,3896000000.0,
Common Stock Equity,43374000000.0,43055000000.0,43516000000.0,49981000000.0,
Total Capitalization,59578000000.0,55729000000.0,55265000000.0,65329000000.0,
Total Equity Gross Minority Interest,49120000000.0,48530000000.0,48766000000.0,55605000000.0,
Minority Interest,5746000000.0,5475000000.0,5250000000.0,5624000000.0,
Stockholders Equity,43374000000.0,43055000000.0,43516000000.0,49981000000.0,
Other Equity Interest,166000000.0,171000000.0,174000000.0,268000000.0,
Gains Losses Not Affecting Retained Earnings,-1618000000.0,-1599000000.0,-1603000000.0,104000000.0,
Other Equity Adjustments,-1583000000.0,-1594000000.0,-1581000000.0,46000000.0,
Foreign Currency Translation Adjustments,-14000000.0,-14000000.0,-14000000.0,43000000.0,
Unrealized Gain Loss,-21000000.0,9000000.0,-8000000.0,15000000.0,
Treasury Stock,36000000.0,41000000.0,31000000.0,33000000.0,
Retained Earnings,39963000000.0,39787000000.0,40338000000.0,46779000000.0,
Additional Paid In Capital,,0.0,0.0,695000000.0,695000000.0
Capital Stock,4899000000.0,4737000000.0,4638000000.0,2168000000.0,
Common Stock,4899000000.0,4737000000.0,4638000000.0,2168000000.0,
Total Liabilities Net Minority Interest,53242000000.0,52766000000.0,46400000000.0,53322000000.0,
Total Non Current Liabilities Net Minority Interest,38946000000.0,33723000000.0,29481000000.0,36919000000.0,
Other Non Current Liabilities,368000000.0,467000000.0,500000000.0,560000000.0,
Derivative Product Liabilities,1391000000.0,1690000000.0,1497000000.0,586000000.0,
Tradeand Other Payables Non Current,85000000.0,72000000.0,87000000.0,120000000.0,
Non Current Deferred Liabilities,3380000000.0,4349000000.0,3113000000.0,3499000000.0,
Non Current Deferred Revenue,48000000.0,50000000.0,50000000.0,185000000.0,
Non Current Deferred Taxes Liabilities,3332000000.0,4299000000.0,3063000000.0,3314000000.0,
Long Term Debt And Capital Lease Obligation,18634000000.0,15172000000.0,13806000000.0,18355000000.0,
Long Term Capital Lease Obligation,2430000000.0,2498000000.0,2057000000.0,3007000000.0,
Long Term Debt,16204000000.0,12674000000.0,11749000000.0,15348000000.0,
Long Term Provisions,15088000000.0,11973000000.0,10478000000.0,13799000000.0,
Current Liabilities,14296000000.0,19043000000.0,16919000000.0,16403000000.0,
Other Current Liabilities,512000000.0,402000000.0,579000000.0,147000000.0,
Current Deferred Liabilities,90000000.0,47000000.0,34000000.0,105000000.0,
Current Deferred Revenue,90000000.0,47000000.0,34000000.0,105000000.0,
Current Debt And Capital Lease Obligation,2084000000.0,7173000000.0,2622000000.0,2628000000.0,
Current Capital Lease Obligation,686000000.0,521000000.0,519000000.0,889000000.0,
Current Debt,858000000.0,1342000000.0,1706000000.0,1302000000.0,
Other Current Borrowings,855000000.0,1337000000.0,1706000000.0,1302000000.0,
Line Of Credit,3000000.0,5000000.0,0.0,0.0,
Current Provisions,4007000000.0,4514000000.0,3965000000.0,3696000000.0,
Payables And Accrued Expenses,7603000000.0,6907000000.0,9719000000.0,9827000000.0,
Payables,7603000000.0,6907000000.0,9719000000.0,9827000000.0,
Other Payable,,,1327000000.0,1948000000.0,1372000000.0
Total Tax Payable,884000000.0,611000000.0,3032000000.0,2800000000.0,
Accounts Payable,6719000000.0,6296000000.0,5360000000.0,5079000000.0,
Total Assets,102362000000.0,101296000000.0,95166000000.0,108927000000.0,
Total Non Current Assets,78024000000.0,77945000000.0,66502000000.0,82234000000.0,
Other Non Current Assets,1549000000.0,1578000000.0,1407000000.0,1383000000.0,
Non Current Deferred Assets,67000000.0,56000000.0,56000000.0,1912000000.0,
Non Current Deferred Taxes Assets,67000000.0,56000000.0,56000000.0,1912000000.0,
Non Current Accounts Receivable,170000000.0,148000000.0,153000000.0,337000000.0,
Financial Assets,216000000.0,377000000.0,152000000.0,1275000000.0,
Investments And Advances,2675000000.0,2358000000.0,2070000000.0,2077000000.0,
Investmentin Financial Assets,1013000000.0,738000000.0,650000000.0,335000000.0,
Available For Sale Securities,599000000.0,224000000.0,138000000.0,31000000.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,414000000.0,514000000.0,512000000.0,304000000.0,
Long Term Equity Investment,1662000000.0,1620000000.0,1420000000.0,1742000000.0,
Investmentsin Joint Venturesat Cost,,0.0,0.0,0.0,0.0
Investmentsin Associatesat Cost,,1620000000.0,1420000000.0,1742000000.0,2585000000.0
Goodwill And Other Intangible Assets,1718000000.0,1610000000.0,1369000000.0,1437000000.0,
Other Intangible Assets,377000000.0,221000000.0,172000000.0,240000000.0,
Goodwill,1341000000.0,1389000000.0,1197000000.0,1197000000.0,
Net PPE,71629000000.0,71818000000.0,61295000000.0,73813000000.0,
Accumulated Depreciation,-70581000000.0,-63528000000.0,-59835000000.0,-77548000000.0,
Gross PPE,142210000000.0,135346000000.0,121130000000.0,151361000000.0,
Construction In Progress,19106000000.0,14245000000.0,9755000000.0,11177000000.0,
Other Properties,15180000000.0,15258000000.0,14823000000.0,14545000000.0,
Machinery Furniture Equipment,86989000000.0,85394000000.0,81218000000.0,108049000000.0,
Current Assets,24338000000.0,23351000000.0,28664000000.0,26693000000.0,
Other Current Assets,145000000.0,131000000.0,175000000.0,129000000.0,
Hedging Assets Current,123000000.0,441000000.0,326000000.0,227000000.0,
Assets Held For Sale Current,,,0.0,324000000.0,0.0
Current Deferred Assets,,,,,366000000.0
Current Deferred Taxes Assets,,,,,366000000.0
Restricted Cash,112000000.0,,,,
Inventory,5828000000.0,5220000000.0,4935000000.0,4426000000.0,
Receivables,5483000000.0,5102000000.0,5689000000.0,6338000000.0,
Taxes Receivable,314000000.0,508000000.0,263000000.0,279000000.0,
Accounts Receivable,5169000000.0,4594000000.0,5426000000.0,6059000000.0,
Cash Cash Equivalents And Short Term Investments,12647000000.0,12457000000.0,17539000000.0,15249000000.0,
Other Short Term Investments,258000000.0,29000000.0,303000000.0,3000000.0,
Cash And Cash Equivalents,12389000000.0,12428000000.0,17236000000.0,15246000000.0,
Cash Equivalents,,5222000000.0,11508000000.0,10838000000.0,9933000000.0
Cash Financial,,7206000000.0,5728000000.0,4408000000.0,3493000000.0
