,2024-05-31,2023-05-31,2022-05-31,2021-05-31,2020-05-31
Free Cash Flow,1007000.0,8649000.0,1092000.0,-2928000.0,
Repurchase Of Capital Stock,-72000.0,-2060000.0,-429000.0,-20000.0,
Repayment Of Debt,0.0,0.0,-1400000.0,,0.0
Issuance Of Debt,,,0.0,0.0,1679000.0
Issuance Of Capital Stock,,6820000.0,24030000.0,0.0,0.0
Capital Expenditure,-749000.0,-1362000.0,-416000.0,-227000.0,
Interest Paid Supplemental Data,0.0,15000.0,12000.0,6000.0,
Income Tax Paid Supplemental Data,90000.0,21000.0,4000.0,15000.0,
End Cash Position,49309000.0,30204000.0,31564000.0,4662000.0,
Beginning Cash Position,30204000.0,31564000.0,4662000.0,5513000.0,
Effect Of Exchange Rate Changes,-41000.0,-37000.0,49000.0,117000.0,
Changes In Cash,19146000.0,-1323000.0,26853000.0,-968000.0,
Financing Cash Flow,139000.0,7322000.0,25761000.0,1960000.0,
Cash Flow From Continuing Financing Activities,139000.0,7322000.0,25761000.0,1960000.0,
Net Other Financing Charges,-1596000.0,-2060000.0,-429000.0,,
Proceeds From Stock Option Exercised,1807000.0,2562000.0,3560000.0,580000.0,
Net Common Stock Issuance,-72000.0,6820000.0,24030000.0,-20000.0,
Common Stock Payments,-72000.0,-2060000.0,-429000.0,-20000.0,
Common Stock Issuance,,6820000.0,24030000.0,0.0,0.0
Net Issuance Payments Of Debt,0.0,0.0,-1400000.0,1400000.0,
Net Short Term Debt Issuance,,0.0,-1400000.0,1400000.0,0.0
Net Long Term Debt Issuance,0.0,0.0,-1400000.0,0.0,
Long Term Debt Payments,0.0,0.0,-1400000.0,,0.0
Long Term Debt Issuance,,,0.0,0.0,1679000.0
Investing Cash Flow,17251000.0,-18656000.0,-416000.0,-227000.0,
Cash Flow From Continuing Investing Activities,17251000.0,-18656000.0,-416000.0,-227000.0,
Net Investment Purchase And Sale,18000000.0,-17294000.0,0.0,0.0,
Sale Of Investment,18000000.0,16000000.0,0.0,0.0,
Purchase Of Investment,0.0,-33294000.0,0.0,0.0,
Net PPE Purchase And Sale,-749000.0,-1362000.0,-416000.0,-227000.0,
Purchase Of PPE,-749000.0,-1362000.0,-416000.0,-227000.0,
Operating Cash Flow,1756000.0,10011000.0,1508000.0,-2701000.0,
Cash Flow From Continuing Operating Activities,1756000.0,10011000.0,1508000.0,-2701000.0,
Change In Working Capital,-14378000.0,-7841000.0,-10295000.0,316000.0,
Change In Other Working Capital,-1469000.0,369000.0,2196000.0,96000.0,
Change In Other Current Liabilities,-423000.0,-561000.0,-738000.0,47000.0,
Change In Payables And Accrued Expense,-4669000.0,5580000.0,2826000.0,2599000.0,
Change In Accrued Expense,-792000.0,528000.0,1464000.0,732000.0,
Change In Payable,-3877000.0,5052000.0,1362000.0,1867000.0,
Change In Account Payable,-3891000.0,5044000.0,1356000.0,1877000.0,
Change In Tax Payable,14000.0,8000.0,6000.0,-10000.0,
Change In Income Tax Payable,14000.0,8000.0,6000.0,-10000.0,
Change In Prepaid Assets,-875000.0,28000.0,-71000.0,-81000.0,
Change In Inventory,-13732000.0,-9469000.0,-6674000.0,-972000.0,
Change In Receivables,6790000.0,-3788000.0,-7834000.0,-1373000.0,
Changes In Account Receivables,6790000.0,-3788000.0,-7834000.0,-1373000.0,
Other Non Cash Items,,88000.0,-49000.0,-18000.0,
Stock Based Compensation,2518000.0,2748000.0,3006000.0,1101000.0,
Provisionand Write Offof Assets,0.0,24000.0,0.0,0.0,
Amortization Of Securities,-130000.0,-576000.0,0.0,0.0,
Deferred Tax,-20773000.0,0.0,0.0,-215000.0,
Deferred Income Tax,-20773000.0,0.0,0.0,-215000.0,
Depreciation Amortization Depletion,1363000.0,1099000.0,1045000.0,328000.0,
Depreciation And Amortization,1363000.0,1099000.0,1045000.0,328000.0,
Depreciation,1363000.0,1099000.0,1045000.0,310000.0,
Operating Gains Losses,,,-1698000.0,-2186000.0,45000.0
Gain Loss On Sale Of PPE,,,0.0,0.0,45000.0
Gain Loss On Sale Of Business,,0.0,0.0,-2186000.0,0.0
Net Income From Continuing Operations,33156000.0,14557000.0,9450000.0,-2027000.0,
