,2023-12-31,2022-12-31
Ordinary Shares Number,34018654.0,34018654.0
Share Issued,34018654.0,34018654.0
Total Debt,14204000.0,18220000.0
Tangible Book Value,-112252000.0,-86398000.0
Invested Capital,-100419000.0,-71178000.0
Working Capital,30363000.0,69935000.0
Net Tangible Assets,-112252000.0,-86398000.0
Capital Lease Obligations,2371000.0,3000000.0
Common Stock Equity,-112252000.0,-86398000.0
Total Capitalization,-112252000.0,-73678000.0
Total Equity Gross Minority Interest,-112252000.0,-86398000.0
Stockholders Equity,-112252000.0,-86398000.0
Retained Earnings,-126489000.0,-97025000.0
Additional Paid In Capital,14232000.0,10622000.0
Capital Stock,5000.0,5000.0
Common Stock,5000.0,5000.0
Total Liabilities Net Minority Interest,171174000.0,172856000.0
Total Non Current Liabilities Net Minority Interest,149574000.0,162992000.0
Other Non Current Liabilities,441000.0,489000.0
Preferred Securities Outside Stock Equity,147412000.0,147412000.0
Non Current Deferred Liabilities,44000.0,0.0
Non Current Deferred Revenue,44000.0,0.0
Long Term Debt And Capital Lease Obligation,1677000.0,15091000.0
Long Term Capital Lease Obligation,1677000.0,2371000.0
Long Term Debt,,12720000.0
Current Liabilities,21600000.0,9864000.0
Other Current Liabilities,595000.0,146000.0
Current Deferred Liabilities,206000.0,343000.0
Current Deferred Revenue,206000.0,343000.0
Current Debt And Capital Lease Obligation,12527000.0,3129000.0
Current Capital Lease Obligation,694000.0,629000.0
Current Debt,11833000.0,2500000.0
Other Current Borrowings,11833000.0,2500000.0
Pensionand Other Post Retirement Benefit Plans Current,3132000.0,2360000.0
Payables And Accrued Expenses,5140000.0,3886000.0
Current Accrued Expenses,4408000.0,3463000.0
Payables,732000.0,423000.0
Accounts Payable,732000.0,423000.0
Total Assets,58922000.0,86458000.0
Total Non Current Assets,6959000.0,6659000.0
Other Non Current Assets,1984000.0,1834000.0
Non Current Deferred Assets,1238000.0,952000.0
Net PPE,3737000.0,3873000.0
Accumulated Depreciation,-1368000.0,-860000.0
Gross PPE,5105000.0,4733000.0
Leases,348000.0,342000.0
Construction In Progress,387000.0,100000.0
Other Properties,3266000.0,3448000.0
Machinery Furniture Equipment,1104000.0,843000.0
Properties,0.0,0.0
Current Assets,51963000.0,79799000.0
Other Current Assets,2130000.0,1165000.0
Current Deferred Assets,1515000.0,1029000.0
Inventory,5868000.0,4075000.0
Finished Goods,2463000.0,2039000.0
Raw Materials,3405000.0,2036000.0
Receivables,7955000.0,5295000.0
Accounts Receivable,7955000.0,5295000.0
Cash Cash Equivalents And Short Term Investments,34495000.0,68235000.0
Cash And Cash Equivalents,34495000.0,68235000.0
