,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Ordinary Shares Number,104103072.0,103567884.0,147957787.0,112074095.0,
Share Issued,104103072.0,103567884.0,147957787.0,112074095.0,
Net Debt,46000000.0,,,594600000.0,536800000.0
Total Debt,146100000.0,122700000.0,96200000.0,629400000.0,
Tangible Book Value,1501700000.0,1461300000.0,1581500000.0,172300000.0,
Invested Capital,1646300000.0,1584500000.0,1677900000.0,789600000.0,
Working Capital,834000000.0,1022900000.0,1379000000.0,494200000.0,
Net Tangible Assets,1501700000.0,1461300000.0,1581500000.0,172300000.0,
Capital Lease Obligations,2200000.0,400000.0,900000.0,0.0,
Common Stock Equity,1502400000.0,1462200000.0,1582600000.0,173800000.0,
Total Capitalization,1629800000.0,1572600000.0,1667800000.0,699500000.0,
Total Equity Gross Minority Interest,1502400000.0,1462200000.0,1582600000.0,173800000.0,
Stockholders Equity,1502400000.0,1462200000.0,1582600000.0,173800000.0,
Gains Losses Not Affecting Retained Earnings,267100000.0,313600000.0,152000000.0,9500000.0,
Other Equity Adjustments,267100000.0,313600000.0,152000000.0,9500000.0,
Retained Earnings,288400000.0,211600000.0,77800000.0,-249300000.0,
Additional Paid In Capital,-17000000.0,-21400000.0,-25200000.0,4100000.0,
Capital Stock,963900000.0,958400000.0,1378000000.0,409500000.0,
Common Stock,963900000.0,958400000.0,1378000000.0,409500000.0,
Total Liabilities Net Minority Interest,1173600000.0,993400000.0,1111000000.0,1380100000.0,
Total Non Current Liabilities Net Minority Interest,745100000.0,650000000.0,573500000.0,1031500000.0,
Other Non Current Liabilities,10400000.0,700000.0,800000.0,1100000.0,
Employee Benefits,468400000.0,407600000.0,358700000.0,469000000.0,
Non Current Pension And Other Postretirement Benefit Plans,467500000.0,406900000.0,357900000.0,467900000.0,
Tradeand Other Payables Non Current,3500000.0,2600000.0,2300000.0,1400000.0,
Non Current Deferred Liabilities,98000000.0,96700000.0,92900000.0,0.0,
Non Current Deferred Taxes Liabilities,98000000.0,96700000.0,92900000.0,0.0,
Long Term Debt And Capital Lease Obligation,129600000.0,110800000.0,86100000.0,525700000.0,
Long Term Capital Lease Obligation,2200000.0,400000.0,900000.0,0.0,
Long Term Debt,127400000.0,110400000.0,85200000.0,525700000.0,
Long Term Provisions,35200000.0,32300000.0,33500000.0,35400000.0,
Current Liabilities,428500000.0,343400000.0,537500000.0,348600000.0,
Other Current Liabilities,60100000.0,74500000.0,151300000.0,49400000.0,
Current Debt And Capital Lease Obligation,16500000.0,11900000.0,10100000.0,103700000.0,
Current Debt,16500000.0,11900000.0,10100000.0,90100000.0,
Other Current Borrowings,16200000.0,10000000.0,10000000.0,,
Line Of Credit,300000.0,1900000.0,100000.0,90100000.0,
Pensionand Other Post Retirement Benefit Plans Current,31900000.0,33500000.0,45400000.0,10000000.0,
Current Provisions,3100000.0,4500000.0,4500000.0,4500000.0,
Payables And Accrued Expenses,316900000.0,219000000.0,326200000.0,181000000.0,
Current Accrued Expenses,80500000.0,74900000.0,54300000.0,58300000.0,
Payables,236400000.0,144100000.0,271900000.0,122700000.0,
Other Payable,64300000.0,69900000.0,153000000.0,52200000.0,
Total Tax Payable,30100000.0,14400000.0,64300000.0,27200000.0,
Income Tax Payable,2100000.0,1700000.0,53300000.0,0.0,
Accounts Payable,142000000.0,59800000.0,54600000.0,43300000.0,
Total Assets,2676000000.0,2455600000.0,2693600000.0,1553900000.0,
Total Non Current Assets,1413500000.0,1089300000.0,777100000.0,711100000.0,
Other Non Current Assets,7600000.0,7100000.0,2300000.0,7500000.0,
Duefrom Related Parties Non Current,,,0.0,2200000.0,
Non Current Note Receivables,,,,2200000.0,1300000.0
Non Current Accounts Receivable,,,,2200000.0,
Goodwill And Other Intangible Assets,700000.0,900000.0,1100000.0,1500000.0,
Other Intangible Assets,,900000.0,1100000.0,1500000.0,2800000.0
Net PPE,1405200000.0,1081300000.0,773700000.0,699900000.0,
Accumulated Depreciation,-525100000.0,-447000000.0,-322800000.0,-236400000.0,
Gross PPE,1930300000.0,1528300000.0,1096500000.0,936300000.0,
Construction In Progress,638300000.0,338500000.0,118800000.0,32600000.0,
Other Properties,7700000.0,4300000.0,4000000.0,1900000.0,
Machinery Furniture Equipment,1186600000.0,1105800000.0,901700000.0,829300000.0,
Buildings And Improvements,91000000.0,73100000.0,65900000.0,66500000.0,
Land And Improvements,6700000.0,6600000.0,6100000.0,6100000.0,
Current Assets,1262500000.0,1366300000.0,1916500000.0,842800000.0,
Other Current Assets,5700000.0,6700000.0,5600000.0,3800000.0,
Restricted Cash,3900000.0,3900000.0,33400000.0,53300000.0,
