,2024-04-30,2023-04-30,2022-04-30,2021-04-30,2020-04-30
Free Cash Flow,370949000.0,405383000.0,462266000.0,362836000.0,
Repurchase Of Capital Stock,-104898000.0,0.0,0.0,0.0,
Repayment Of Debt,-53656000.0,-40970000.0,-188537000.0,-691661000.0,
Issuance Of Debt,0.0,0.0,450000000.0,650000000.0,
Capital Expenditure,-522004000.0,-476568000.0,-326475000.0,-441252000.0,
Interest Paid Supplemental Data,63449000.0,56799000.0,54499000.0,48508000.0,
Income Tax Paid Supplemental Data,105000000.0,90398000.0,49565000.0,80916000.0,
End Cash Position,206482000.0,378869000.0,158878000.0,336545000.0,
Beginning Cash Position,378869000.0,158878000.0,336545000.0,78275000.0,
Changes In Cash,-172387000.0,219991000.0,-177667000.0,258270000.0,
Financing Cash Flow,-239984000.0,-116926000.0,191587000.0,-101478000.0,
Cash Flow From Continuing Financing Activities,-239984000.0,-116926000.0,191587000.0,-101478000.0,
Net Other Financing Charges,-18512000.0,-20339000.0,-18797000.0,-13630000.0,
Proceeds From Stock Option Exercised,0.0,0.0,133000.0,1784000.0,
Cash Dividends Paid,-62918000.0,-55617000.0,-51212000.0,-47971000.0,
Common Stock Dividend Paid,-62918000.0,-55617000.0,-51212000.0,-47971000.0,
Net Common Stock Issuance,-104898000.0,0.0,0.0,0.0,
Common Stock Payments,-104898000.0,0.0,0.0,0.0,
Net Issuance Payments Of Debt,-53656000.0,-40970000.0,261463000.0,-41661000.0,
Net Short Term Debt Issuance,,0.0,0.0,-120000000.0,45000000.0
Short Term Debt Payments,,0.0,0.0,-120000000.0,
Short Term Debt Issuance,,,,,45000000.0
Net Long Term Debt Issuance,-53656000.0,-40970000.0,261463000.0,78339000.0,
Long Term Debt Payments,-53656000.0,-40970000.0,-188537000.0,-571661000.0,
Long Term Debt Issuance,0.0,0.0,450000000.0,650000000.0,
Investing Cash Flow,-825356000.0,-545034000.0,-1157995000.0,-444340000.0,
Cash Flow From Continuing Investing Activities,-825356000.0,-545034000.0,-1157995000.0,-444340000.0,
Net Business Purchase And Sale,-330032000.0,-85569000.0,-901638000.0,-9356000.0,
Purchase Of Business,-330032000.0,-85569000.0,-901638000.0,-9356000.0,
Net PPE Purchase And Sale,-495324000.0,-459465000.0,-256357000.0,-434984000.0,
Sale Of PPE,26680000.0,17103000.0,70118000.0,6268000.0,
Purchase Of PPE,-522004000.0,-476568000.0,-326475000.0,-441252000.0,
Operating Cash Flow,892953000.0,881951000.0,788741000.0,804088000.0,
Cash Flow From Continuing Operating Activities,892953000.0,881951000.0,788741000.0,804088000.0,
Change In Working Capital,-73471000.0,19088000.0,1814000.0,178601000.0,
Change In Other Working Capital,7588000.0,25187000.0,-49949000.0,24591000.0,
Change In Payables And Accrued Expense,5656000.0,10809000.0,189467000.0,232043000.0,
Change In Accrued Expense,14387000.0,20292000.0,23574000.0,65497000.0,
Change In Payable,-8731000.0,-9483000.0,165893000.0,166546000.0,
Change In Account Payable,-8731000.0,-9483000.0,165893000.0,166546000.0,
Change In Prepaid Assets,-3684000.0,-4248000.0,-6376000.0,-1413000.0,
Change In Inventory,-51785000.0,-141000.0,-98303000.0,-50342000.0,
Change In Receivables,-31246000.0,-12519000.0,-33025000.0,-26278000.0,
Other Non Cash Items,13610000.0,26020000.0,24100000.0,1603000.0,
Stock Based Compensation,41379000.0,47024000.0,37976000.0,31986000.0,
Deferred Tax,53252000.0,23126000.0,82721000.0,4123000.0,
Deferred Income Tax,53252000.0,23126000.0,82721000.0,4123000.0,
Depreciation Amortization Depletion,349797000.0,313131000.0,303541000.0,265195000.0,
Depreciation And Amortization,349797000.0,313131000.0,303541000.0,265195000.0,
Depreciation,,,,,251174000.0
Operating Gains Losses,6414000.0,6871000.0,-1201000.0,9680000.0,
Net Income From Continuing Operations,501972000.0,446691000.0,339790000.0,312900000.0,
