,2024-10-31,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Free Cash Flow,56246270.0,54517111.0,64124779.0,-7698321.0,
Repayment Of Debt,-21000000.0,-20000000.0,-40000000.0,0.0,
Issuance Of Debt,21250000.0,,,65400000.0,24000000.0
Issuance Of Capital Stock,,4371538.0,26683627.0,38148061.0,
End Cash Position,18674843.0,20401286.0,36104778.0,41285619.0,
Beginning Cash Position,20401286.0,36104778.0,41285619.0,21990.0,
Changes In Cash,-1726443.0,-15703492.0,-5180841.0,41263629.0,
Financing Cash Flow,-57972713.0,-70220603.0,-69305620.0,48961950.0,
Net Other Financing Charges,-221565.0,0.0,-6439.0,0.0,
Cash Dividends Paid,-57746308.0,-54547772.0,-55713046.0,-54306184.0,
Preferred Stock Dividend Paid,,-102.0,,,0.0
Common Stock Dividend Paid,-57746308.0,-54547670.0,-55713046.0,-54306184.0,
Net Preferred Stock Issuance,,,,28057268.0,
Preferred Stock Issuance,,,,28057268.0,
Net Common Stock Issuance,,4371538.0,26683627.0,10090793.0,
Common Stock Issuance,,4371538.0,26683627.0,10090793.0,
Net Issuance Payments Of Debt,250000.0,-20000000.0,-40000000.0,65400000.0,
Net Long Term Debt Issuance,250000.0,-20000000.0,-40000000.0,65400000.0,
Long Term Debt Payments,-21000000.0,-20000000.0,-40000000.0,0.0,
Long Term Debt Issuance,21250000.0,,,65400000.0,24000000.0
Operating Cash Flow,56246270.0,54517111.0,64124779.0,-7698321.0,
Change In Working Capital,-255033.0,-124242.0,301290.0,1068309.0,
Change In Other Current Liabilities,0.0,0.0,0.0,0.0,
Change In Other Current Assets,,,,0.0,6711.0
Change In Payable,-18909.0,563014.0,62341.0,252850.0,
Change In Prepaid Assets,-43510.0,956.0,17308.0,-68348.0,
Change In Receivables,-192614.0,-688212.0,221641.0,883807.0,
Other Non Cash Items,16921256.0,10597459.0,9798836.0,31324909.0,
Gain Loss On Investment Securities,-75798718.0,61115498.0,286807145.0,-260707979.0,
Net Income From Continuing Operations,115378765.0,-17071604.0,-232782492.0,220616440.0,
