,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,165606150.0,185867591.0,-2099917838.0
Repurchase Of Capital Stock,-8967481.0,-45559328.0,0.0
Repayment Of Debt,0.0,-5975.0,
Issuance Of Debt,,,5975.0
Issuance Of Capital Stock,,,2114057040.0
End Cash Position,24234166.0,19407879.0,4900290.0
Beginning Cash Position,19407879.0,4900290.0,100000.0
Effect Of Exchange Rate Changes,-257.0,3076.0,0.0
Changes In Cash,4826544.0,14504513.0,4800290.0
Financing Cash Flow,-160779606.0,-171363078.0,2104718128.0
Net Other Financing Charges,0.0,0.0,0.0
Cash Dividends Paid,-151812125.0,-125797775.0,-9344887.0
Common Stock Dividend Paid,-151812125.0,-125797775.0,-9344887.0
Net Common Stock Issuance,-8967481.0,-45559328.0,2114057040.0
Common Stock Payments,-8967481.0,-45559328.0,0.0
Common Stock Issuance,,,2114057040.0
Net Issuance Payments Of Debt,0.0,-5975.0,5975.0
Net Long Term Debt Issuance,0.0,-5975.0,5975.0
Long Term Debt Payments,0.0,-5975.0,
Long Term Debt Issuance,,,5975.0
Operating Cash Flow,165606150.0,185867591.0,-2099917838.0
Change In Working Capital,6144520.0,-6669334.0,1165930.0
Change In Other Current Liabilities,7536271.0,0.0,0.0
Change In Other Current Assets,371.0,-371.0,
Change In Accrued Expense,22975.0,20187.0,
Change In Payable,209981.0,-147443.0,2925699.0
Change In Prepaid Assets,-375256.0,2113.0,-16439.0
Change In Receivables,-1249822.0,-6543820.0,-1743330.0
Other Non Cash Items,-3287727.0,-903967.0,35337.0
Gain Loss On Investment Securities,-132171586.0,506337444.0,-2185114215.0
Net Income From Continuing Operations,294920943.0,-312896552.0,83995110.0
