,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,55779.024601,0.0,0.0
Tax Rate For Calcs,0.019422,0.0,0.0
Normalized EBITDA,20701000.0,-21722000.0,-28336000.0
Total Unusual Items,2872000.0,-1814000.0,-8000.0
Total Unusual Items Excluding Goodwill,2872000.0,-1814000.0,-8000.0
Net Income From Continuing Operation Net Minority Interest,22720000.0,-24253000.0,-29001000.0
Reconciled Depreciation,195000.0,329000.0,325000.0
EBITDA,23573000.0,-23536000.0,-28344000.0
EBIT,23378000.0,-23865000.0,-28669000.0
Net Interest Income,4398000.0,373000.0,-255000.0
Interest Expense,208000.0,388000.0,332000.0
Interest Income,4606000.0,761000.0,77000.0
Normalized Income,19903779.024601,-22439000.0,-28993000.0
Net Income From Continuing And Discontinued Operation,22720000.0,-24253000.0,-29001000.0
Total Expenses,33923000.0,22720000.0,28647000.0
Total Operating Income As Reported,16077000.0,-22720000.0,-28647000.0
Diluted Average Shares,17760690.0,17760690.0,17760690.0
Basic Average Shares,16674148.0,16674148.0,16674148.0
Diluted EPS,1.12,-1.454527,-1.739279
Basic EPS,1.36,-1.454527,-1.739279
Diluted NI Availto Com Stockholders,22720000.0,-24253000.0,-29001000.0
Net Income Common Stockholders,22720000.0,-24253000.0,-29001000.0
Net Income,22720000.0,-24253000.0,-29001000.0
Net Income Including Noncontrolling Interests,22720000.0,-24253000.0,-29001000.0
Net Income Continuous Operations,22720000.0,-24253000.0,-29001000.0
Tax Provision,450000.0,0.0,
Pretax Income,23170000.0,-24253000.0,-29001000.0
Other Income Expense,2695000.0,-1906000.0,-99000.0
Other Non Operating Income Expenses,-177000.0,-92000.0,-91000.0
Special Income Charges,2867000.0,-1817000.0,-10000.0
Other Special Charges,-2867000.0,1817000.0,10000.0
Gain On Sale Of Security,5000.0,3000.0,2000.0
Net Non Operating Interest Income Expense,4398000.0,373000.0,-255000.0
Interest Expense Non Operating,208000.0,388000.0,332000.0
Interest Income Non Operating,4606000.0,761000.0,77000.0
Operating Income,16077000.0,-22720000.0,-28647000.0
Operating Expense,33923000.0,22720000.0,28647000.0
Research And Development,27603000.0,16894000.0,22360000.0
Selling General And Administration,6320000.0,5826000.0,6287000.0
General And Administrative Expense,6320000.0,5826000.0,6287000.0
Other Gand A,6320000.0,5826000.0,6287000.0
Total Revenue,50000000.0,0.0,0.0
Operating Revenue,50000000.0,0.0,0.0
