,2024-05-31,2023-05-31,2022-05-31,2021-05-31,2020-05-31
Free Cash Flow,-157848.0,2852486.0,-126055.0,32999.0,
Repurchase Of Capital Stock,-1246490.0,0.0,,,
Repayment Of Debt,-28194.0,-40419.0,-3300.0,-3300.0,
Issuance Of Debt,,0.0,35000.0,6300.0,162900.0
Issuance Of Capital Stock,0.0,447850.0,0.0,,0.0
Capital Expenditure,-160525.0,-65650.0,,-15408.0,-9230.0
Interest Paid Supplemental Data,6907.0,2521.0,500.0,500.0,
Income Tax Paid Supplemental Data,0.0,0.0,0.0,0.0,
End Cash Position,3253876.0,4832682.0,373731.0,496937.0,
Beginning Cash Position,4832682.0,373731.0,496937.0,409031.0,
Changes In Cash,-1578806.0,4458951.0,-123206.0,87906.0,
Financing Cash Flow,-1420958.0,540051.0,2849.0,54907.0,
Cash Flow From Continuing Financing Activities,-1420958.0,540051.0,2849.0,54907.0,
Net Other Financing Charges,-146274.0,132620.0,-28851.0,51907.0,
Net Preferred Stock Issuance,-1246490.0,0.0,,,
Preferred Stock Payments,-1246490.0,0.0,,,
Net Common Stock Issuance,0.0,447850.0,0.0,,0.0
Common Stock Issuance,0.0,447850.0,0.0,,0.0
Net Issuance Payments Of Debt,-28194.0,-40419.0,31700.0,3000.0,
Net Short Term Debt Issuance,-25994.0,-37119.0,0.0,,
Short Term Debt Payments,-25994.0,-37119.0,0.0,,
Net Long Term Debt Issuance,-2200.0,-3300.0,31700.0,3000.0,
Long Term Debt Payments,-2200.0,-3300.0,-3300.0,-3300.0,
Long Term Debt Issuance,,0.0,35000.0,6300.0,162900.0
Investing Cash Flow,-160525.0,1000764.0,0.0,-15408.0,
Cash Flow From Continuing Investing Activities,-160525.0,1000764.0,0.0,-15408.0,
Net Business Purchase And Sale,0.0,1066414.0,0.0,,
Sale Of Business,0.0,1066414.0,0.0,,
Net Intangibles Purchase And Sale,-22080.0,0.0,,,0.0
Purchase Of Intangibles,-22080.0,0.0,,,0.0
Net PPE Purchase And Sale,-138445.0,-65650.0,0.0,-15408.0,
Purchase Of PPE,-138445.0,-65650.0,0.0,-15408.0,
Operating Cash Flow,2677.0,2918136.0,-126055.0,48407.0,
Cash Flow From Continuing Operating Activities,2677.0,2918136.0,-126055.0,48407.0,
Change In Working Capital,-2159847.0,764571.0,-14699.0,200238.0,
Change In Other Working Capital,-47207.0,389716.0,-90426.0,-21406.0,
Change In Other Current Liabilities,4298.0,630897.0,0.0,,
Change In Payables And Accrued Expense,138172.0,215175.0,-701.0,346545.0,
Change In Prepaid Assets,-7766.0,-664925.0,2430.0,11278.0,
Change In Inventory,-2129054.0,353985.0,95983.0,-226442.0,
Change In Receivables,-118290.0,-160277.0,-21985.0,90263.0,
Changes In Account Receivables,-118290.0,-160277.0,-21985.0,90263.0,
Other Non Cash Items,,,-1713.0,1713.0,1713.0
Stock Based Compensation,267183.0,207342.0,21967.0,138800.0,
Provisionand Write Offof Assets,46895.0,0.0,71481.0,23714.0,
Asset Impairment Charge,25471.0,76969.0,6941.0,1061.0,
Deferred Tax,-231587.0,0.0,,,
Deferred Income Tax,-231587.0,0.0,,,
Depreciation Amortization Depletion,130610.0,95179.0,7871.0,9969.0,
Depreciation And Amortization,130610.0,95179.0,7871.0,9969.0,
Amortization Cash Flow,95649.0,74271.0,,,
Amortization Of Intangibles,95649.0,74271.0,,,
Depreciation,34961.0,20908.0,7871.0,9969.0,
Operating Gains Losses,-79182.0,-50500.0,-35000.0,-29333.0,
Net Income From Continuing Operations,2003134.0,1824575.0,-182903.0,-297755.0,
