,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Ordinary Shares Number,41924000.0,40423000.0,39430000.0,38025000.0,
Share Issued,41924000.0,40423000.0,39430000.0,38025000.0,
Net Debt,160421000.0,174797000.0,175527000.0,142915000.0,
Total Debt,295237000.0,289332000.0,286820000.0,288121000.0,
Tangible Book Value,-157467000.0,-209342000.0,-187552000.0,-121914000.0,
Invested Capital,423003000.0,970826000.0,983324000.0,1303288000.0,
Working Capital,48701000.0,77634000.0,80486000.0,121739000.0,
Net Tangible Assets,-157467000.0,-209342000.0,-187552000.0,-121914000.0,
Capital Lease Obligations,13331000.0,13381000.0,16446000.0,16778000.0,
Common Stock Equity,141097000.0,694875000.0,712950000.0,1031945000.0,
Total Capitalization,335909000.0,970826000.0,972386000.0,1297038000.0,
Total Equity Gross Minority Interest,141097000.0,694875000.0,712950000.0,1031945000.0,
Stockholders Equity,141097000.0,694875000.0,712950000.0,1031945000.0,
Gains Losses Not Affecting Retained Earnings,-25912000.0,-27966000.0,-33737000.0,1634000.0,
Other Equity Adjustments,-25912000.0,-27966000.0,-33737000.0,1634000.0,
Retained Earnings,-921740000.0,-333662000.0,-283249000.0,27577000.0,
Additional Paid In Capital,1088330000.0,1056099000.0,1029542000.0,1002353000.0,
Capital Stock,419000.0,404000.0,394000.0,381000.0,
Common Stock,419000.0,404000.0,394000.0,381000.0,
Total Liabilities Net Minority Interest,561261000.0,602715000.0,605543000.0,673783000.0,
Total Non Current Liabilities Net Minority Interest,344453000.0,454622000.0,458510000.0,508474000.0,
Other Non Current Liabilities,26484000.0,25193000.0,21727000.0,32822000.0,
Non Current Deferred Liabilities,114354000.0,145531000.0,165972000.0,198343000.0,
Non Current Deferred Revenue,114354000.0,145531000.0,165972000.0,198343000.0,
Long Term Debt And Capital Lease Obligation,203615000.0,283898000.0,270811000.0,277309000.0,
Long Term Capital Lease Obligation,8803000.0,7947000.0,11375000.0,12216000.0,
Long Term Debt,194812000.0,275951000.0,259436000.0,265093000.0,
Current Liabilities,216808000.0,148093000.0,147033000.0,165309000.0,
Other Current Liabilities,10232000.0,11170000.0,17988000.0,10834000.0,
Current Deferred Liabilities,52822000.0,77068000.0,72662000.0,78394000.0,
Current Deferred Revenue,52822000.0,77068000.0,72662000.0,78394000.0,
Current Debt And Capital Lease Obligation,91622000.0,5434000.0,16009000.0,10812000.0,
Current Capital Lease Obligation,4528000.0,5434000.0,5071000.0,4562000.0,
Current Debt,87094000.0,,10938000.0,6250000.0,6250000.0
Other Current Borrowings,87094000.0,,10938000.0,6250000.0,6250000.0
Pensionand Other Post Retirement Benefit Plans Current,18755000.0,24997000.0,19710000.0,39536000.0,
Payables And Accrued Expenses,43377000.0,29424000.0,20664000.0,25733000.0,
Current Accrued Expenses,35750000.0,5167000.0,5694000.0,5523000.0,
Interest Payable,1735000.0,1781000.0,1828000.0,1919000.0,
Payables,7627000.0,24257000.0,14970000.0,20210000.0,
Total Tax Payable,3668000.0,7384000.0,4598000.0,8574000.0,
Accounts Payable,3959000.0,16873000.0,10372000.0,11636000.0,
Total Assets,702358000.0,1297590000.0,1318493000.0,1705728000.0,
Total Non Current Assets,436849000.0,1071863000.0,1090974000.0,1418680000.0,
Other Non Current Assets,22365000.0,44165000.0,52039000.0,20081000.0,
Non Current Deferred Assets,69449000.0,66900000.0,74440000.0,190995000.0,
Non Current Deferred Taxes Assets,51398000.0,46601000.0,51989000.0,159293000.0,
Investments And Advances,3453000.0,10607000.0,11584000.0,7339000.0,
Investmentin Financial Assets,3453000.0,10607000.0,11584000.0,7339000.0,
Available For Sale Securities,3453000.0,10607000.0,11584000.0,7339000.0,
Goodwill And Other Intangible Assets,298564000.0,904217000.0,900502000.0,1153859000.0,
Other Intangible Assets,1706000.0,3875000.0,9700000.0,25348000.0,
Goodwill,296858000.0,900342000.0,890802000.0,1128511000.0,
Net PPE,43018000.0,45974000.0,52409000.0,46406000.0,
Accumulated Depreciation,-67527000.0,-60366000.0,-51748000.0,-46911000.0,
Gross PPE,110545000.0,106340000.0,104157000.0,93317000.0,
Leases,9457000.0,10378000.0,10110000.0,8493000.0,
Construction In Progress,1090000.0,2296000.0,0.0,12379000.0,
Other Properties,16307000.0,15388000.0,18127000.0,18338000.0,
Machinery Furniture Equipment,83691000.0,78278000.0,75920000.0,54107000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,265509000.0,225727000.0,227519000.0,287048000.0,
Other Current Assets,70481000.0,47157000.0,60184000.0,,
Current Deferred Assets,5286000.0,6935000.0,7098000.0,6095000.0,
Prepaid Assets,,,60184000.0,76530000.0,44220000.0
Receivables,62755000.0,61270000.0,45073000.0,45560000.0,
Receivables Adjustments Allowances,,,,-395000.0,-1394000.0
Accounts Receivable,62755000.0,61270000.0,45073000.0,45560000.0,
Allowance For Doubtful Accounts Receivable,-1613000.0,-4044000.0,-157000.0,-395000.0,
Gross Accounts Receivable,64368000.0,65314000.0,45230000.0,45955000.0,
Cash Cash Equivalents And Short Term Investments,126987000.0,110365000.0,115164000.0,158863000.0,
Other Short Term Investments,5502000.0,9211000.0,20317000.0,30435000.0,
Cash And Cash Equivalents,121485000.0,101154000.0,94847000.0,128428000.0,
