,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,1086000.0,,
Ordinary Shares Number,113708000.0,111385928.0,111385928.0
Share Issued,114794000.0,111385928.0,111385928.0
Total Debt,336198000.0,314733000.0,15344000.0
Tangible Book Value,567503000.0,-451829000.0,-402269000.0
Invested Capital,570802000.0,-448503000.0,-393021000.0
Working Capital,245876000.0,-26168000.0,102669000.0
Net Tangible Assets,567503000.0,-451829000.0,-402269000.0
Capital Lease Obligations,336198000.0,314733000.0,15344000.0
Common Stock Equity,570802000.0,-448503000.0,-393021000.0
Total Capitalization,570802000.0,-448503000.0,-393021000.0
Total Equity Gross Minority Interest,570802000.0,-448503000.0,-393021000.0
Stockholders Equity,570802000.0,-448503000.0,-393021000.0
Treasury Stock,9727000.0,6619000.0,5708000.0
Retained Earnings,-447663000.0,-460943000.0,-402532000.0
Additional Paid In Capital,1028181000.0,19059000.0,15219000.0
Capital Stock,11000.0,0.0,0.0
Common Stock,11000.0,0.0,0.0
Total Liabilities Net Minority Interest,412955000.0,1032386000.0,755216000.0
Total Non Current Liabilities Net Minority Interest,303919000.0,948068000.0,703491000.0
Other Non Current Liabilities,225000.0,538000.0,868000.0
Preferred Securities Outside Stock Equity,0.0,662308000.0,662308000.0
Non Current Deferred Liabilities,79000.0,28000.0,24971000.0
Non Current Deferred Taxes Liabilities,79000.0,28000.0,23000.0
Long Term Debt And Capital Lease Obligation,303615000.0,285194000.0,15344000.0
Long Term Capital Lease Obligation,303615000.0,285194000.0,15344000.0
Current Liabilities,109036000.0,84318000.0,51725000.0
Current Debt And Capital Lease Obligation,32583000.0,29539000.0,
Current Capital Lease Obligation,32583000.0,29539000.0,0.0
Payables And Accrued Expenses,76453000.0,54779000.0,51725000.0
Current Accrued Expenses,55412000.0,38129000.0,34900000.0
Payables,21041000.0,16650000.0,16825000.0
Total Tax Payable,3807000.0,2339000.0,2850000.0
Accounts Payable,17234000.0,14311000.0,13975000.0
Total Assets,983757000.0,583883000.0,362195000.0
Total Non Current Assets,628845000.0,525733000.0,207801000.0
Other Non Current Assets,5365000.0,5548000.0,3612000.0
Goodwill And Other Intangible Assets,3299000.0,3326000.0,9248000.0
Other Intangible Assets,1355000.0,1382000.0,7304000.0
Goodwill,1944000.0,1944000.0,1944000.0
Net PPE,620181000.0,516859000.0,194941000.0
Accumulated Depreciation,-142015000.0,-113392000.0,-108032000.0
Gross PPE,762196000.0,630251000.0,302973000.0
Leases,268245000.0,206849000.0,183735000.0
Construction In Progress,58501000.0,36269000.0,16571000.0
Other Properties,368211000.0,332306000.0,46594000.0
Machinery Furniture Equipment,66639000.0,54227000.0,43372000.0
Buildings And Improvements,,0.0,12701000.0
Land And Improvements,600000.0,600000.0,0.0
Properties,0.0,0.0,0.0
Current Assets,354912000.0,58150000.0,154394000.0
Other Current Assets,4962000.0,6151000.0,4359000.0
Prepaid Assets,,6151000.0,4359000.0
Inventory,5637000.0,5139000.0,3643000.0
Receivables,11885000.0,7735000.0,6060000.0
Other Receivables,8223000.0,4908000.0,3282000.0
Accounts Receivable,3662000.0,2827000.0,2778000.0
Cash Cash Equivalents And Short Term Investments,332428000.0,39125000.0,140332000.0
Cash And Cash Equivalents,332428000.0,39125000.0,140332000.0
