,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,45121956.0,45121956.0,45121956.0
Share Issued,45121956.0,45121956.0,45121956.0
Net Debt,,,28317000.0
Total Debt,4953000.0,2984000.0,39227000.0
Tangible Book Value,24392000.0,67539000.0,-41145000.0
Invested Capital,29355000.0,70992000.0,-799000.0
Working Capital,25572000.0,73061000.0,-19728000.0
Net Tangible Assets,24392000.0,67539000.0,-41145000.0
Capital Lease Obligations,,0.0,9000.0
Common Stock Equity,24402000.0,68008000.0,-40017000.0
Total Capitalization,25112000.0,68008000.0,-18576000.0
Total Equity Gross Minority Interest,24547000.0,68154000.0,-39925000.0
Minority Interest,145000.0,146000.0,92000.0
Stockholders Equity,24402000.0,68008000.0,-40017000.0
Other Equity Interest,,,-7056000.0
Gains Losses Not Affecting Retained Earnings,20779000.0,18003000.0,949000.0
Other Equity Adjustments,20779000.0,18003000.0,949000.0
Retained Earnings,-148419000.0,-102037000.0,-33970000.0
Additional Paid In Capital,106920000.0,106920000.0,0.0
Capital Stock,45122000.0,45122000.0,60000.0
Common Stock,45122000.0,45122000.0,60000.0
Total Liabilities Net Minority Interest,44761000.0,37121000.0,58473000.0
Total Non Current Liabilities Net Minority Interest,2008000.0,5513000.0,21441000.0
Derivative Product Liabilities,1298000.0,5513000.0,0.0
Long Term Debt And Capital Lease Obligation,710000.0,,21441000.0
Long Term Debt,710000.0,,21441000.0
Current Liabilities,42753000.0,31608000.0,37032000.0
Other Current Liabilities,7089000.0,4970000.0,4375000.0
Current Debt And Capital Lease Obligation,4243000.0,2984000.0,17786000.0
Current Capital Lease Obligation,,0.0,9000.0
Current Debt,4243000.0,2984000.0,17777000.0
Other Current Borrowings,4243000.0,2984000.0,17777000.0
Current Provisions,,,15000.0
Payables And Accrued Expenses,31421000.0,23654000.0,14856000.0
Current Accrued Expenses,1874000.0,1466000.0,329000.0
Payables,29547000.0,22188000.0,14527000.0
Total Tax Payable,5756000.0,2501000.0,1510000.0
Accounts Payable,23791000.0,19687000.0,13017000.0
Total Assets,69308000.0,105275000.0,18548000.0
Total Non Current Assets,983000.0,606000.0,1244000.0
Investments And Advances,2000.0,4000.0,0.0
Investmentin Financial Assets,2000.0,4000.0,0.0
Goodwill And Other Intangible Assets,10000.0,469000.0,1128000.0
Other Intangible Assets,10000.0,469000.0,1128000.0
Net PPE,971000.0,133000.0,116000.0
Accumulated Depreciation,-204000.0,-124000.0,-70000.0
Gross PPE,1175000.0,257000.0,186000.0
Other Properties,771000.0,,9000.0
Machinery Furniture Equipment,404000.0,257000.0,177000.0
Current Assets,68325000.0,104669000.0,17304000.0
Prepaid Assets,677000.0,739000.0,254000.0
Receivables,7065000.0,5123000.0,1392000.0
Other Receivables,62000.0,316000.0,238000.0
Taxes Receivable,2793000.0,1523000.0,319000.0
Accounts Receivable,4210000.0,3284000.0,835000.0
Allowance For Doubtful Accounts Receivable,-99000.0,-34000.0,-101000.0
Gross Accounts Receivable,4309000.0,3318000.0,936000.0
Cash Cash Equivalents And Short Term Investments,60583000.0,98807000.0,15658000.0
Other Short Term Investments,6775000.0,3899000.0,4757000.0
Cash And Cash Equivalents,53808000.0,94908000.0,10901000.0
