,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,149664000000.0,165400000000.0,89435000000.0,188601000000.0,
Repurchase Of Capital Stock,-88745000000.0,-74746000000.0,-61225000000.0,-773000000.0,
Repayment Of Debt,-18105000000.0,-11448000000.0,-16713000000.0,-7061000000.0,
Issuance Of Debt,20570000000.0,22790000000.0,9427000000.0,38410000000.0,
Issuance Of Capital Stock,843000000.0,11000000.0,109000000.0,175000000.0,
Capital Expenditure,-32929000000.0,-34352000000.0,-53324000000.0,-43185000000.0,
Interest Paid Supplemental Data,,5637000000.0,5066000000.0,4101000000.0,4886000000.0
Income Tax Paid Supplemental Data,,26476000000.0,21474000000.0,20898000000.0,31733000000.0
End Cash Position,286424000000.0,229510000000.0,227353000000.0,356469000000.0,
Beginning Cash Position,229510000000.0,227353000000.0,356469000000.0,345982000000.0,
Effect Of Exchange Rate Changes,4389000000.0,3530000000.0,-8834000000.0,-7187000000.0,
Changes In Cash,52525000000.0,-1373000000.0,-120282000000.0,17674000000.0,
Financing Cash Flow,-108244000000.0,-65619000000.0,-64449000000.0,30082000000.0,
Cash Flow From Continuing Financing Activities,-108244000000.0,-65619000000.0,-64449000000.0,30082000000.0,
Net Other Financing Charges,-4861000000.0,-2226000000.0,3953000000.0,-669000000.0,
Cash Dividends Paid,-17946000000.0,0.0,0.0,,
Net Common Stock Issuance,-87902000000.0,-74735000000.0,-61116000000.0,-598000000.0,
Common Stock Payments,-88745000000.0,-74746000000.0,-61225000000.0,-773000000.0,
Common Stock Issuance,843000000.0,11000000.0,109000000.0,175000000.0,
Net Issuance Payments Of Debt,2465000000.0,11342000000.0,-7286000000.0,31349000000.0,
Net Long Term Debt Issuance,2465000000.0,11342000000.0,-7286000000.0,31349000000.0,
Long Term Debt Payments,-18105000000.0,-11448000000.0,-16713000000.0,-7061000000.0,
Long Term Debt Issuance,20570000000.0,22790000000.0,9427000000.0,38410000000.0,
Investing Cash Flow,-21824000000.0,-135506000000.0,-198592000000.0,-244194000000.0,
Cash Flow From Continuing Investing Activities,-21824000000.0,-135506000000.0,-198592000000.0,-244194000000.0,
Net Other Investing Changes,79000000.0,-360000000.0,-456000000.0,-129000000.0,
Dividends Received Cfi,1265000000.0,1001000000.0,936000000.0,,
Net Investment Purchase And Sale,14418000000.0,-96678000000.0,-132267000000.0,-173143000000.0,
Sale Of Investment,94050000000.0,23020000000.0,14543000000.0,7280000000.0,
Purchase Of Investment,-79632000000.0,-119698000000.0,-146810000000.0,-173143000000.0,
Net Business Purchase And Sale,-5030000000.0,-5761000000.0,-13481000000.0,-28106000000.0,
Sale Of Business,699000000.0,22739000000.0,15479000000.0,9818000000.0,
Purchase Of Business,-5729000000.0,-5761000000.0,-13481000000.0,-37924000000.0,
Net Intangibles Purchase And Sale,-842000000.0,-22000000.0,-15000000.0,-1366000000.0,
Sale Of Intangibles,,0.0,0.0,369000000.0,12648000000.0
Purchase Of Intangibles,-842000000.0,-22000000.0,-15000000.0,-1735000000.0,
Net PPE Purchase And Sale,-31714000000.0,-33686000000.0,-53309000000.0,-41450000000.0,
Sale Of PPE,373000000.0,644000000.0,0.0,0.0,
Purchase Of PPE,-32087000000.0,-34330000000.0,-53309000000.0,-41450000000.0,
Operating Cash Flow,182593000000.0,199752000000.0,142759000000.0,231786000000.0,
Cash Flow From Continuing Operating Activities,182593000000.0,199752000000.0,142759000000.0,231786000000.0,
Change In Working Capital,-13749000000.0,13482000000.0,-18150000000.0,50508000000.0,
Change In Other Working Capital,1510000000.0,2932000000.0,4545000000.0,15539000000.0,
Change In Other Current Liabilities,,,,,2878000000.0
Change In Payables And Accrued Expense,22362000000.0,1945000000.0,9801000000.0,78580000000.0,
Change In Accrued Expense,27126000000.0,11159000000.0,13327000000.0,74554000000.0,
Change In Payable,-4764000000.0,-9214000000.0,-3526000000.0,4026000000.0,
Change In Tax Payable,-4764000000.0,-9214000000.0,-3526000000.0,4026000000.0,
Change In Income Tax Payable,-4764000000.0,-9214000000.0,-3526000000.0,4026000000.0,
Change In Prepaid Assets,-37621000000.0,8605000000.0,-32496000000.0,-43611000000.0,
Other Non Cash Items,-708000000.0,-1011000000.0,1478000000.0,250000000.0,
Stock Based Compensation,18546000000.0,30831000000.0,23971000000.0,50120000000.0,
Provisionand Write Offof Assets,3509000000.0,2802000000.0,1739000000.0,1935000000.0,
Asset Impairment Charge,34854000000.0,19985000000.0,34808000000.0,9169000000.0,
Deferred Tax,-5263000000.0,-1717000000.0,-1369000000.0,3236000000.0,
Deferred Income Tax,-5263000000.0,-1717000000.0,-1369000000.0,3236000000.0,
Depreciation Amortization Depletion,44504000000.0,46938000000.0,48065000000.0,47909000000.0,
Depreciation And Amortization,44504000000.0,46938000000.0,48065000000.0,47909000000.0,
Amortization Cash Flow,17864000000.0,19139000000.0,20257000000.0,21520000000.0,
Amortization Of Intangibles,17864000000.0,19139000000.0,20257000000.0,21520000000.0,
Depreciation,26640000000.0,27799000000.0,27808000000.0,26389000000.0,
Operating Gains Losses,29568000000.0,22869000000.0,5138000000.0,-74625000000.0,
Earnings Losses From Equity Investments,7735000000.0,8063000000.0,-14344000000.0,-6984000000.0,
Gain Loss On Investment Securities,23480000000.0,14911000000.0,20481000000.0,-66689000000.0,
Gain Loss On Sale Of PPE,-107000000.0,-163000000.0,132000000.0,75000000.0,
Gain Loss On Sale Of Business,-1540000000.0,58000000.0,-1131000000.0,-1027000000.0,
Net Income From Continuing Operations,71332000000.0,65573000000.0,47079000000.0,143284000000.0,
