,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-169498000.0,902968000.0,292567000.0
Repurchase Of Capital Stock,0.0,-7948000.0,-5648000.0
Repayment Of Debt,-2857310000.0,-11661549000.0,-51041029000.0
Issuance Of Debt,3220554000.0,10131559000.0,51330028000.0
Issuance Of Capital Stock,16351000.0,0.0,
Capital Expenditure,-9778000.0,-35283000.0,-68648000.0
Interest Paid Supplemental Data,12044000.0,13069000.0,
Income Tax Paid Supplemental Data,,1828000.0,
End Cash Position,528066000.0,346065000.0,978874000.0
Beginning Cash Position,346065000.0,978874000.0,381785000.0
Effect Of Exchange Rate Changes,-1087000.0,726000.0,35000.0
Changes In Cash,183088000.0,-633535000.0,597054000.0
Financing Cash Flow,381402000.0,-1537204000.0,304542000.0
Cash Flow From Continuing Financing Activities,381402000.0,-1537204000.0,304542000.0
Net Other Financing Charges,260000.0,,-425000.0
Proceeds From Stock Option Exercised,1547000.0,734000.0,21616000.0
Net Common Stock Issuance,16351000.0,-7948000.0,-5648000.0
Common Stock Payments,0.0,-7948000.0,-5648000.0
Common Stock Issuance,16351000.0,0.0,
Net Issuance Payments Of Debt,363244000.0,-1529990000.0,288999000.0
Net Short Term Debt Issuance,-17831000.0,-1523868000.0,-540046000.0
Short Term Debt Payments,-2709799000.0,-11655427000.0,-51040074000.0
Short Term Debt Issuance,2691968000.0,10131559000.0,50500028000.0
Net Long Term Debt Issuance,363244000.0,-1529990000.0,288999000.0
Long Term Debt Payments,-2857310000.0,-11661549000.0,-51041029000.0
Long Term Debt Issuance,3220554000.0,10131559000.0,51330028000.0
Investing Cash Flow,-38594000.0,-34582000.0,-68703000.0
Cash Flow From Continuing Investing Activities,-38594000.0,-34582000.0,-68703000.0
Net Investment Purchase And Sale,-16867000.0,0.0,
Sale Of Investment,31321000.0,0.0,
Purchase Of Investment,-48188000.0,0.0,
Net Business Purchase And Sale,-12713000.0,-3847000.0,-5074000.0
Purchase Of Business,-12713000.0,-3847000.0,-5074000.0
Net Intangibles Purchase And Sale,,0.0,5019000.0
Sale Of Intangibles,,0.0,5019000.0
Net PPE Purchase And Sale,308000.0,-7187000.0,-15722000.0
Sale Of PPE,764000.0,4548000.0,0.0
Purchase Of PPE,-456000.0,-11735000.0,-15722000.0
Capital Expenditure Reported,-9322000.0,-23548000.0,-52926000.0
Operating Cash Flow,-159720000.0,938251000.0,361215000.0
Cash Flow From Continuing Operating Activities,-159720000.0,938251000.0,361215000.0
Change In Working Capital,-52934000.0,-48534000.0,-93990000.0
Change In Other Current Liabilities,-40698000.0,-35964000.0,153000.0
Change In Other Current Assets,,-13608000.0,-11742000.0
Change In Payables And Accrued Expense,-26836000.0,-47111000.0,-22552000.0
Change In Payable,-26836000.0,-47111000.0,-22552000.0
Change In Account Payable,-22211000.0,-43557000.0,-7958000.0
Change In Prepaid Assets,14697000.0,-2942000.0,-60442000.0
Change In Receivables,-97000.0,37483000.0,-11149000.0
Other Non Cash Items,87649000.0,1810451000.0,555584000.0
Stock Based Compensation,54160000.0,30542000.0,55215000.0
Unrealized Gain Loss On Investment Securities,26000.0,54266000.0,67678000.0
Provisionand Write Offof Assets,-1823000.0,33518000.0,10102000.0
Asset Impairment Charge,9435000.0,145471000.0,0.0
Depreciation Amortization Depletion,42891000.0,49423000.0,27220000.0
Depreciation And Amortization,42891000.0,49423000.0,27220000.0
Amortization Cash Flow,37054000.0,35749000.0,19573000.0
Amortization Of Intangibles,37054000.0,35749000.0,19573000.0
Depreciation,5837000.0,13674000.0,7647000.0
Operating Gains Losses,237296000.0,-259809000.0,40534000.0
Gain Loss On Investment Securities,237296000.0,-259809000.0,40534000.0
Net Income From Continuing Operations,-536420000.0,-877077000.0,-301128000.0
