,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-8506258.0,-9935989.0,-8877158.0
Repurchase Of Capital Stock,-11340.0,-12960.0,0.0
Repayment Of Debt,-183062.0,-945325.0,-4452924.0
Issuance Of Debt,8815000.0,10990000.0,14522000.0
Capital Expenditure,-26512.0,-639383.0,-1189165.0
Interest Paid Supplemental Data,2091366.0,1693726.0,1258185.0
Income Tax Paid Supplemental Data,7000.0,8101.0,9030.0
End Cash Position,76878.0,223034.0,205278.0
Beginning Cash Position,223034.0,205278.0,205406.0
Changes In Cash,-146156.0,17756.0,-128.0
Financing Cash Flow,8357702.0,9928745.0,8877030.0
Cash Flow From Continuing Financing Activities,8357702.0,9928745.0,8877030.0
Net Other Financing Charges,-262896.0,-152950.0,-1192046.0
Proceeds From Stock Option Exercised,,49980.0,0.0
Net Common Stock Issuance,-11340.0,-12960.0,0.0
Common Stock Payments,-11340.0,-12960.0,0.0
Net Issuance Payments Of Debt,8631938.0,10044675.0,10069076.0
Net Short Term Debt Issuance,66938.0,-642622.0,
Short Term Debt Payments,-183062.0,-892622.0,
Short Term Debt Issuance,250000.0,250000.0,
Net Long Term Debt Issuance,8565000.0,10687297.0,10069076.0
Long Term Debt Payments,,-52703.0,-4452924.0
Long Term Debt Issuance,8565000.0,10740000.0,14522000.0
Investing Cash Flow,-24112.0,-614383.0,-1189165.0
Cash Flow From Continuing Investing Activities,-24112.0,-614383.0,-1189165.0
Net Other Investing Changes,2400.0,25000.0,
Net PPE Purchase And Sale,-26512.0,-639383.0,-1189165.0
Sale Of PPE,,25000.0,0.0
Purchase Of PPE,-26512.0,-639383.0,-1189165.0
Operating Cash Flow,-8479746.0,-9296606.0,-7687993.0
Cash Flow From Continuing Operating Activities,-8479746.0,-9296606.0,-7687993.0
Change In Working Capital,2893357.0,2002093.0,231550.0
Change In Other Current Liabilities,1019061.0,-647600.0,630184.0
Change In Other Current Assets,137500.0,875198.0,-241784.0
Change In Payables And Accrued Expense,1078467.0,1359727.0,-698240.0
Change In Payable,1078467.0,1359727.0,-698240.0
Change In Tax Payable,1078467.0,1359727.0,-698240.0
Change In Income Tax Payable,1078467.0,1359727.0,-698240.0
Change In Inventory,885547.0,685011.0,473550.0
Change In Receivables,-227218.0,-270243.0,67840.0
Changes In Account Receivables,-227218.0,-270243.0,67840.0
Other Non Cash Items,23200227.0,-896991.0,1189688.0
Stock Based Compensation,18594.0,86659.0,73217.0
Depreciation Amortization Depletion,1923046.0,1889830.0,1248959.0
Depreciation And Amortization,1923046.0,1889830.0,1248959.0
Depreciation,1923046.0,1889830.0,1248959.0
Operating Gains Losses,283449.0,-109981.0,-3212266.0
Gain Loss On Investment Securities,240159.0,-148364.0,
Gain Loss On Sale Of PPE,43290.0,38383.0,294378.0
Net Income From Continuing Operations,-36798419.0,-12268216.0,-7219141.0
