,2024-09-30,2023-09-30,2022-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21
Normalized EBITDA,-20572747.0,-12121241.0,-4856599.0
Net Income From Continuing Operation Net Minority Interest,-21148747.0,-12697241.0,-5432599.0
EBITDA,-20572747.0,-12121241.0,-4856599.0
EBIT,-20572747.0,-12121241.0,-4856599.0
Normalized Income,-21148747.0,-12697241.0,-5432599.0
Net Income From Continuing And Discontinued Operation,-21148747.0,-12697241.0,-5432599.0
Total Expenses,20572747.0,12121241.0,4856599.0
Diluted Average Shares,,,71239800.0
Basic Average Shares,,,71239800.0
Diluted EPS,,,-0.076258
Basic EPS,,,-0.076258
Diluted NI Availto Com Stockholders,-21148747.0,-12697241.0,-5432599.0
Net Income Common Stockholders,-21148747.0,-12697241.0,-5432599.0
Net Income,-21148747.0,-12697241.0,-5432599.0
Net Income Including Noncontrolling Interests,-21148747.0,-12697241.0,-5432599.0
Net Income Continuous Operations,-21148747.0,-12697241.0,-5432599.0
Tax Provision,576000.0,576000.0,576000.0
Pretax Income,-20572747.0,-12121241.0,-4856599.0
Operating Income,-20572747.0,-12121241.0,-4856599.0
Operating Expense,20572747.0,12121241.0,4856599.0
Research And Development,4925001.0,4240451.0,3427859.0
Selling General And Administration,15647746.0,7880790.0,1428740.0
General And Administrative Expense,15647746.0,7880790.0,1428740.0
Other Gand A,8148929.0,5915290.0,1428740.0
Salaries And Wages,7498817.0,1965500.0,0.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
