,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,110700805.0,110700805.0,110700805.0
Share Issued,110700805.0,110700805.0,110700805.0
Total Debt,31548000.0,6544000.0,13345000.0
Tangible Book Value,79340000.0,-252362000.0,-196505000.0
Invested Capital,109760000.0,-247966000.0,-185951000.0
Working Capital,50878000.0,-246348000.0,107048000.0
Net Tangible Assets,79340000.0,-241382000.0,-185525000.0
Capital Lease Obligations,1191000.0,2237000.0,2888000.0
Common Stock Equity,79403000.0,-252273000.0,-196408000.0
Preferred Stock Equity,,10980000.0,10980000.0
Total Capitalization,79403000.0,-241293000.0,-185428000.0
Total Equity Gross Minority Interest,79403000.0,-241293000.0,-185428000.0
Stockholders Equity,79403000.0,-241293000.0,-185428000.0
Other Equity Interest,18018000.0,13688000.0,7606000.0
Gains Losses Not Affecting Retained Earnings,-4241000.0,-4159000.0,-1002000.0
Foreign Currency Translation Adjustments,-4241000.0,-4159000.0,-1002000.0
Retained Earnings,-373092000.0,-268221000.0,-209431000.0
Additional Paid In Capital,438707000.0,6415000.0,6415000.0
Capital Stock,11000.0,10984000.0,10984000.0
Common Stock,11000.0,4000.0,4000.0
Preferred Stock,0.0,10980000.0,10980000.0
Total Liabilities Net Minority Interest,50786000.0,313887000.0,317113000.0
Total Non Current Liabilities Net Minority Interest,469000.0,1236000.0,299617000.0
Preferred Securities Outside Stock Equity,,,297563000.0
Derivative Product Liabilities,,,0.0
Long Term Debt And Capital Lease Obligation,469000.0,1236000.0,2054000.0
Long Term Capital Lease Obligation,469000.0,1236000.0,2054000.0
Current Liabilities,50317000.0,312651000.0,17496000.0
Other Current Liabilities,,290368000.0,
Current Debt And Capital Lease Obligation,31079000.0,5308000.0,11291000.0
Current Capital Lease Obligation,722000.0,1001000.0,834000.0
Current Debt,30357000.0,4307000.0,10457000.0
Line Of Credit,30357000.0,4307000.0,10457000.0
Payables And Accrued Expenses,19238000.0,16975000.0,6205000.0
Payables,19238000.0,16975000.0,6205000.0
Other Payable,4117000.0,3877000.0,3224000.0
Total Tax Payable,773000.0,,
Accounts Payable,14348000.0,13098000.0,2981000.0
Total Assets,130189000.0,72594000.0,131685000.0
Total Non Current Assets,28994000.0,6291000.0,7141000.0
Non Current Prepaid Assets,282000.0,327000.0,455000.0
Non Current Accounts Receivable,,,208000.0
Investments And Advances,24849000.0,0.0,
Investmentin Financial Assets,24849000.0,0.0,
Available For Sale Securities,24849000.0,,
Goodwill And Other Intangible Assets,63000.0,89000.0,97000.0
Other Intangible Assets,63000.0,89000.0,97000.0
Net PPE,3800000.0,5875000.0,6589000.0
Accumulated Depreciation,-3944000.0,-2830000.0,-2243000.0
Gross PPE,7744000.0,8705000.0,8832000.0
Leases,2519000.0,2532000.0,1991000.0
Other Properties,228000.0,276000.0,287000.0
Machinery Furniture Equipment,3865000.0,3811000.0,3829000.0
Buildings And Improvements,1132000.0,2086000.0,2725000.0
Properties,0.0,0.0,0.0
Current Assets,101195000.0,66303000.0,124544000.0
Prepaid Assets,2337000.0,1912000.0,4673000.0
Receivables,359000.0,346000.0,1931000.0
Other Receivables,224000.0,246000.0,345000.0
Taxes Receivable,135000.0,100000.0,1586000.0
Cash Cash Equivalents And Short Term Investments,98499000.0,64045000.0,117940000.0
Other Short Term Investments,7007000.0,21287000.0,53809000.0
Cash And Cash Equivalents,91492000.0,42758000.0,64131000.0
