,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-8400000.0,10080000.0,-5280000.0,11880000.0,
Tax Rate For Calcs,0.21,0.21,0.12,0.27,
Normalized EBITDA,343000000.0,409000000.0,553000000.0,404000000.0,
Total Unusual Items,-40000000.0,48000000.0,-44000000.0,44000000.0,
Total Unusual Items Excluding Goodwill,-40000000.0,48000000.0,-44000000.0,44000000.0,
Net Income From Continuing Operation Net Minority Interest,199000000.0,168000000.0,181000000.0,173000000.0,
Reconciled Depreciation,274000000.0,243000000.0,241000000.0,244000000.0,
Reconciled Cost Of Revenue,1297000000.0,1373000000.0,1414000000.0,1287000000.0,
EBITDA,303000000.0,457000000.0,509000000.0,448000000.0,
EBIT,29000000.0,214000000.0,268000000.0,204000000.0,
Net Interest Income,-45000000.0,-45000000.0,-62000000.0,-88000000.0,
Interest Expense,53000000.0,54000000.0,62000000.0,69000000.0,
Interest Income,10000000.0,12000000.0,4000000.0,1000000.0,
Normalized Income,230600000.0,130080000.0,219720000.0,140880000.0,
Net Income From Continuing And Discontinued Operation,169000000.0,178000000.0,927000000.0,220000000.0,
Total Expenses,2030000000.0,2032000000.0,2103000000.0,1939000000.0,
Total Operating Income As Reported,-26000000.0,172000000.0,333000000.0,192000000.0,
Diluted Average Shares,50000000.0,54000000.0,56000000.0,61000000.0,
Basic Average Shares,47000000.0,53000000.0,54000000.0,57000000.0,
Diluted EPS,3.36,3.31,16.41,3.59,
Basic EPS,3.595745,3.36,17.166667,3.859649,
Diluted NI Availto Com Stockholders,169000000.0,178000000.0,927000000.0,220000000.0,
Net Income Common Stockholders,169000000.0,178000000.0,927000000.0,220000000.0,
Net Income,169000000.0,178000000.0,927000000.0,220000000.0,
Net Income Including Noncontrolling Interests,169000000.0,178000000.0,927000000.0,220000000.0,
Net Income Discontinuous Operations,-30000000.0,10000000.0,746000000.0,47000000.0,
Net Income Continuous Operations,199000000.0,168000000.0,181000000.0,173000000.0,
Tax Provision,-223000000.0,-8000000.0,25000000.0,-38000000.0,
Pretax Income,-24000000.0,160000000.0,206000000.0,135000000.0,
Other Income Expense,-62000000.0,46000000.0,-20000000.0,51000000.0,
Other Non Operating Income Expenses,-28000000.0,-9000000.0,21000000.0,-2000000.0,
Special Income Charges,-115000000.0,6000000.0,42000000.0,11000000.0,
Other Special Charges,,,,16000000.0,59000000.0
Impairment Of Capital Assets,,,0.0,0.0,530000000.0
Restructuring And Mergern Acquisition,115000000.0,-6000000.0,-42000000.0,-11000000.0,
Earnings From Equity Interest,6000000.0,7000000.0,3000000.0,9000000.0,
Gain On Sale Of Security,75000000.0,42000000.0,-86000000.0,33000000.0,
Net Non Operating Interest Income Expense,-45000000.0,-45000000.0,-62000000.0,-88000000.0,
Total Other Finance Cost,2000000.0,3000000.0,4000000.0,20000000.0,
Interest Expense Non Operating,53000000.0,54000000.0,62000000.0,69000000.0,
Interest Income Non Operating,10000000.0,12000000.0,4000000.0,1000000.0,
Operating Income,83000000.0,159000000.0,288000000.0,172000000.0,
Operating Expense,535000000.0,509000000.0,542000000.0,498000000.0,
Other Operating Expenses,,,,,-8000000.0
Depreciation Amortization Depletion Income Statement,76000000.0,93000000.0,94000000.0,90000000.0,
Depreciation And Amortization In Income Statement,76000000.0,93000000.0,94000000.0,90000000.0,
Amortization,76000000.0,93000000.0,94000000.0,90000000.0,
Amortization Of Intangibles Income Statement,76000000.0,93000000.0,94000000.0,90000000.0,
Research And Development,55000000.0,51000000.0,55000000.0,50000000.0,
Selling General And Administration,404000000.0,365000000.0,393000000.0,358000000.0,
General And Administrative Expense,404000000.0,365000000.0,393000000.0,358000000.0,
Other Gand A,404000000.0,365000000.0,393000000.0,358000000.0,
Gross Profit,618000000.0,668000000.0,830000000.0,670000000.0,
Cost Of Revenue,1495000000.0,1523000000.0,1561000000.0,1441000000.0,
Total Revenue,2113000000.0,2191000000.0,2391000000.0,2111000000.0,
Operating Revenue,2113000000.0,2191000000.0,2391000000.0,2111000000.0,
