,2024-05-31,2023-05-31,2022-05-31,2021-05-31,2020-05-31
Tax Effect Of Unusual Items,3523848.0,3319030.0,3078278.0,1625940.0,
Tax Rate For Calcs,0.232,0.242,0.202,0.27,
Normalized EBITDA,425572000.0,1057652000.0,219574000.0,43719000.0,
Total Unusual Items,15189000.0,13715000.0,15239000.0,6022000.0,
Total Unusual Items Excluding Goodwill,15189000.0,13715000.0,15239000.0,6022000.0,
Net Income From Continuing Operation Net Minority Interest,277888000.0,758024000.0,132650000.0,2060000.0,
Reconciled Depreciation,80241000.0,72234000.0,68395000.0,59477000.0,
Reconciled Cost Of Revenue,1784872000.0,1949760000.0,1440100000.0,1188326000.0,
EBITDA,440761000.0,1071367000.0,234813000.0,49741000.0,
EBIT,360520000.0,999133000.0,166418000.0,-9736000.0,
Net Interest Income,31726000.0,17970000.0,585000.0,2615000.0,
Interest Expense,549000.0,583000.0,403000.0,213000.0,
Interest Income,32275000.0,18553000.0,988000.0,2828000.0,
Normalized Income,266222848.0,747628030.0,120489278.0,-2336060.0,
Net Income From Continuing And Discontinued Operation,277888000.0,758024000.0,132650000.0,2060000.0,
Total Expenses,2017849000.0,2181967000.0,1638731000.0,1372269000.0,
Total Operating Income As Reported,312452000.0,967726000.0,143537000.0,-26264000.0,
Diluted Average Shares,48873000.0,48834000.0,48734000.0,48656000.0,
Basic Average Shares,48717000.0,48648000.0,48581000.0,48522000.0,
Diluted EPS,5.69,15.52,2.72,0.04,
Basic EPS,5.7,15.58,2.73,0.04,
Diluted NI Availto Com Stockholders,277888000.0,758024000.0,132650000.0,2060000.0,
Net Income Common Stockholders,277888000.0,758024000.0,132650000.0,2060000.0,
Net Income,277888000.0,758024000.0,132650000.0,2060000.0,
Minority Interests,1606000.0,1292000.0,209000.0,0.0,
Net Income Including Noncontrolling Interests,276282000.0,756732000.0,132441000.0,2060000.0,
Net Income Continuous Operations,276282000.0,756732000.0,132441000.0,2060000.0,
Tax Provision,83689000.0,241818000.0,33574000.0,-12009000.0,
Pretax Income,359971000.0,998550000.0,166015000.0,-9949000.0,
Other Income Expense,19651000.0,16330000.0,27002000.0,10718000.0,
Other Non Operating Income Expenses,3042000.0,1869000.0,9820000.0,4074000.0,
Special Income Charges,3858000.0,3476000.0,5109000.0,-2982000.0,
Gain On Sale Of Ppe,-26000.0,131000.0,-383000.0,-2982000.0,
Other Special Charges,-3884000.0,-3345000.0,-5492000.0,,2000000.0
Earnings From Equity Interest,1420000.0,746000.0,1943000.0,622000.0,
Gain On Sale Of Security,11331000.0,10239000.0,10130000.0,9004000.0,
Net Non Operating Interest Income Expense,31726000.0,17970000.0,585000.0,2615000.0,
Interest Expense Non Operating,549000.0,583000.0,403000.0,213000.0,
Interest Income Non Operating,32275000.0,18553000.0,988000.0,2828000.0,
Operating Income,308594000.0,964250000.0,138428000.0,-23282000.0,
Operating Expense,232977000.0,232207000.0,198631000.0,183943000.0,
Selling General And Administration,232977000.0,232207000.0,198631000.0,183943000.0,
Selling And Marketing Expense,125027000.0,134746000.0,62677000.0,52670000.0,
General And Administrative Expense,107950000.0,97461000.0,135954000.0,131273000.0,
Other Gand A,107950000.0,97461000.0,87937000.0,84168000.0,
Salaries And Wages,,62035000.0,48017000.0,47105000.0,47773000.0
Gross Profit,541571000.0,1196457000.0,337059000.0,160661000.0,
Cost Of Revenue,1784872000.0,1949760000.0,1440100000.0,1188326000.0,
Total Revenue,2326443000.0,3146217000.0,1777159000.0,1348987000.0,
Operating Revenue,2326443000.0,3146217000.0,1777159000.0,1348987000.0,
