,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.0,0.0
Normalized EBITDA,-5609739.0,-1041599.0
Total Unusual Items,-157650.0,-1086928.0
Total Unusual Items Excluding Goodwill,-157650.0,-1086928.0
Net Income From Continuing Operation Net Minority Interest,-6027080.0,-3282970.0
Reconciled Depreciation,0.0,2133.0
Reconciled Cost Of Revenue,0.0,2133.0
EBITDA,-5767389.0,-2128527.0
EBIT,-5767389.0,-2130660.0
Normalized Income,-5869430.0,-2196042.0
Net Income From Continuing And Discontinued Operation,-6027080.0,-3282970.0
Total Expenses,5767389.0,2130660.0
Total Operating Income As Reported,-6633908.0,-2353812.0
Diluted Average Shares,12469882.0,12469882.0
Basic Average Shares,12469882.0,12469882.0
Diluted EPS,-4.75115,-2.333438
Basic EPS,-4.75115,-2.333438
Diluted NI Availto Com Stockholders,-59246280.0,-29097693.0
Net Income Common Stockholders,-59246280.0,-29097693.0
Preferred Stock Dividends,53219200.0,25814723.0
Net Income,-6027080.0,-3282970.0
Net Income Including Noncontrolling Interests,-6027080.0,-3282970.0
Net Income Continuous Operations,-6027080.0,-3282970.0
Pretax Income,-6027080.0,-3282970.0
Other Income Expense,-259691.0,-1152310.0
Other Non Operating Income Expenses,-102041.0,-65382.0
Special Income Charges,-866519.0,-223152.0
Restructuring And Mergern Acquisition,866519.0,223152.0
Gain On Sale Of Security,708869.0,-863776.0
Operating Income,-5767389.0,-2130660.0
Operating Expense,5767389.0,2128527.0
Other Operating Expenses,133239.0,123867.0
Depreciation Amortization Depletion Income Statement,0.0,2133.0
Depreciation And Amortization In Income Statement,0.0,2133.0
Depreciation Income Statement,0.0,2133.0
Selling General And Administration,5634150.0,2004660.0
General And Administrative Expense,5634150.0,2004660.0
Other Gand A,5634150.0,2004660.0
Gross Profit,0.0,-2133.0
Cost Of Revenue,0.0,2133.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
