,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,468000000.0,311000000.0,466000000.0
Repurchase Of Capital Stock,-146000000.0,-313000000.0,-148000000.0
Repayment Of Debt,-56000000.0,0.0,-615000000.0
Issuance Of Debt,0.0,0.0,616000000.0
Issuance Of Capital Stock,2000000.0,1000000.0,2000000.0
Capital Expenditure,-185000000.0,-379000000.0,-194000000.0
Income Tax Paid Supplemental Data,121000000.0,20000000.0,0.0
End Cash Position,496000000.0,307000000.0,305000000.0
Beginning Cash Position,307000000.0,305000000.0,28000000.0
Changes In Cash,189000000.0,2000000.0,277000000.0
Financing Cash Flow,-289000000.0,-371000000.0,-222000000.0
Cash Flow From Continuing Financing Activities,-289000000.0,-371000000.0,-222000000.0
Net Other Financing Charges,-8000000.0,,-63000000.0
Cash Dividends Paid,-81000000.0,-59000000.0,-14000000.0
Common Stock Dividend Paid,-81000000.0,-59000000.0,-14000000.0
Net Common Stock Issuance,-144000000.0,-312000000.0,-146000000.0
Common Stock Payments,-146000000.0,-313000000.0,-148000000.0
Common Stock Issuance,2000000.0,1000000.0,2000000.0
Net Issuance Payments Of Debt,-56000000.0,0.0,1000000.0
Net Short Term Debt Issuance,0.0,0.0,-99000000.0
Short Term Debt Payments,0.0,0.0,-115000000.0
Short Term Debt Issuance,0.0,0.0,16000000.0
Net Long Term Debt Issuance,-56000000.0,0.0,100000000.0
Long Term Debt Payments,-56000000.0,0.0,-500000000.0
Long Term Debt Issuance,0.0,0.0,600000000.0
Investing Cash Flow,-175000000.0,-317000000.0,-161000000.0
Cash Flow From Continuing Investing Activities,-175000000.0,-317000000.0,-161000000.0
Net Other Investing Changes,28000000.0,78000000.0,65000000.0
Dividends Received Cfi,0.0,12000000.0,0.0
Net Investment Purchase And Sale,-13000000.0,1000000.0,20000000.0
Sale Of Investment,,1000000.0,20000000.0
Purchase Of Investment,,-379000000.0,-194000000.0
Net Business Purchase And Sale,-5000000.0,-29000000.0,-52000000.0
Purchase Of Business,-5000000.0,-29000000.0,-52000000.0
Capital Expenditure Reported,-185000000.0,-379000000.0,-194000000.0
Operating Cash Flow,653000000.0,690000000.0,660000000.0
Cash Flow From Continuing Operating Activities,653000000.0,690000000.0,660000000.0
Change In Working Capital,6000000.0,-57000000.0,-107000000.0
Change In Other Current Assets,0.0,35000000.0,-47000000.0
Change In Payables And Accrued Expense,-92000000.0,-11000000.0,8000000.0
Change In Inventory,-12000000.0,0.0,0.0
Change In Receivables,110000000.0,-81000000.0,-68000000.0
Changes In Account Receivables,110000000.0,-81000000.0,-68000000.0
Other Non Cash Items,-169000000.0,-695000000.0,-257000000.0
Asset Impairment Charge,3000000.0,2000000.0,28000000.0
Deferred Tax,35000000.0,226000000.0,-396000000.0
Deferred Income Tax,35000000.0,226000000.0,-396000000.0
Depreciation Amortization Depletion,225000000.0,198000000.0,213000000.0
Operating Gains Losses,-11000000.0,492000000.0,554000000.0
Gain Loss On Investment Securities,20000000.0,551000000.0,676000000.0
Net Income From Continuing Operations,564000000.0,524000000.0,625000000.0
