,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-145830.0,0.0,1302000.0,-1558440.0,
Tax Rate For Calcs,0.015,0.006,0.21,0.27,
Normalized EBITDA,81612000.0,84110000.0,69690000.0,37033000.0,
Total Unusual Items,-9722000.0,0.0,6200000.0,-5772000.0,
Total Unusual Items Excluding Goodwill,-9722000.0,0.0,6200000.0,-5772000.0,
Net Income From Continuing Operation Net Minority Interest,22505000.0,24770000.0,19383000.0,10366000.0,
Reconciled Depreciation,33617000.0,33956000.0,37572000.0,20877000.0,
Reconciled Cost Of Revenue,174140000.0,192646000.0,171939000.0,141975000.0,
EBITDA,71890000.0,84110000.0,75890000.0,31261000.0,
EBIT,38273000.0,50154000.0,38318000.0,10384000.0,
Net Interest Income,-15415000.0,-25236000.0,-19690000.0,-1385000.0,
Interest Expense,15415000.0,25236000.0,19690000.0,1385000.0,
Interest Income,,,11000.0,10000.0,304000.0
Normalized Income,32081170.0,24770000.0,14485000.0,14579560.0,
Net Income From Continuing And Discontinued Operation,22505000.0,24770000.0,19383000.0,10366000.0,
Total Expenses,375957000.0,394754000.0,356205000.0,292332000.0,
Total Operating Income As Reported,48089000.0,50095000.0,38220000.0,10528000.0,
Diluted Average Shares,36984000.0,36869000.0,35995000.0,33394000.0,
Basic Average Shares,36316000.0,35820000.0,35031000.0,32111000.0,
Diluted EPS,0.61,0.67,0.54,0.31,
Basic EPS,0.62,0.69,0.55,0.32,
Diluted NI Availto Com Stockholders,22505000.0,24770000.0,19383000.0,10366000.0,
Net Income Common Stockholders,22505000.0,24770000.0,19383000.0,10366000.0,
Net Income,22505000.0,24770000.0,19383000.0,10366000.0,
Net Income Including Noncontrolling Interests,22505000.0,24770000.0,19383000.0,10366000.0,
Net Income Continuous Operations,22505000.0,24770000.0,19383000.0,10366000.0,
Tax Provision,353000.0,148000.0,-755000.0,-1367000.0,
Pretax Income,22858000.0,24918000.0,18628000.0,8999000.0,
Other Income Expense,-9816000.0,59000.0,6298000.0,-5916000.0,
Other Non Operating Income Expenses,-94000.0,59000.0,98000.0,-144000.0,
Special Income Charges,-9722000.0,0.0,6200000.0,-5772000.0,
Other Special Charges,9722000.0,,,,
Restructuring And Mergern Acquisition,0.0,0.0,-6200000.0,5772000.0,
Net Non Operating Interest Income Expense,-15415000.0,-25236000.0,-19690000.0,-1385000.0,
Interest Expense Non Operating,15415000.0,25236000.0,19690000.0,1385000.0,
Interest Income Non Operating,,,11000.0,10000.0,304000.0
Operating Income,48089000.0,50095000.0,32020000.0,16300000.0,
Operating Expense,201817000.0,202108000.0,184266000.0,150357000.0,
Research And Development,60289000.0,58648000.0,55098000.0,46623000.0,
Selling General And Administration,141528000.0,143460000.0,129168000.0,103734000.0,
Selling And Marketing Expense,83278000.0,81681000.0,70366000.0,61909000.0,
General And Administrative Expense,58250000.0,61779000.0,58802000.0,41825000.0,
Other Gand A,58250000.0,61779000.0,58802000.0,41825000.0,
Gross Profit,249906000.0,252203000.0,216286000.0,166657000.0,
Cost Of Revenue,174140000.0,192646000.0,171939000.0,141975000.0,
Total Revenue,424046000.0,444849000.0,388225000.0,308632000.0,
Operating Revenue,424046000.0,444849000.0,388225000.0,308632000.0,
