,2024-01-31,2023-01-31,2022-01-31
Tax Effect Of Unusual Items,0.0,-16272.552554,-252.6027
Tax Rate For Calcs,0.0,0.002101,0.3251
Normalized EBITDA,-36032022.0,-28683009.0,-2419201.0
Total Unusual Items,-2215893.0,-7745326.0,-777.0
Total Unusual Items Excluding Goodwill,-2215893.0,-7745326.0,-777.0
Net Income From Continuing Operation Net Minority Interest,-53312282.0,-45484530.0,-5777238.0
Reconciled Depreciation,3606284.0,2959017.0,1366074.0
Reconciled Cost Of Revenue,373049831.0,396602413.0,190090831.0
EBITDA,-38247915.0,-36428335.0,-2419978.0
EBIT,-41854199.0,-39387352.0,-3786052.0
Net Interest Income,-7809429.0,-5303823.0,-2151477.0
Interest Expense,7670156.0,5378560.0,2086274.0
Interest Income,245262.0,296479.0,82293.0
Normalized Income,-51096389.0,-37755476.552554,-5776713.6027
Net Income From Continuing And Discontinued Operation,-53312282.0,-45484530.0,-5777238.0
Total Expenses,407922431.0,428181267.0,202725518.0
Rent Expense Supplemental,2490718.0,1067331.0,117670.0
Total Operating Income As Reported,-42099461.0,-39683831.0,-4016078.0
Diluted Average Shares,,25824942.0,25824942.0
Basic Average Shares,,25824942.0,25824942.0
Diluted EPS,,-1.761264,-0.223708
Basic EPS,,-1.761264,-0.223708
Diluted NI Availto Com Stockholders,-53312282.0,-45484530.0,-5777238.0
Net Income Common Stockholders,-53312282.0,-45484530.0,-5777238.0
Net Income,-53312282.0,-45484530.0,-5777238.0
Net Income Including Noncontrolling Interests,-53312282.0,-45484530.0,-5777238.0
Net Income Continuous Operations,-53312282.0,-45484530.0,-5777238.0
Earnings From Equity Interest Net Of Tax,-3787927.0,-812669.0,0.0
Tax Provision,0.0,-94051.0,-95088.0
Pretax Income,-49524355.0,-44765912.0,-5872326.0
Other Income Expense,-2215893.0,-7745326.0,146956.0
Other Non Operating Income Expenses,,,147733.0
Special Income Charges,-2215893.0,-7745326.0,-777.0
Write Off,409556.0,879205.0,777.0
Impairment Of Capital Assets,1806337.0,6866121.0,0.0
Net Non Operating Interest Income Expense,-7809429.0,-5303823.0,-2151477.0
Total Other Finance Cost,384535.0,221742.0,147496.0
Interest Expense Non Operating,7670156.0,5378560.0,2086274.0
Interest Income Non Operating,245262.0,296479.0,82293.0
Operating Income,-39499033.0,-31716763.0,-3867805.0
Operating Expense,33600285.0,30437123.0,11780429.0
Other Operating Expenses,475807.0,477845.0,151915.0
Other Taxes,271901.0,71168.0,50412.0
Depreciation Amortization Depletion Income Statement,2333969.0,1817286.0,511816.0
Depreciation And Amortization In Income Statement,2333969.0,1817286.0,511816.0
Research And Development,171852.0,430666.0,235095.0
Selling General And Administration,30346756.0,27640158.0,10831191.0
Selling And Marketing Expense,742617.0,1534451.0,551863.0
General And Administrative Expense,29604139.0,26105707.0,10279328.0
Other Gand A,10823312.0,7858275.0,5719233.0
Insurance And Claims,2174446.0,1552871.0,494789.0
Rent And Landing Fees,2490718.0,1067331.0,117670.0
Salaries And Wages,14115663.0,15627230.0,3947636.0
Gross Profit,-5898748.0,-1279640.0,7912624.0
Cost Of Revenue,374322146.0,397744144.0,190945089.0
Total Revenue,368423398.0,396464504.0,198857713.0
Operating Revenue,368423398.0,396464504.0,198857713.0
