,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Tax Effect Of Unusual Items,1187404.0,-89997.0,-256887.0,-8604050.0,
Tax Rate For Calcs,0.226,0.229,0.219,0.182,
Normalized EBITDA,565774000.0,528065000.0,411303000.0,310289000.0,
Total Unusual Items,5254000.0,-393000.0,-1173000.0,-47275000.0,
Total Unusual Items Excluding Goodwill,5254000.0,-393000.0,-1173000.0,-47275000.0,
Net Income From Continuing Operation Net Minority Interest,385762000.0,346739000.0,257414000.0,144757000.0,
Reconciled Depreciation,52354000.0,53071000.0,53555000.0,55145000.0,
Reconciled Cost Of Revenue,3142753000.0,3125829000.0,2703760000.0,2300395000.0,
EBITDA,571028000.0,527672000.0,410130000.0,263014000.0,
EBIT,518674000.0,474601000.0,356575000.0,207869000.0,
Net Interest Income,-2831000.0,-21639000.0,-26263000.0,-30592000.0,
Interest Expense,20544000.0,24790000.0,26785000.0,30807000.0,
Interest Income,17713000.0,3151000.0,522000.0,215000.0,
Normalized Income,381695404.0,347042003.0,258330113.0,183427950.0,
Net Income From Continuing And Discontinued Operation,385762000.0,346739000.0,257414000.0,144757000.0,
Total Expenses,3983697000.0,3941113000.0,3453428000.0,2981220000.0,
Total Operating Income As Reported,495823000.0,473151000.0,357858000.0,205454000.0,
Diluted Average Shares,39257000.0,39220000.0,39105000.0,39296000.0,
Basic Average Shares,38672000.0,38592000.0,38471000.0,38758000.0,
Diluted EPS,9.83,8.84,6.58,3.68,
Basic EPS,9.98,8.98,6.69,3.73,
Diluted NI Availto Com Stockholders,385762000.0,346739000.0,257414000.0,144757000.0,
Net Income Common Stockholders,385762000.0,346739000.0,257414000.0,144757000.0,
Net Income,385762000.0,346739000.0,257414000.0,144757000.0,
Net Income Including Noncontrolling Interests,385762000.0,346739000.0,257414000.0,144757000.0,
Net Income Continuous Operations,385762000.0,346739000.0,257414000.0,144757000.0,
Tax Provision,112368000.0,103072000.0,72376000.0,32305000.0,
Pretax Income,498130000.0,449811000.0,329790000.0,177062000.0,
Other Income Expense,5252000.0,-231000.0,-1195000.0,-47045000.0,
Other Non Operating Income Expenses,-2000.0,162000.0,-22000.0,230000.0,
Special Income Charges,855000.0,668000.0,1374000.0,-49232000.0,
Other Special Charges,-855000.0,-668000.0,-1374000.0,-296000.0,
Impairment Of Capital Assets,,0.0,0.0,49528000.0,131000000.0
Gain On Sale Of Security,4399000.0,-1061000.0,-2547000.0,1957000.0,
Net Non Operating Interest Income Expense,-2831000.0,-21639000.0,-26263000.0,-30592000.0,
Interest Expense Non Operating,20544000.0,24790000.0,26785000.0,30807000.0,
Interest Income Non Operating,17713000.0,3151000.0,522000.0,215000.0,
Operating Income,495709000.0,471681000.0,357248000.0,254699000.0,
Operating Expense,840944000.0,815284000.0,749668000.0,680825000.0,
Selling General And Administration,840944000.0,815284000.0,749668000.0,680825000.0,
General And Administrative Expense,840944000.0,815284000.0,749668000.0,680825000.0,
Other Gand A,840830000.0,813814000.0,749058000.0,680542000.0,
Insurance And Claims,,,,-296000.0,233000.0
Salaries And Wages,114000.0,1470000.0,610000.0,283000.0,
Gross Profit,1336653000.0,1286965000.0,1106916000.0,935524000.0,
Cost Of Revenue,3142753000.0,3125829000.0,2703760000.0,2300395000.0,
Total Revenue,4479406000.0,4412794000.0,3810676000.0,3235919000.0,
Operating Revenue,4479406000.0,4412794000.0,3810676000.0,3235919000.0,
