,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-22137000.0,-49687000.0,-20421000.0
Repurchase Of Capital Stock,-5724000.0,-100896000.0,0.0
Repayment Of Debt,-2059000.0,-4233000.0,-115000000.0
Issuance Of Debt,1229000.0,2059000.0,209233000.0
Issuance Of Capital Stock,50000000.0,0.0,0.0
Capital Expenditure,-3830000.0,-769000.0,-639000.0
Interest Paid Supplemental Data,12189000.0,12409000.0,6241000.0
Income Tax Paid Supplemental Data,,9000.0,68000.0
End Cash Position,32557000.0,12632000.0,169921000.0
Beginning Cash Position,12632000.0,169921000.0,9704000.0
Changes In Cash,19925000.0,-157289000.0,160217000.0
Financing Cash Flow,42062000.0,-103137000.0,180862000.0
Cash Flow From Continuing Financing Activities,42062000.0,-103137000.0,180862000.0
Net Other Financing Charges,-2560000.0,-67000.0,86629000.0
Proceeds From Stock Option Exercised,1176000.0,0.0,0.0
Cash Dividends Paid,,0.0,0.0
Net Common Stock Issuance,44276000.0,-100896000.0,0.0
Common Stock Payments,-5724000.0,-100896000.0,0.0
Common Stock Issuance,50000000.0,0.0,0.0
Net Issuance Payments Of Debt,-830000.0,-2174000.0,94233000.0
Net Short Term Debt Issuance,-830000.0,-2174000.0,4233000.0
Short Term Debt Payments,-2059000.0,-4233000.0,-5000000.0
Short Term Debt Issuance,1229000.0,2059000.0,9233000.0
Net Long Term Debt Issuance,0.0,0.0,90000000.0
Long Term Debt Payments,0.0,0.0,-110000000.0
Long Term Debt Issuance,0.0,0.0,200000000.0
Investing Cash Flow,-3830000.0,-5234000.0,-863000.0
Cash Flow From Continuing Investing Activities,-3830000.0,-5234000.0,-863000.0
Net Business Purchase And Sale,0.0,-4465000.0,-224000.0
Purchase Of Business,0.0,-4465000.0,-224000.0
Net PPE Purchase And Sale,-2000.0,-769000.0,-645000.0
Sale Of PPE,,0.0,6000.0
Purchase Of PPE,-2000.0,-769000.0,-645000.0
Capital Expenditure Reported,-3828000.0,0.0,6000.0
Operating Cash Flow,-18307000.0,-48918000.0,-19782000.0
Cash Flow From Continuing Operating Activities,-18307000.0,-48918000.0,-19782000.0
Change In Working Capital,3611000.0,505000.0,-2076000.0
Change In Other Working Capital,-1143000.0,-3740000.0,3666000.0
Change In Other Current Liabilities,-2291000.0,2210000.0,338000.0
Change In Payables And Accrued Expense,-1747000.0,4821000.0,5589000.0
Change In Accrued Expense,2637000.0,-5121000.0,2845000.0
Change In Payable,-4384000.0,9942000.0,2744000.0
Change In Account Payable,-4384000.0,9942000.0,2744000.0
Change In Prepaid Assets,5899000.0,-1702000.0,-6437000.0
Change In Receivables,2893000.0,-1084000.0,-5232000.0
Changes In Account Receivables,6403000.0,-798000.0,-7179000.0
Other Non Cash Items,2615000.0,2476000.0,679000.0
Stock Based Compensation,18671000.0,10865000.0,60615000.0
Provisionand Write Offof Assets,1739000.0,55000.0,0.0
Asset Impairment Charge,0.0,54445000.0,0.0
Deferred Tax,88000.0,-1757000.0,1042000.0
Deferred Income Tax,88000.0,-1757000.0,1042000.0
Depreciation Amortization Depletion,7901000.0,7758000.0,7262000.0
Depreciation And Amortization,7901000.0,7758000.0,7262000.0
Operating Gains Losses,7434000.0,-1591000.0,36248000.0
Gain Loss On Investment Securities,7424000.0,-1591000.0,33353000.0
Gain Loss On Sale Of PPE,10000.0,0.0,14000.0
Net Income From Continuing Operations,-60366000.0,-121674000.0,-123552000.0
