,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-147997.75,285751.5,-187125.5,0.0,
Tax Rate For Calcs,0.25,0.25,0.25,0.0,
Normalized EBITDA,-8499800.0,-14209495.0,-2455641.0,-2138706.0,
Total Unusual Items,-591991.0,1143006.0,-748502.0,-1600000.0,
Total Unusual Items Excluding Goodwill,-591991.0,1143006.0,-748502.0,-1600000.0,
Net Income From Continuing Operation Net Minority Interest,-9058986.0,-13196535.0,-4102428.0,-4293327.0,
Reconciled Depreciation,,,18390.0,15161.0,120520.0
Reconciled Cost Of Revenue,2292206.0,11912571.0,5394866.0,0.0,
EBITDA,-9091791.0,-13066489.0,-3204143.0,-2138706.0,
EBIT,-9091791.0,-13066489.0,-3204143.0,-2138706.0,
Net Interest Income,0.0,0.0,-804138.0,-2154621.0,
Interest Expense,0.0,0.0,804138.0,2154621.0,
Normalized Income,-8614992.75,-14053789.5,-3541051.5,-4293327.0,
Net Income From Continuing And Discontinued Operation,-9458784.0,-1359923.0,-16851064.0,-34826989.0,
Total Expenses,11052378.0,27448414.0,8456325.0,2086628.0,
Total Operating Income As Reported,-8638040.0,-14266853.0,-3260463.0,-4241249.0,
Diluted Average Shares,47172259.0,22866017.0,19870717.0,16279326.0,
Basic Average Shares,47172259.0,22866017.0,19870717.0,16279326.0,
Diluted EPS,-0.21,-0.06,-0.84,-2.13,
Basic EPS,-0.21,-0.06,-0.84,-2.13,
Diluted NI Availto Com Stockholders,-9458784.0,-1359923.0,-16851064.0,-34826989.0,
Net Income Common Stockholders,-9458784.0,-1359923.0,-16851064.0,-34826989.0,
Net Income,-9458784.0,-1359923.0,-16851064.0,-34826989.0,
Minority Interests,57793.0,-112497.0,-1331.0,0.0,
Net Income Including Noncontrolling Interests,-9516577.0,-1247426.0,-16849733.0,-34826989.0,
Net Income Discontinuous Operations,-399798.0,11836612.0,-12748636.0,-30533662.0,
Net Income Continuous Operations,-9116779.0,-13084038.0,-4101097.0,-4293327.0,
Tax Provision,24988.0,17549.0,92816.0,0.0,
Pretax Income,-9091791.0,-13066489.0,-4008281.0,-4293327.0,
Other Income Expense,-453751.0,1200364.0,-747818.0,-52078.0,
Other Non Operating Income Expenses,138240.0,57358.0,684.0,-52078.0,
Special Income Charges,,,0.0,-1600000.0,-29189836.0
Write Off,,,0.0,1600000.0,29189836.0
Gain On Sale Of Security,-591991.0,1143006.0,-748502.0,,
Net Non Operating Interest Income Expense,0.0,0.0,-804138.0,-2154621.0,
Interest Expense Non Operating,0.0,0.0,804138.0,2154621.0,
Operating Income,-8638040.0,-14266853.0,-2456325.0,-2086628.0,
Operating Expense,8760172.0,15535843.0,3061459.0,2086628.0,
Research And Development,,,421186.0,544572.0,1032562.0
Selling General And Administration,8760172.0,15535843.0,3061459.0,2086628.0,
Selling And Marketing Expense,168421.0,6661.0,0.0,0.0,
General And Administrative Expense,8591751.0,15529182.0,3061459.0,2086628.0,
Other Gand A,8591751.0,15529182.0,2669834.0,2031160.0,
Salaries And Wages,0.0,0.0,391625.0,55468.0,
Gross Profit,122132.0,1268990.0,605134.0,0.0,
Cost Of Revenue,2292206.0,11912571.0,5394866.0,0.0,
Total Revenue,2414338.0,13181561.0,6000000.0,0.0,
Excise Taxes,2459.0,4964.0,0.0,0.0,
Operating Revenue,2416797.0,13186525.0,6000000.0,0.0,
