,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,0.0,-630000.0,-55719402.985075,0.0,
Tax Rate For Calcs,0.21,0.21,0.304478,0.3,
Normalized EBITDA,761000000.0,688000000.0,720000000.0,615000000.0,
Total Unusual Items,0.0,-3000000.0,-183000000.0,0.0,
Total Unusual Items Excluding Goodwill,0.0,-3000000.0,-183000000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,380000000.0,445000000.0,209000000.0,250000000.0,
Reconciled Depreciation,151000000.0,144000000.0,146000000.0,160000000.0,
Reconciled Cost Of Revenue,3034000000.0,3092000000.0,3436000000.0,2610000000.0,
EBITDA,761000000.0,685000000.0,537000000.0,615000000.0,
EBIT,610000000.0,541000000.0,391000000.0,455000000.0,
Net Interest Income,-49000000.0,-59000000.0,-45000000.0,-41000000.0,
Interest Expense,81000000.0,90000000.0,56000000.0,49000000.0,
Interest Income,32000000.0,31000000.0,11000000.0,8000000.0,
Normalized Income,380000000.0,447370000.0,336280597.014925,250000000.0,
Net Income From Continuing And Discontinued Operation,380000000.0,445000000.0,209000000.0,250000000.0,
Total Expenses,3380000000.0,3402000000.0,3749000000.0,2955000000.0,
Total Operating Income As Reported,614000000.0,526000000.0,389000000.0,454000000.0,
Diluted Average Shares,55700000.0,56500000.0,56900000.0,56800000.0,
Basic Average Shares,55100000.0,55243804.0,56248559.0,56726818.0,
Diluted EPS,6.72,7.73,3.62,4.34,
Basic EPS,6.79,8.055202,3.715651,4.407087,
Diluted NI Availto Com Stockholders,374000000.0,437000000.0,206000000.0,247000000.0,
Average Dilution Earnings,0.0,0.0,0.0,0.0,
Net Income Common Stockholders,374000000.0,437000000.0,206000000.0,247000000.0,
Otherunder Preferred Stock Dividend,6000000.0,8000000.0,3000000.0,3000000.0,
Net Income,380000000.0,445000000.0,209000000.0,250000000.0,
Minority Interests,-44000000.0,-39000000.0,-34000000.0,-36000000.0,
Net Income Including Noncontrolling Interests,424000000.0,484000000.0,243000000.0,286000000.0,
Net Income Continuous Operations,424000000.0,484000000.0,243000000.0,286000000.0,
Earnings From Equity Interest Net Of Tax,6000000.0,5000000.0,10000000.0,3000000.0,
Tax Provision,111000000.0,-28000000.0,102000000.0,123000000.0,
Pretax Income,529000000.0,451000000.0,335000000.0,406000000.0,
Other Income Expense,-36000000.0,-19000000.0,-192000000.0,-7000000.0,
Other Non Operating Income Expenses,-36000000.0,-16000000.0,-9000000.0,-7000000.0,
Special Income Charges,0.0,-3000000.0,-183000000.0,0.0,
Gain On Sale Of Ppe,,,0.0,0.0,-129000000.0
Gain On Sale Of Business,0.0,-3000000.0,-207000000.0,0.0,
Impairment Of Capital Assets,,,,,62000000.0
Restructuring And Mergern Acquisition,0.0,0.0,-24000000.0,0.0,
Net Non Operating Interest Income Expense,-49000000.0,-59000000.0,-45000000.0,-41000000.0,
Interest Expense Non Operating,81000000.0,90000000.0,56000000.0,49000000.0,
Interest Income Non Operating,32000000.0,31000000.0,11000000.0,8000000.0,
Operating Income,614000000.0,529000000.0,572000000.0,454000000.0,
Operating Expense,346000000.0,310000000.0,313000000.0,345000000.0,
Research And Development,63000000.0,57000000.0,55000000.0,56000000.0,
Selling General And Administration,283000000.0,253000000.0,258000000.0,289000000.0,
Gross Profit,960000000.0,839000000.0,885000000.0,799000000.0,
Cost Of Revenue,3034000000.0,3092000000.0,3436000000.0,2610000000.0,
Total Revenue,3994000000.0,3931000000.0,4321000000.0,3409000000.0,
Operating Revenue,3994000000.0,3931000000.0,4321000000.0,3409000000.0,
