,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,34439660.0,33000007.0,32083371.0,25799845.0
Share Issued,34439660.0,33000007.0,32083371.0,25799845.0
Net Debt,503678.0,88084.0,,
Total Debt,506784.0,88084.0,,
Tangible Book Value,1196424626.0,960703201.0,1681166438.0,1297344103.0
Invested Capital,1196931410.0,960791285.0,,
Net Tangible Assets,1196424626.0,960703201.0,1681166438.0,1297344103.0
Common Stock Equity,1196424626.0,960703201.0,1681166438.0,1297344103.0
Total Capitalization,1196931410.0,960791285.0,,
Total Equity Gross Minority Interest,1196424626.0,960703201.0,1681166438.0,1297344103.0
Stockholders Equity,1196424626.0,960703201.0,1681166438.0,1297344103.0
Retained Earnings,417839302.0,170954386.0,885963523.0,864323796.0
Capital Stock,778585324.0,789748815.0,795202915.0,433020307.0
Common Stock,778585324.0,789748815.0,795202915.0,433020307.0
Total Liabilities Net Minority Interest,24876473.0,7835939.0,26072921.0,24451794.0
Derivative Product Liabilities,15464670.0,4275777.0,9725028.0,23184725.0
Long Term Debt And Capital Lease Obligation,506784.0,88084.0,,
Payables,2962032.0,2383294.0,15423327.0,955817.0
Other Payable,1401279.0,1254936.0,3080579.0,955817.0
Accounts Payable,1560753.0,1128358.0,12342748.0,0.0
Total Assets,1221301099.0,968539140.0,1707239359.0,1321795897.0
Investments And Advances,1218466871.0,964209101.0,1694827593.0,1314864450.0
Investmentin Financial Assets,1218466871.0,964209101.0,1694827593.0,1314864450.0
Available For Sale Securities,6226377.0,6604526.0,,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,1212240494.0,957588363.0,1694827593.0,1314864450.0
Prepaid Assets,10113.0,,5213.0,9533.0
Receivables,2150783.0,2989486.0,10320220.0,2103586.0
Cash And Cash Equivalents,3106.0,95178.0,298816.0,737407.0
Cash Financial,3106.0,95178.0,298816.0,737407.0
Cash Cash Equivalents And Federal Funds Sold,483106.0,1135178.0,1908816.0,4607407.0
