,2024-10-31,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Free Cash Flow,18132898.0,31404055.0,9258895.0,10015211.0,
Repayment Of Debt,,-17500000.0,-9000000.0,-25000000.0,-22500000.0
Issuance Of Debt,,6000000.0,18500000.0,20250000.0,17250000.0
End Cash Position,-820316.0,225065.0,-425435.0,69225.0,
Beginning Cash Position,225065.0,-425435.0,69225.0,14454307.0,
Changes In Cash,-1045381.0,650500.0,-494660.0,-14385082.0,
Financing Cash Flow,-19178279.0,-30753555.0,-9753555.0,-24400293.0,
Net Other Financing Charges,0.0,0.0,0.0,0.0,
Cash Dividends Paid,-19178279.0,-19253555.0,-19253555.0,-19650293.0,
Common Stock Dividend Paid,-19178279.0,-19253555.0,-19253555.0,-19650293.0,
Net Issuance Payments Of Debt,,-11500000.0,9500000.0,-4750000.0,-5250000.0
Net Long Term Debt Issuance,,-11500000.0,9500000.0,-4750000.0,-5250000.0
Long Term Debt Payments,,-17500000.0,-9000000.0,-25000000.0,-22500000.0
Long Term Debt Issuance,,6000000.0,18500000.0,20250000.0,17250000.0
Operating Cash Flow,18132898.0,31404055.0,9258895.0,10015211.0,
Change In Working Capital,522361.0,-400901.0,9007965.0,-341463.0,
Change In Other Current Liabilities,0.0,0.0,0.0,0.0,
Change In Other Current Assets,600000.0,-600000.0,,,
Change In Accrued Expense,34148.0,-62864.0,14731.0,-33288.0,
Change In Payable,318584.0,478229.0,9151412.0,-620443.0,
Change In Prepaid Assets,-2362.0,-9929.0,1258.0,8255.0,
Change In Receivables,-428009.0,-206337.0,-159436.0,304013.0,
Other Non Cash Items,-2492696.0,-1462472.0,-188232.0,-104098.0,
Gain Loss On Investment Securities,-17361442.0,10780664.0,37765235.0,-25686098.0,
Net Income From Continuing Operations,37464675.0,22585593.0,-37424902.0,36146870.0,
