,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-7725000.0,-2266000.0,-2151000.0
Issuance Of Debt,2286000.0,1107000.0,688000.0
Issuance Of Capital Stock,0.0,1341000.0,1210000.0
Interest Paid Supplemental Data,124000.0,0.0,
End Cash Position,4228000.0,0.0,0.0
Beginning Cash Position,0.0,0.0,252000.0
Effect Of Exchange Rate Changes,299000.0,1000.0,1000.0
Changes In Cash,3929000.0,-1000.0,-253000.0
Financing Cash Flow,10929000.0,2448000.0,1898000.0
Cash Flow From Continuing Financing Activities,10929000.0,2448000.0,1898000.0
Net Other Financing Charges,8643000.0,,
Net Common Stock Issuance,0.0,1341000.0,1210000.0
Common Stock Issuance,0.0,1341000.0,1210000.0
Net Issuance Payments Of Debt,2286000.0,1107000.0,688000.0
Net Long Term Debt Issuance,2286000.0,1107000.0,688000.0
Long Term Debt Issuance,2286000.0,1107000.0,688000.0
Investing Cash Flow,725000.0,-183000.0,0.0
Cash Flow From Continuing Investing Activities,725000.0,-183000.0,0.0
Net Other Investing Changes,228000.0,-331000.0,
Net Investment Purchase And Sale,497000.0,148000.0,0.0
Sale Of Investment,497000.0,148000.0,0.0
Operating Cash Flow,-7725000.0,-2266000.0,-2151000.0
Cash Flow From Continuing Operating Activities,-7725000.0,-2266000.0,-2151000.0
Change In Working Capital,-2516000.0,596000.0,1357000.0
Change In Other Working Capital,,331000.0,
Change In Other Current Assets,5000.0,-5000.0,0.0
Change In Payables And Accrued Expense,-1531000.0,601000.0,1357000.0
Change In Accrued Expense,-1746000.0,601000.0,1357000.0
Change In Payable,215000.0,,
Change In Account Payable,215000.0,0.0,
Change In Prepaid Assets,-990000.0,0.0,
Other Non Cash Items,992000.0,265000.0,
Stock Based Compensation,199000.0,0.0,
Provisionand Write Offof Assets,-240000.0,331000.0,
Operating Gains Losses,-5625000.0,1429000.0,149000.0
Gain Loss On Investment Securities,-5598000.0,1429000.0,149000.0
Net Foreign Currency Exchange Gain Loss,-39000.0,0.0,
Net Income From Continuing Operations,-535000.0,-4887000.0,-3657000.0
