,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Free Cash Flow,1386000.0,-10181000.0,948000.0,2725000.0,
Repayment Of Debt,-1251000.0,-2299000.0,-3736000.0,-4181000.0,
Issuance Of Debt,,,8708000.0,6222000.0,14433000.0
Capital Expenditure,-5244000.0,-18670000.0,-9554000.0,-11291000.0,
Interest Paid Supplemental Data,967000.0,1067000.0,757000.0,938000.0,
Income Tax Paid Supplemental Data,501000.0,571000.0,660000.0,371000.0,
End Cash Position,21402000.0,25532000.0,42138000.0,32676000.0,
Beginning Cash Position,25532000.0,42138000.0,32676000.0,29922000.0,
Changes In Cash,-4130000.0,-16606000.0,9462000.0,2754000.0,
Financing Cash Flow,-5619000.0,-6536000.0,8502000.0,294000.0,
Cash Flow From Continuing Financing Activities,-5619000.0,-6536000.0,8502000.0,294000.0,
Net Other Financing Charges,-3439000.0,-3399000.0,5388000.0,-1747000.0,
Cash Dividends Paid,-929000.0,-838000.0,-1858000.0,0.0,
Common Stock Dividend Paid,-929000.0,-838000.0,,,0.0
Net Issuance Payments Of Debt,-1251000.0,-2299000.0,4972000.0,2041000.0,
Net Long Term Debt Issuance,-1251000.0,-2299000.0,4972000.0,2041000.0,
Long Term Debt Payments,-1251000.0,-2299000.0,-3736000.0,-4181000.0,
Long Term Debt Issuance,,,8708000.0,6222000.0,14433000.0
Investing Cash Flow,-5141000.0,-18559000.0,-9542000.0,-11556000.0,
Cash Flow From Continuing Investing Activities,-5141000.0,-18559000.0,-9542000.0,-11556000.0,
Net Other Investing Changes,,,,,132000.0
Dividends Received Cfi,20000.0,51000.0,32000.0,28000.0,
Net Business Purchase And Sale,,0.0,-75000.0,-404000.0,-405000.0
Purchase Of Business,,0.0,-75000.0,-404000.0,-405000.0
Net Intangibles Purchase And Sale,,0.0,-446000.0,-192000.0,0.0
Purchase Of Intangibles,,0.0,-446000.0,-192000.0,0.0
Net PPE Purchase And Sale,-5161000.0,-18610000.0,-9053000.0,-10988000.0,
Sale Of PPE,83000.0,60000.0,55000.0,111000.0,
Purchase Of PPE,-5244000.0,-18670000.0,-9108000.0,-11099000.0,
Operating Cash Flow,6630000.0,8489000.0,10502000.0,14016000.0,
Cash Flow From Continuing Operating Activities,6630000.0,8489000.0,10502000.0,14016000.0,
Change In Working Capital,-5300000.0,-3197000.0,-696000.0,952000.0,
Change In Other Working Capital,262000.0,6000.0,176000.0,1378000.0,
Change In Other Current Liabilities,-2311000.0,-2299000.0,-1993000.0,-3015000.0,
Change In Other Current Assets,-16000.0,-39000.0,-299000.0,-1000.0,
Change In Payables And Accrued Expense,-2900000.0,142000.0,1200000.0,1559000.0,
Change In Payable,-2900000.0,142000.0,1200000.0,1559000.0,
Change In Account Payable,-2072000.0,-55000.0,898000.0,223000.0,
Change In Prepaid Assets,-314000.0,80000.0,1655000.0,2236000.0,
Change In Inventory,178000.0,-709000.0,-1429000.0,-1436000.0,
Change In Receivables,-199000.0,-378000.0,-6000.0,231000.0,
Other Non Cash Items,-37000.0,29000.0,36000.0,184000.0,
Deferred Tax,-265000.0,62000.0,199000.0,758000.0,
Deferred Income Tax,-265000.0,62000.0,199000.0,758000.0,
Depreciation Amortization Depletion,6843000.0,6114000.0,5399000.0,5606000.0,
Depreciation And Amortization,6843000.0,6114000.0,5399000.0,5606000.0,
Depreciation,6843000.0,6114000.0,5399000.0,5606000.0,
Operating Gains Losses,89000.0,65000.0,-3485000.0,-10249000.0,
Earnings Losses From Equity Investments,,-9000.0,-16000.0,-125000.0,-7000.0
Gain Loss On Sale Of PPE,89000.0,65000.0,19000.0,12000.0,
Net Income From Continuing Operations,5300000.0,5416000.0,9049000.0,16765000.0,
