,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-56852000.0,-44491000.0,-4154000.0
Repayment Of Debt,-25172000.0,-14385000.0,-11396000.0
Issuance Of Debt,50234000.0,7897000.0,12411000.0
Issuance Of Capital Stock,91780000.0,0.0,
Capital Expenditure,-200000.0,-1268000.0,-1120000.0
End Cash Position,91492000.0,42758000.0,64131000.0
Beginning Cash Position,42758000.0,64131000.0,24261000.0
Effect Of Exchange Rate Changes,100000.0,254000.0,561000.0
Changes In Cash,48634000.0,-21627000.0,39309000.0
Financing Cash Flow,116240000.0,-6780000.0,97200000.0
Cash Flow From Continuing Financing Activities,116240000.0,-6780000.0,97200000.0
Net Other Financing Charges,,,96612000.0
Interest Paid Cff,-602000.0,-292000.0,-427000.0
Cash Dividends Paid,0.0,0.0,0.0
Net Common Stock Issuance,91780000.0,0.0,
Common Stock Issuance,91780000.0,0.0,
Net Issuance Payments Of Debt,25062000.0,-6488000.0,1015000.0
Net Short Term Debt Issuance,26165000.0,-5418000.0,1981000.0
Short Term Debt Payments,-24069000.0,-13315000.0,-10430000.0
Short Term Debt Issuance,50234000.0,7897000.0,12411000.0
Net Long Term Debt Issuance,-1103000.0,-1070000.0,-966000.0
Long Term Debt Payments,-1103000.0,-1070000.0,-966000.0
Investing Cash Flow,-10954000.0,28376000.0,-54857000.0
Cash Flow From Continuing Investing Activities,-10954000.0,28376000.0,-54857000.0
Net Other Investing Changes,,550000.0,32000.0
Interest Received Cfi,62000.0,550000.0,32000.0
Net Investment Purchase And Sale,-10817000.0,29077000.0,-53769000.0
Sale Of Investment,21039000.0,88057000.0,27465000.0
Purchase Of Investment,-31856000.0,-58980000.0,-81234000.0
Net Intangibles Purchase And Sale,0.0,-19000.0,-102000.0
Purchase Of Intangibles,0.0,-19000.0,-102000.0
Net PPE Purchase And Sale,-199000.0,-1232000.0,-1018000.0
Sale Of PPE,1000.0,17000.0,0.0
Purchase Of PPE,-200000.0,-1249000.0,-1018000.0
Operating Cash Flow,-56652000.0,-43223000.0,-3034000.0
Cash Flow From Continuing Operating Activities,-56652000.0,-43223000.0,-3034000.0
Interest Received Cfo,-62000.0,-550000.0,-32000.0
Interest Paid Cfo,-62000.0,-550000.0,
Change In Working Capital,1767000.0,15247000.0,250000.0
Change In Other Working Capital,,,-3000.0
Change In Other Current Assets,45000.0,128000.0,-547000.0
Change In Payables And Accrued Expense,2158000.0,10773000.0,1219000.0
Change In Payable,2158000.0,10773000.0,1219000.0
Change In Account Payable,1252000.0,10117000.0,600000.0
Change In Prepaid Assets,-436000.0,4346000.0,-419000.0
Other Non Cash Items,39962000.0,-6762000.0,48247000.0
Stock Based Compensation,4330000.0,6082000.0,3386000.0
Unrealized Gain Loss On Investment Securities,0.0,-484000.0,-40000.0
Depreciation Amortization Depletion,2222000.0,2041000.0,1828000.0
Depreciation And Amortization,2222000.0,2041000.0,1828000.0
Amortization Cash Flow,25000.0,20000.0,16000.0
Amortization Of Intangibles,25000.0,20000.0,16000.0
Depreciation,2197000.0,2021000.0,1812000.0
Operating Gains Losses,,-7000.0,5000.0
Gain Loss On Investment Securities,,-550000.0,-32000.0
Gain Loss On Sale Of PPE,0.0,-7000.0,5000.0
Net Income From Continuing Operations,-104871000.0,-58790000.0,-56678000.0
