,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Ordinary Shares Number,72736534.0,72736534.0,72736534.0,72707688.0,
Share Issued,72736534.0,72736534.0,72736534.0,72707688.0,
Net Debt,74450404.0,77416847.0,96182177.0,96421731.0,
Total Debt,79000000.0,79000000.0,96182177.0,96421731.0,
Tangible Book Value,196496981.0,185457326.0,221624013.0,239727402.0,
Invested Capital,275496981.0,264457326.0,317806190.0,336149133.0,
Net Tangible Assets,196496981.0,185457326.0,221624013.0,239727402.0,
Common Stock Equity,196496981.0,185457326.0,221624013.0,239727402.0,
Total Capitalization,275496981.0,264457326.0,317806190.0,336149133.0,
Total Equity Gross Minority Interest,196496981.0,185457326.0,221624013.0,239727402.0,
Stockholders Equity,196496981.0,185457326.0,221624013.0,239727402.0,
Retained Earnings,,,-55953732.0,,
Capital Stock,277577745.0,277577745.0,277577745.0,277482487.0,
Common Stock,277577745.0,277577745.0,277577745.0,277482487.0,
Total Liabilities Net Minority Interest,91353829.0,86935825.0,102766021.0,105034349.0,
Derivative Product Liabilities,,138663.0,2141.0,,208190.0
Long Term Debt And Capital Lease Obligation,79000000.0,79000000.0,96182177.0,96421731.0,
Payables,12286187.0,7732805.0,6406491.0,8426982.0,
Other Payable,183598.0,182521.0,218438.0,223588.0,
Accounts Payable,12102589.0,7550284.0,6188053.0,8203394.0,
Total Assets,287850810.0,272393151.0,324390034.0,344761751.0,
Investments And Advances,273214459.0,261465763.0,316123777.0,334816971.0,
Investmentin Financial Assets,273214459.0,261465763.0,316123777.0,334816971.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,272970938.0,261465763.0,315979524.0,334719281.0,
Prepaid Assets,67759.0,68060.0,77835.0,103853.0,
Receivables,10018996.0,9276175.0,8188422.0,9840927.0,
Cash And Cash Equivalents,4549596.0,1583153.0,,,265757.0
Cash Financial,4549596.0,1583153.0,,,265757.0
Cash Cash Equivalents And Federal Funds Sold,4549596.0,1583153.0,,,265757.0
