,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Treasury Shares Number,2115664.0,487626.0,,36631254.0,36270015.0
Ordinary Shares Number,63251495.0,64465242.0,64425378.0,67912160.0,
Share Issued,65367159.0,64952868.0,64425378.0,104543414.0,
Net Debt,,,,,139736000.0
Total Debt,98000000.0,68370000.0,352771000.0,329612000.0,
Tangible Book Value,299904000.0,80461000.0,-210233000.0,595117000.0,
Invested Capital,12812855000.0,13070929000.0,13443004000.0,1093919000.0,
Working Capital,538665000.0,480637000.0,746554000.0,626787000.0,
Net Tangible Assets,299904000.0,80461000.0,-210233000.0,595117000.0,
Capital Lease Obligations,98000000.0,68370000.0,79124000.0,36450000.0,
Common Stock Equity,12812855000.0,13070929000.0,13169357000.0,800757000.0,
Total Capitalization,12812855000.0,13070929000.0,13415004000.0,1073919000.0,
Total Equity Gross Minority Interest,12812855000.0,13070929000.0,13169357000.0,800757000.0,
Stockholders Equity,12812855000.0,13070929000.0,13169357000.0,800757000.0,
Gains Losses Not Affecting Retained Earnings,-7261000.0,2436000.0,-4588000.0,9026000.0,
Other Equity Adjustments,-7261000.0,2436000.0,-4588000.0,9026000.0,
Treasury Stock,406580000.0,84150000.0,0.0,1816499000.0,
Retained Earnings,-51162000.0,-41391000.0,66369000.0,1778133000.0,
Additional Paid In Capital,13277851000.0,13194028000.0,13107570000.0,819642000.0,
Capital Stock,7000.0,6000.0,6000.0,10455000.0,
Common Stock,7000.0,6000.0,6000.0,10455000.0,
Total Liabilities Net Minority Interest,1258852000.0,1415123000.0,1800565000.0,653243000.0,
Total Non Current Liabilities Net Minority Interest,921451000.0,1062696000.0,1499629000.0,511713000.0,
Other Non Current Liabilities,18377000.0,19240000.0,13384000.0,1613000.0,
Preferred Securities Outside Stock Equity,,,,0.0,0.0
Employee Benefits,,5917000.0,1345000.0,,
Non Current Pension And Other Postretirement Benefit Plans,,5917000.0,1345000.0,,
Non Current Accrued Expenses,,5917000.0,1345000.0,,
Non Current Deferred Liabilities,818199000.0,988014000.0,1166489000.0,206292000.0,
Non Current Deferred Revenue,27512000.0,30103000.0,21081000.0,11732000.0,
Non Current Deferred Taxes Liabilities,790687000.0,957911000.0,1145408000.0,193360000.0,
Long Term Debt And Capital Lease Obligation,84875000.0,55442000.0,317580000.0,302861000.0,
Long Term Capital Lease Obligation,84875000.0,55442000.0,71933000.0,29699000.0,
Long Term Debt,,,245647000.0,273162000.0,292369000.0
Long Term Provisions,,830000.0,831000.0,947000.0,920000.0
Current Liabilities,337401000.0,352427000.0,300936000.0,141530000.0,
Other Current Liabilities,20409000.0,19050000.0,10188000.0,10312000.0,
Current Deferred Liabilities,124312000.0,151450000.0,143327000.0,59255000.0,
Current Deferred Revenue,124312000.0,151450000.0,143327000.0,56393000.0,
Current Debt And Capital Lease Obligation,13125000.0,12928000.0,35191000.0,26751000.0,
Current Capital Lease Obligation,13125000.0,12928000.0,7191000.0,6751000.0,
Current Debt,,,28000000.0,20000000.0,135163000.0
Other Current Borrowings,,,28000000.0,20000000.0,135163000.0
Pensionand Other Post Retirement Benefit Plans Current,61976000.0,62162000.0,62813000.0,26442000.0,
Payables And Accrued Expenses,117579000.0,106837000.0,49417000.0,18770000.0,
Current Accrued Expenses,17782000.0,18314000.0,17122000.0,10959000.0,
Payables,99797000.0,88523000.0,32295000.0,7811000.0,
Dueto Related Parties Current,47449000.0,22019000.0,4111000.0,,
Total Tax Payable,44249000.0,46205000.0,6768000.0,3444000.0,
Income Tax Payable,44249000.0,46205000.0,6768000.0,3444000.0,
Accounts Payable,8099000.0,20299000.0,21416000.0,4367000.0,
Total Assets,14071707000.0,14486052000.0,14969922000.0,1454000000.0,
Total Non Current Assets,13195641000.0,13652988000.0,13922432000.0,685683000.0,
Other Non Current Assets,22269000.0,13474000.0,8766000.0,3537000.0,
Non Current Deferred Assets,31892000.0,26630000.0,10410000.0,31177000.0,
Non Current Deferred Taxes Assets,6989000.0,10638000.0,4937000.0,2121000.0,
Non Current Accounts Receivable,515106000.0,536104000.0,428232000.0,407180000.0,
Goodwill And Other Intangible Assets,12512951000.0,12990468000.0,13379590000.0,205640000.0,
Other Intangible Assets,4184750000.0,4659657000.0,5112781000.0,45788000.0,
Goodwill,8328201000.0,8330811000.0,8266809000.0,159852000.0,
Net PPE,113423000.0,86312000.0,95434000.0,38149000.0,
Accumulated Depreciation,-23229000.0,-18450000.0,-17968000.0,-42925000.0,
Gross PPE,136652000.0,104762000.0,113402000.0,81074000.0,
Leases,9237000.0,8544000.0,7158000.0,12982000.0,
Construction In Progress,2603000.0,1658000.0,493000.0,,
Other Properties,96034000.0,67642000.0,78286000.0,32539000.0,
Machinery Furniture Equipment,28778000.0,26918000.0,27465000.0,35553000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,876066000.0,833064000.0,1047490000.0,768317000.0,
Other Current Assets,27441000.0,27728000.0,23461000.0,12716000.0,
Prepaid Assets,8462000.0,11424000.0,17503000.0,14639000.0,
Receivables,603193000.0,552703000.0,556801000.0,361109000.0,
Other Receivables,409177000.0,367539000.0,428833000.0,308607000.0,
Duefrom Related Parties Current,78483000.0,62375000.0,16941000.0,,
Accounts Receivable,115533000.0,122789000.0,111027000.0,52502000.0,
Allowance For Doubtful Accounts Receivable,-4416000.0,-7098000.0,-1189000.0,-8771000.0,
Gross Accounts Receivable,119949000.0,129887000.0,112216000.0,61273000.0,
Cash Cash Equivalents And Short Term Investments,236970000.0,241209000.0,449725000.0,379853000.0,
Cash And Cash Equivalents,236970000.0,241209000.0,449725000.0,379853000.0,
