,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-5007963.0,1494130.0,-20746.0
Repurchase Of Capital Stock,,-280635.0,-336596.0
Repayment Of Debt,-500000.0,0.0,
Issuance Of Debt,13700000.0,0.0,998225.0
Issuance Of Capital Stock,95537.0,2474.0,0.0
Capital Expenditure,,-539730.0,-61845.0
Interest Paid Supplemental Data,95681.0,0.0,0.0
Income Tax Paid Supplemental Data,,0.0,0.0
End Cash Position,8134211.0,3514882.0,2808643.0
Beginning Cash Position,3514882.0,2808643.0,2229605.0
Changes In Cash,4619329.0,706239.0,579038.0
Financing Cash Flow,10664595.0,-278161.0,661629.0
Cash Flow From Continuing Financing Activities,7663212.0,-278161.0,661629.0
Net Other Financing Charges,-97221.0,,
Cash Dividends Paid,-2533721.0,-280635.0,-336596.0
Net Preferred Stock Issuance,95537.0,0.0,
Preferred Stock Issuance,95537.0,0.0,
Net Common Stock Issuance,0.0,2474.0,0.0
Common Stock Payments,,-280635.0,-336596.0
Common Stock Issuance,0.0,2474.0,0.0
Net Issuance Payments Of Debt,13200000.0,0.0,998225.0
Net Long Term Debt Issuance,13200000.0,0.0,998225.0
Long Term Debt Payments,-500000.0,0.0,
Long Term Debt Issuance,13700000.0,0.0,998225.0
Investing Cash Flow,-554815.0,-509730.0,-61845.0
Cash Flow From Continuing Investing Activities,-554815.0,-509730.0,-61845.0
Net Other Investing Changes,-554815.0,-509730.0,-61845.0
Net PPE Purchase And Sale,,-509730.0,-61845.0
Sale Of PPE,,30000.0,0.0
Purchase Of PPE,,-539730.0,-61845.0
Operating Cash Flow,-5007963.0,1494130.0,-20746.0
Cash Flow From Continuing Operating Activities,-1919753.0,1494130.0,-20747.0
Change In Working Capital,-877148.0,2670419.0,249608.0
Change In Other Working Capital,2915038.0,2783050.0,2172731.0
Change In Other Current Liabilities,-247493.0,42169.0,0.0
Change In Payables And Accrued Expense,1946476.0,572402.0,148863.0
Change In Accrued Expense,493576.0,41953.0,20810.0
Change In Payable,1452900.0,530449.0,128053.0
Change In Account Payable,281319.0,227682.0,121964.0
Change In Prepaid Assets,32713.0,-61669.0,-146800.0
Change In Inventory,-5733692.0,-703330.0,-1985084.0
Change In Receivables,209810.0,37797.0,59898.0
Changes In Account Receivables,,-69601.0,38517.0
Other Non Cash Items,-3015875.0,-2.0,1.0
Deferred Tax,,0.0,-247607.0
Deferred Income Tax,,0.0,-247607.0
Depreciation Amortization Depletion,487073.0,226307.0,64846.0
Depreciation And Amortization,487073.0,226307.0,64846.0
Amortization Cash Flow,,16430.0,0.0
Amortization Of Intangibles,,16430.0,0.0
Depreciation,487073.0,226307.0,64846.0
Operating Gains Losses,,56454.0,-970507.0
Net Income From Continuing Operations,-1602013.0,-1459050.0,882913.0
