,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-5507055.95,-1447773.675706,-1930236.755166
Tax Rate For Calcs,0.19,0.160753,0.056254
Normalized EBITDA,-40070287.0,3337099.0,-24219070.0
Total Unusual Items,-28984505.0,-9006220.0,-34312882.0
Total Unusual Items Excluding Goodwill,-28984505.0,-9006220.0,-34312882.0
Net Income From Continuing Operation Net Minority Interest,-74726799.0,-5892144.0,-60114590.0
Reconciled Depreciation,2603475.0,2815297.0,3578736.0
Reconciled Cost Of Revenue,11811922.0,12919668.0,8482128.0
EBITDA,-69054792.0,-5669121.0,-58531952.0
EBIT,-71658267.0,-8484418.0,-62110688.0
Net Interest Income,-2452595.0,-879480.0,-1673569.0
Interest Expense,2466238.0,919446.0,1876001.0
Interest Income,13643.0,39966.0,202432.0
Normalized Income,-51249349.95,1666302.324294,-27731944.755166
Net Income From Continuing And Discontinued Operation,-74726799.0,-5892144.0,-60114590.0
Total Expenses,30019452.0,22970045.0,30458115.0
Rent Expense Supplemental,363459.0,195134.0,71008.0
Total Operating Income As Reported,-13278632.0,-2546254.0,-27483998.0
Diluted Average Shares,,28817810.0,28817810.0
Basic Average Shares,,28817810.0,28817810.0
Diluted EPS,,-0.204462,-2.086022
Basic EPS,,-0.204462,-2.086022
Diluted NI Availto Com Stockholders,-74726799.0,-5892144.0,-60114590.0
Net Income Common Stockholders,-74726799.0,-5892144.0,-60114590.0
Net Income,-74726799.0,-5892144.0,-60114590.0
Minority Interests,2258785.0,2000024.0,272592.0
Net Income Including Noncontrolling Interests,-76985584.0,-7892168.0,-60387182.0
Net Income Continuous Operations,-76985584.0,-7892168.0,-60387182.0
Tax Provision,2861079.0,-1511696.0,-3599507.0
Pretax Income,-74124505.0,-9403864.0,-63986689.0
Other Income Expense,-56289221.0,-5746274.0,-41270124.0
Other Non Operating Income Expenses,-27304716.0,3795214.0,-5267980.0
Special Income Charges,-28346027.0,-8920222.0,-34336216.0
Gain On Sale Of Ppe,2770.0,-3246343.0,83023.0
Gain On Sale Of Business,0.0,0.0,-13318419.0
Other Special Charges,,-4079520.0,-3694237.0
Write Off,5325039.0,5691997.0,24001558.0
Impairment Of Capital Assets,4089335.0,3902589.0,564563.0
Restructuring And Mergern Acquisition,18934423.0,158813.0,228936.0
Earnings From Equity Interest,0.0,-535268.0,-1689262.0
Gain On Sale Of Security,-638478.0,-85998.0,23334.0
Net Non Operating Interest Income Expense,-2452595.0,-879480.0,-1673569.0
Interest Expense Non Operating,2466238.0,919446.0,1876001.0
Interest Income Non Operating,13643.0,39966.0,202432.0
Operating Income,-15382689.0,-2778110.0,-21042996.0
Operating Expense,17657840.0,9059475.0,19922793.0
Other Operating Expenses,4998265.0,638801.0,10224462.0
Other Taxes,120438.0,121199.0,274993.0
Provision For Doubtful Accounts,-136111.0,0.0,-753200.0
Depreciation Amortization Depletion Income Statement,2053785.0,1824395.0,1525542.0
Depreciation And Amortization In Income Statement,2053785.0,1824395.0,1525542.0
Amortization,1750177.0,1412799.0,1046403.0
Amortization Of Intangibles Income Statement,1750177.0,1412799.0,1046403.0
Depreciation Income Statement,303608.0,411596.0,479139.0
Research And Development,750309.0,300486.0,927206.0
Selling General And Administration,9871154.0,6174594.0,7723790.0
Selling And Marketing Expense,349661.0,225067.0,77698.0
General And Administrative Expense,9521493.0,5949527.0,7646092.0
Other Gand A,3788250.0,2652785.0,4298574.0
Insurance And Claims,212261.0,27816.0,33332.0
Rent And Landing Fees,363459.0,195134.0,71008.0
Salaries And Wages,5157523.0,3073792.0,3243178.0
Gross Profit,2275151.0,6281365.0,-1120203.0
Cost Of Revenue,12361612.0,13910570.0,10535322.0
Total Revenue,14636763.0,20191935.0,9415119.0
Operating Revenue,14636763.0,20191935.0,9415119.0
