,2024-10-31,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Free Cash Flow,-2804795.0,4727723.0,31149234.0,-10959407.0,
Repayment Of Debt,,-9500000.0,-24500000.0,,-1300000.0
Issuance Of Debt,18700000.0,13600000.0,,13500000.0,
Issuance Of Capital Stock,,,4935247.0,12444150.0,2827325.0
End Cash Position,6854402.0,4431756.0,5057146.0,4573392.0,
Beginning Cash Position,4431756.0,5057146.0,4573392.0,230132.0,
Changes In Cash,2422646.0,-625390.0,483754.0,4343260.0,
Financing Cash Flow,5227441.0,-5353113.0,-30665480.0,15302667.0,
Net Other Financing Charges,-4013334.0,114.0,-1151.0,0.0,
Cash Dividends Paid,-9415085.0,-9408948.0,-10989283.0,-10556956.0,
Preferred Stock Dividend Paid,,,,,0.0
Common Stock Dividend Paid,-9415085.0,-9408948.0,-10989283.0,-10556956.0,
Net Preferred Stock Issuance,,,,5010228.0,
Preferred Stock Issuance,,,,5010228.0,
Net Common Stock Issuance,,,4935247.0,7433922.0,2827325.0
Common Stock Issuance,,,4935247.0,7433922.0,2827325.0
Net Issuance Payments Of Debt,18700000.0,4100000.0,-24500000.0,13500000.0,
Net Long Term Debt Issuance,18700000.0,4100000.0,-24500000.0,13500000.0,
Long Term Debt Payments,,-9500000.0,-24500000.0,,-1300000.0
Long Term Debt Issuance,18700000.0,13600000.0,,13500000.0,
Operating Cash Flow,-2804795.0,4727723.0,31149234.0,-10959407.0,
Change In Working Capital,10071.0,80626.0,-89536.0,338060.0,
Change In Other Current Liabilities,0.0,0.0,0.0,0.0,
Change In Other Current Assets,-17633.0,-820.0,13898.0,-14689.0,
Change In Payable,96096.0,81611.0,-75405.0,173288.0,
Change In Prepaid Assets,14917.0,1724.0,1829.0,-19355.0,
Change In Receivables,-83309.0,-1889.0,-29858.0,198816.0,
Other Non Cash Items,1559545.0,1272151.0,1386823.0,945184.0,
Gain Loss On Investment Securities,-40125496.0,-1427576.0,78323308.0,-57180505.0,
Net Foreign Currency Exchange Gain Loss,,,-14232.0,,
Net Income From Continuing Operations,35751085.0,4802522.0,-48457129.0,44937854.0,
