,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.138,0.12,0.192
Normalized EBITDA,14025849.0,16291168.0,14159219.0
Net Income From Continuing Operation Net Minority Interest,10545978.0,12568750.0,10089053.0
Reconciled Depreciation,1380814.0,1470031.0,1399708.0
Reconciled Cost Of Revenue,4227409.0,7054323.0,4544193.0
EBITDA,14025849.0,16291168.0,14159219.0
EBIT,12645035.0,14821137.0,12759511.0
Net Interest Income,-284271.0,-290716.0,-151595.0
Interest Expense,285833.0,299269.0,153921.0
Interest Income,1562.0,8553.0,2326.0
Normalized Income,10545978.0,12568750.0,10089053.0
Net Income From Continuing And Discontinued Operation,10545978.0,12568750.0,10089053.0
Total Expenses,18804224.0,20084010.0,14630108.0
Total Operating Income As Reported,11861725.0,13631717.0,11917244.0
Diluted Average Shares,,25145358.0,25145358.0
Basic Average Shares,,25145358.0,25145358.0
Diluted EPS,,0.499844,0.401229
Basic EPS,,0.499844,0.401229
Diluted NI Availto Com Stockholders,10545978.0,12568750.0,10089053.0
Net Income Common Stockholders,10545978.0,12568750.0,10089053.0
Net Income,10545978.0,12568750.0,10089053.0
Minority Interests,-112205.0,-206221.0,-93965.0
Net Income Including Noncontrolling Interests,10658183.0,12774971.0,10183018.0
Net Income Continuous Operations,10658183.0,12774971.0,10183018.0
Tax Provision,1701019.0,1746897.0,2422572.0
Pretax Income,12359202.0,14521868.0,12605590.0
Other Income Expense,-10211.0,-194580.0,-335075.0
Other Non Operating Income Expenses,-10211.0,-194580.0,-335075.0
Net Non Operating Interest Income Expense,-284271.0,-290716.0,-151595.0
Interest Expense Non Operating,285833.0,299269.0,153921.0
Interest Income Non Operating,1562.0,8553.0,2326.0
Operating Income,12653684.0,15007164.0,13092260.0
Operating Expense,14576815.0,13029687.0,10085915.0
Other Operating Expenses,-791959.0,-1375447.0,-1175016.0
Research And Development,4274894.0,3859392.0,1040055.0
Selling General And Administration,11093880.0,10545742.0,10220876.0
Selling And Marketing Expense,2547000.0,3585138.0,3569670.0
General And Administrative Expense,8546880.0,6960604.0,6651206.0
Other Gand A,8546880.0,6960604.0,6651206.0
Gross Profit,27230499.0,28036851.0,23178175.0
Cost Of Revenue,4227409.0,7054323.0,4544193.0
Total Revenue,31457908.0,35091174.0,27722368.0
Operating Revenue,31457908.0,35091174.0,27722368.0
